"DMS ORIG","DMS DEST","SCTG2","DMS_MODE","Total KTons in 2012","Total Ton-Mile in 2012","Total M$ in 2012","Total Current M$ in 2012"
"Colorado","Washington","Logs","Truck","0.004","0.0051995","0.0002","0.0002"
"Colorado","West Virginia","Logs","Truck","0.0004","0.00052519","0","0"
"Colorado","Wisconsin","Logs","Truck","0.0044","0.00474318","0.0002","0.0002"
"Colorado","Wyoming","Logs","Truck","23.1385","7.68612477","9.597","9.0971"
"Connecticut","Alabama","Logs","Truck","0","0","0","0"
"Connecticut","Arizona","Logs","Truck","0","0","0","0"
"Connecticut","Arkansas","Logs","Truck","0","0","0","0"
"Connecticut","California","Logs","Truck","0","0","0","0"
"Connecticut","Colorado","Logs","Truck","0","0","0","0"
"Connecticut","Connecticut","Logs","Truck","414.1125","11.02280549","26.485","25.1053"
"Connecticut","Delaware","Logs","Truck","0.0115","0.00259916","0.0006","0.0006"
"Connecticut","Washington DC","Logs","Truck","0.0033","0.00110143","0.0001","0.0001"
"Connecticut","Florida","Logs","Truck","0","0","0","0"
"Connecticut","Georgia","Logs","Truck","0.1824","0.18886033","0.4474","0.4241"
"Connecticut","Illinois","Logs","Truck","0.0004","0.00032215","0","0"
"Connecticut","Indiana","Logs","Truck","0.0003","0.00027937","0","0"
"Connecticut","Iowa","Logs","Truck","0","0","0","0"
"Connecticut","Kansas","Logs","Truck","0","0","0","0"
"Connecticut","Kentucky","Logs","Truck","0.0002","0.00020279","0","0"
"Connecticut","Louisiana","Logs","Truck","0","0","0","0"
"Connecticut","Maine","Logs","Truck","0.0138","0.00381654","0.0073","0.0068"
"Connecticut","Maryland","Logs","Truck","0.0267","0.00810711","0.0016","0.0015"
"Connecticut","Massachusetts","Logs","Truck","11.5069","1.0745714","0.4408","0.4178"
"Connecticut","Michigan","Logs","Truck","0.003","0.00227089","0.0069","0.0066"
"Connecticut","Minnesota","Logs","Truck","0","0","0","0"
"Connecticut","Mississippi","Logs","Truck","0","0","0","0"
"Connecticut","Missouri","Logs","Truck","0","0","0","0"
"Connecticut","Nebraska","Logs","Truck","0","0","0","0"
"Connecticut","Nevada","Logs","Truck","0","0","0","0"
"Connecticut","New Hampshire","Logs","Truck","0.0861","0.01306806","0.0054","0.0051"
"Connecticut","New Jersey","Logs","Truck","1.5746","0.18083522","0.0974","0.0925"
"Connecticut","New Mexico","Logs","Truck","0","0","0","0"
"Connecticut","New York","Logs","Truck","12.088","1.01363754","0.743","0.7042"
"Connecticut","North Carolina","Logs","Truck","0.0028","0.00196664","0","0"
"Connecticut","North Dakota","Logs","Truck","0","0","0","0"
"Connecticut","Ohio","Logs","Truck","0.7972","0.51485695","0.6707","0.6357"
"Connecticut","Oklahoma","Logs","Truck","0","0","0","0"
"Connecticut","Pennsylvania","Logs","Truck","0.172","0.03937907","0.0217","0.0207"
"Connecticut","Rhode Island","Logs","Truck","1.6967","0.11749394","0.2888","0.2737"
"Connecticut","South Carolina","Logs","Truck","0.0004","0.00039243","0","0"
"Connecticut","South Dakota","Logs","Truck","0","0","0","0"
"Connecticut","Tennessee","Logs","Truck","0.0001","7.175E-05","0","0"
"Connecticut","Texas","Logs","Truck","0.3722","0.63103844","1.1298","1.0709"
"Connecticut","Utah","Logs","Truck","0","0","0","0"
"Connecticut","Vermont","Logs","Truck","0.0204","0.00461461","0.0013","0.0013"
"Connecticut","Virginia","Logs","Truck","0.1084","0.05022626","0.0154","0.0146"
"Connecticut","West Virginia","Logs","Truck","0.0011","0.00068201","0","0"
"Connecticut","Wisconsin","Logs","Truck","0","0","0","0"
"Delaware","Alabama","Logs","Truck","0.0001","4.838E-05","0","0"
"Delaware","Arizona","Logs","Truck","0","0","0","0"
"Delaware","Arkansas","Logs","Truck","0","0","0","0"
"Delaware","California","Logs","Truck","0","0","0","0"
