"DMS ORIG","DMS DEST","DMS_MODE","Total KTons in 2007","Total Ton-Mile in 2007","Total M$ in 2007"
"Washington DC","Kansas","Truck","0.2198","0.25959851","0.2674"
"Washington DC","Kentucky","Truck","0.3394","0.19992592","0.4122"
"Washington DC","Louisiana","Truck","0.5148","0.58550801","0.626"
"Washington DC","Maine","Truck","0.1175","0.07095712","0.1429"
"Washington DC","Maryland","Truck","1544.0227","34.15433158","1313.5266"
"Washington DC","Massachusetts","Truck","0.8481","0.36913702","1.0307"
"Washington DC","Michigan","Truck","1.8633","1.06999127","4.8174"
"Washington DC","Minnesota","Truck","0.5165","0.59470889","0.6281"
"Washington DC","Mississippi","Truck","0.3948","0.37294089","0.4801"
"Washington DC","Missouri","Truck","0.8832","0.82162219","1.0743"
"Washington DC","Montana","Truck","0.1882","0.4017828","0.2289"
"Washington DC","Nebraska","Truck","0.1843","0.22724303","0.2242"
"Washington DC","Nevada","Truck","0.3115","0.76720247","0.3787"
"Washington DC","New Hampshire","Truck","0.0959","0.04595573","0.1163"
"Washington DC","New Jersey","Truck","1.7457","0.36669118","10.8822"
"Washington DC","New Mexico","Truck","0.1724","0.32554523","0.2097"
"Washington DC","New York","Truck","3.0473","0.80946156","4.4144"
"Washington DC","North Carolina","Truck","28.0178","9.87491939","9.5946"
"Washington DC","North Dakota","Truck","0.0755","0.11188479","0.0919"
"Washington DC","Ohio","Truck","1.0558","0.44505341","1.2833"
"Washington DC","Oklahoma","Truck","0.3768","0.48813034","0.4581"
"Washington DC","Oregon","Truck","0.4795","1.35843154","0.583"
"Washington DC","Pennsylvania","Truck","7.4429","1.21043509","34.0235"
"Washington DC","Rhode Island","Truck","0.106","0.04303076","0.1287"
"Washington DC","South Carolina","Truck","0.6892","0.33347591","0.8375"
"Washington DC","South Dakota","Truck","0.0841","0.11655521","0.1023"
"Washington DC","Tennessee","Truck","0.7263","0.46251293","0.836"
"Washington DC","Texas","Truck","2.5905","3.76204962","3.1505"
"Washington DC","Utah","Truck","0.4595","0.97067723","0.5588"
"Washington DC","Vermont","Truck","0.0695","0.03532413","0.0844"
"Washington DC","Virginia","Truck","1880.9587","172.63718106","534.6256"
"Washington DC","Washington","Truck","0.8328","2.2986669","1.0127"
"Washington DC","West Virginia","Truck","0.3084","0.09094282","0.7874"
"Washington DC","Wisconsin","Truck","0.4543","0.40227759","0.5523"
"Washington DC","Wyoming","Truck","0.1006","0.18614919","0.3645"
"Florida","Alabama","Truck","3011.9983","1494.63018514","3986.2441"
"Florida","Alaska","Truck","1.0532","4.94763083","41.6902"
"Florida","Arizona","Truck","113.9295","243.24206684","559.2938"
"Florida","Arkansas","Truck","226.2606","209.56783806","776.4507"
"Florida","California","Truck","1052.7914","2743.38420867","3836.7555"
"Florida","Colorado","Truck","134.1148","246.79690363","538.5268"
"Florida","Connecticut","Truck","119.5391","153.94287411","656.253599999999"
"Florida","Delaware","Truck","22.5671","23.81637784","92.0769000000001"
"Florida","Washington DC","Truck","12.9956","12.84736294","31.9934"
"Florida","Florida","Truck","645521.1817","54113.44085366","349402.9254"
"Florida","Georgia","Truck","8849.07920000001","3189.78324485","10682.8061"
"Florida","Idaho","Truck","25.334","67.3087693","96.2716"
"Florida","Illinois","Truck","1385.4277","1610.34607346","2530.2014"
"Florida","Indiana","Truck","437.5433","471.123415999999","771.730099999999"
"Florida","Iowa","Truck","404.2127","554.10528085","878.7744"
"Florida","Kansas","Truck","302.2085","408.16787773","839.5397"
"Florida","Kentucky","Truck","377.8053","312.34104731","746.1564"
"Florida","Louisiana","Truck","762.772299999999","538.57134015","1149.4619"
"Florida","Maine","Truck","44.1744","67.96464339","105.3183"
"Florida","Maryland","Truck","374.2244","368.97117587","1022.056"
"Florida","Massachusetts","Truck","510.1727","688.28041836","991.0788"
"Florida","Michigan","Truck","342.1162","422.45162891","1018.6122"
"Florida","Minnesota","Truck","211.4147","347.77163643","580.644699999999"
"Florida","Mississippi","Truck","406.6726","264.53205924","1065.2143"
"Florida","Missouri","Truck","316.2463","360.30242343","979.364499999999"
"Florida","Montana","Truck","8.1472","20.92265064","41.7769"
"Florida","Nebraska","Truck","50.4203","76.51856742","272.8125"
"Florida","Nevada","Truck","794.7849","2238.49328229","325.6309"
"Florida","New Hampshire","Truck","37.1848","52.52991838","129.6933"
"Florida","New Jersey","Truck","626.822","711.12382543","1878.7064"
"Florida","New Mexico","Truck","222.9085","382.06781521","575.5445"
"Florida","New York","Truck","760.578799999998","918.259075380001","2187.4307"
"Florida","North Carolina","Truck","1957.6569","1167.06739322","4518.79930000002"
"Florida","North Dakota","Truck","16.3866","31.28047737","45.0632"
"Florida","Ohio","Truck","885.359199999999","876.881210050001","2385.871"
"Florida","Oklahoma","Truck","551.458","670.98765222","854.0004"
"Florida","Oregon","Truck","61.4968","189.2757607","330.3057"
"Florida","Pennsylvania","Truck","995.818499999999","1083.32486615","2743.9301"
"Florida","Rhode Island","Truck","33.0039","43.92145704","113.8229"
"Florida","South Carolina","Truck","1903.2984","798.84833371","3071.8054"
"Florida","South Dakota","Truck","29.0621","54.32636473","69.9794"
"Florida","Tennessee","Truck","958.375999999998","627.24517302","1805.9095"
"Florida","Texas","Truck","2099.28879999999","2376.45167032","6901.94430000002"
"Florida","Utah","Truck","83.2754","194.81348324","243.735"
"Florida","Vermont","Truck","13.9689","19.89435269","24.9394"
"Florida","Virginia","Truck","846.3295","691.42836045","1787.23039999999"
"Florida","Washington","Truck","124.683","389.68046343","637.183"
"Florida","West Virginia","Truck","43.1639","35.58705312","182.2774"
"Florida","Wisconsin","Truck","239.5331","321.12404475","792.1808"
"Florida","Wyoming","Truck","4.7205","10.24270236","14.0224"
"Georgia","Alabama","Truck","13306.8354","3075.30255916","15704.3186"
"Georgia","Alaska","Truck","1.9915","8.4768558","25.069"
"Georgia","Arizona","Truck","185.1655","352.55681541","712.920099999999"
"Georgia","Arkansas","Truck","913.1372","586.85132371","1420.2008"
"Georgia","California","Truck","1604.4449","3709.44655547","5498.0067"
"Georgia","Colorado","Truck","281.9711","408.62614292","1064.2674"
"Georgia","Connecticut","Truck","152.0063","151.25353946","539.747799999999"
"Georgia","Delaware","Truck","79.774","60.0040101","190.7"
"Georgia","Washington DC","Truck","2.7639","1.7562623","17.0994"
"Georgia","Florida","Truck","16235.6137","6731.56396853001","29413.1305"
"Georgia","Georgia","Truck","372081.8029","26534.67068973","211813.7008"
"Georgia","Idaho","Truck","107.8644","239.63319857","138.0715"
"Georgia","Illinois","Truck","1869.7052","1435.83847442","5137.8731"
"Georgia","Indiana","Truck","1303.6771","818.19421207","2681.2482"
"Georgia","Iowa","Truck","393.5789","387.3923112","1142.4853"
"Georgia","Kansas","Truck","326.1654","305.95962212","1182.6063"
"Georgia","Kentucky","Truck","1797.4323","766.29357942","4952.4599"
"Georgia","Louisiana","Truck","936.4978","531.14740606","2711.8492"
"Georgia","Maine","Truck","62.7396","78.46096289","277.0726"
"Georgia","Maryland","Truck","1030.8745","696.55036426","2978.9358"
"Georgia","Massachusetts","Truck","461.1156","501.94637229","1216.4111"
"Georgia","Michigan","Truck","1054.5016","847.071007990001","2630.2015"
"Georgia","Minnesota","Truck","426.4653","506.36546538","1145.8167"
"Georgia","Mississippi","Truck","1741.8714","691.509618760001","2804.4115"
"Georgia","Missouri","Truck","783.3944","573.807235979999","1827.3191"
"Georgia","Montana","Truck","8.0089","17.14096947","26.7483"
"Georgia","Nebraska","Truck","138.9465","153.80514347","355.7184"
"Georgia","Nevada","Truck","93.0761","201.47382932","239.1122"
"Georgia","New Hampshire","Truck","60.9542","68.85632921","226.073"
"Georgia","New Jersey","Truck","749.359999999999","636.25310089","2176.0886"
"Georgia","New Mexico","Truck","35.834","52.37371999","132.1426"
"Georgia","New York","Truck","901.932399999999","830.64758436","2755.6588"
"Georgia","North Carolina","Truck","9076.23630000002","3007.27505083","20013.7014"
"Georgia","North Dakota","Truck","28.3409","42.09848494","89.2727"
"Georgia","Ohio","Truck","2197.9188","1406.22772797","4465.01020000001"
"Georgia","Oklahoma","Truck","620.170899999999","549.04677409","1950.6181"
"Georgia","Oregon","Truck","140.8342","378.47647361","312.0155"
"Georgia","Pennsylvania","Truck","1693.0069","1269.6632835","4195.86620000001"
"Georgia","Rhode Island","Truck","49.1251","52.70992616","97.2803"
"Georgia","South Carolina","Truck","11941.9377","2540.48444269","13652.4712"
"Georgia","South Dakota","Truck","27.7551","37.29102013","64.7447"
"Georgia","Tennessee","Truck","6721.6281","1884.025945","13162.7955"
"Georgia","Texas","Truck","3245.8895","2975.79058269","8530.04190000002"
"Georgia","Utah","Truck","205.8506","399.6562671","562.2513"
"Georgia","Vermont","Truck","20.8761","24.14259627","81.8511"
"Georgia","Virginia","Truck","1787.1824","923.50315902","3549.7414"
"Georgia","Washington","Truck","541.971","1461.07317358","957.2846"
"Georgia","West Virginia","Truck","429.5383","235.15723718","760.0854"
"Georgia","Wisconsin","Truck","603.3143","562.189655819999","1651.9405"
"Georgia","Wyoming","Truck","27.4152","47.04539665","82.3858"
"Hawaii","Hawaii","Truck","29997.2469","760.22692603","21372.7642"
"Idaho","Alabama","Truck","16.0184","33.33121808","46.9965"
"Idaho","Alaska","Truck","0.0046","0.01244769","0.5872"
"Idaho","Arizona","Truck","224.1987","235.00072674","222.7644"
"Idaho","Arkansas","Truck","8.0117","13.77230885","29.0123"
"Idaho","California","Truck","947.744799999999","844.716240840001","1434.4021"
"Idaho","Colorado","Truck","249.7333","211.23117188","230.3748"
"Idaho","Connecticut","Truck","2.2618","5.69620422","29.0176"
"Idaho","Delaware","Truck","0.2639","0.63209318","0.2865"
"Idaho","Washington DC","Truck","0.06","0.14042267","0.0729"
"Idaho","Florida","Truck","104.9448","276.8175094","113.6889"
"Idaho","Georgia","Truck","81.8121000000001","177.78915988","148.5741"
"Idaho","Idaho","Truck","72226.2365","7380.84161026","27220.4382"
"Idaho","Illinois","Truck","245.0333","402.32123951","350.955"
"Idaho","Indiana","Truck","66.4380000000001","118.60845617","84.8015000000001"
"Idaho","Iowa","Truck","43.7917","60.90570825","58.963"
"Idaho","Kansas","Truck","113.6602","148.32062289","81.7857"
"Idaho","Kentucky","Truck","30.1396","57.32418555","34.634"
"Idaho","Louisiana","Truck","23.3088","48.54122911","79.4804000000001"
"Idaho","Maine","Truck","16.2478","45.13050586","34.3035"
"Idaho","Maryland","Truck","32.0829","75.23306924","128.2552"
"Idaho","Massachusetts","Truck","23.7874","62.67080252","72.8878"
"Idaho","Michigan","Truck","48.5835","90.7846849699999","101.8538"
"Idaho","Minnesota","Truck","51.4269","70.92226371","93.6556"
"Idaho","Mississippi","Truck","14.0809","28.16936533","81.197"
"Idaho","Missouri","Truck","219.3702","329.73264401","406.9567"
"Idaho","Montana","Truck","4317.9758","1849.44003812","973.9124"
"Idaho","Nebraska","Truck","37.5752","42.13264113","67.6956"
"Idaho","Nevada","Truck","224.1859","132.68260999","216.4152"
"Idaho","New Hampshire","Truck","2.2246","5.94918236","2.1723"
"Idaho","New Jersey","Truck","129.8235","313.08312658","131.1828"
"Idaho","New Mexico","Truck","120.753","131.57146414","7.9381"
"Idaho","New York","Truck","97.4974000000001","224.4674909","215.9799"
"Idaho","North Carolina","Truck","91.2553","217.44776713","774.3728"
"Idaho","North Dakota","Truck","56.2697","58.60425979","71.3154"
"Idaho","Ohio","Truck","92.3597","180.23348632","176.5084"
"Idaho","Oklahoma","Truck","31.0593","46.61311761","71.2652"
"Idaho","Oregon","Truck","1967.598","1055.98656909","1421.9494"
"Idaho","Pennsylvania","Truck","184.7829","420.49154841","568.0303"
"Idaho","Rhode Island","Truck","0.1295","0.33706889","0.1573"
"Idaho","South Carolina","Truck","39.7365","93.06797534","37.9653"
"Idaho","South Dakota","Truck","28.2973","31.69198088","96.276"
"Idaho","Tennessee","Truck","54.9595","107.11795674","89.748"
"Idaho","Texas","Truck","226.0395","381.36078984","375.7505"
"Idaho","Utah","Truck","1567.6017","584.009849339999","1182.5127"
"Idaho","Vermont","Truck","2.1026","5.51624061","5.124"
"Idaho","Virginia","Truck","36.1592","86.79937524","1196.0393"
"Idaho","Washington","Truck","4165.2779","1865.93588641","1798.2783"
"Idaho","West Virginia","Truck","13.3614","28.42556307","19.4203"
"Idaho","Wisconsin","Truck","213.5314","341.78707681","451.4026"
"Idaho","Wyoming","Truck","291.8321","166.73971076","314.7946"
"Illinois","Alabama","Truck","1013.6871","677.10640487","2851.6694"
"Illinois","Alaska","Truck","10.8534","38.74080503","22.8391"
"Illinois","Arizona","Truck","338.1636","591.398254889999","2556.76850000001"
"Illinois","Arkansas","Truck","1655.8431","970.65883888","2681.4043"
"Illinois","California","Truck","2686.1963","5436.46526143","10074.7431"
"Illinois","Colorado","Truck","552.0205","550.53854925","2626.4456"
"Illinois","Connecticut","Truck","168.8994","156.63270093","807.158499999999"
"Illinois","Delaware","Truck","139.5546","111.79737049","355.4353"
"Illinois","Washington DC","Truck","17.4284","12.67841753","131.6473"
"Illinois","Florida","Truck","1708.0631","2046.84137694","5442.44500000001"
"Illinois","Georgia","Truck","3410.2347","2548.094643","8767.60160000001"
"Illinois","Idaho","Truck","85.1382","140.14134903","349.1702"
"Illinois","Illinois","Truck","485954.6341","36063.06611754","280587.8873"
"Illinois","Indiana","Truck","19783.778","3527.72040782","24756.7001"
"Illinois","Iowa","Truck","7648.457","2374.66397906","11986.9834"
"Illinois","Kansas","Truck","1168.7183","624.6264768","3206.4325"
"Illinois","Kentucky","Truck","5289.5381","1914.7841641","7159.4982"
"Illinois","Louisiana","Truck","951.931999999999","840.54369419","2659.2276"
"Illinois","Maine","Truck","60.55","72.61258539","241.4491"
"Illinois","Maryland","Truck","480.628499999999","363.71129414","1519.2005"
"Illinois","Massachusetts","Truck","503.1034","520.42044284","1645.9802"
"Illinois","Michigan","Truck","6917.82970000001","2051.80517308","15469.5163"
"Illinois","Minnesota","Truck","3718.5548","1681.15541906","9795.93960000001"
"Illinois","Mississippi","Truck","1239.4974","828.35824645","1746.8076"
"Illinois","Missouri","Truck","20218.8019","3584.9559849","15461.5919"
"Illinois","Montana","Truck","86.3361","123.49964004","514.3719"
"Illinois","Nebraska","Truck","1546.0633","802.26200382","2682.2751"
"Illinois","Nevada","Truck","279.2918","504.49514396","1751.0844"
"Illinois","New Hampshire","Truck","79.0351","82.3657365999999","261.7938"
"Illinois","New Jersey","Truck","1153.7368","953.466867490002","3589.37060000001"
"Illinois","New Mexico","Truck","74.0113","93.48499767","262.0623"
"Illinois","New York","Truck","1651.7777","1259.99647525","4991.87570000001"
"Illinois","North Carolina","Truck","2715.9766","2183.53425491","6251.55950000001"
"Illinois","North Dakota","Truck","476.2284","376.83827016","1491.5959"
"Illinois","Ohio","Truck","7333.13360000001","2709.35439123","16249.6222"
"Illinois","Oklahoma","Truck","788.776","567.93105756","1751.7485"
"Illinois","Oregon","Truck","366.0866","776.38285545","1600.1996"
"Illinois","Pennsylvania","Truck","3513.26920000001","2327.54666718","10229.187"
"Illinois","Rhode Island","Truck","185.3793","185.97923081","471.194"
"Illinois","South Carolina","Truck","1313.2369","1089.70284205","1735.3"
"Illinois","South Dakota","Truck","281.2381","188.3033506","1004.526"
"Illinois","Tennessee","Truck","3148.3323","1566.01024398","5846.2927"
"Illinois","Texas","Truck","3455.18040000001","3567.16619475","14877.0371"
"Illinois","Utah","Truck","324.4618","451.25217785","1578.257"
"Illinois","Vermont","Truck","55.2245000000001","52.04013292","115.107"
"Illinois","Virginia","Truck","1193.0966","904.91450396","2278.9765"
"Illinois","Washington","Truck","383.8385","792.16822371","1875.8371"
"Illinois","West Virginia","Truck","299.3265","162.9962778","689.1256"
"Illinois","Wisconsin","Truck","16609.3449","3384.0317838","24865.0187"
"Illinois","Wyoming","Truck","178.2829","204.90096871","390.4784"
"Indiana","Alabama","Truck","1472.8436","857.88698378","3025.0505"
"Indiana","Alaska","Truck","18.0024","67.70486025","39.8695"
"Indiana","Arizona","Truck","197.0297","350.46097021","1046.0344"
"Indiana","Arkansas","Truck","686.1756","424.77307566","1862.1903"
"Indiana","California","Truck","1592.1447","3397.71011969","6138.5645"
"Indiana","Colorado","Truck","472.9793","518.35608566","1867.9427"
"Indiana","Connecticut","Truck","139.0781","115.9685412","526.0743"
"Indiana","Delaware","Truck","113.2563","75.86680274","394.9742"
"Indiana","Washington DC","Truck","4.5953","2.84093312","17.7075"
"Indiana","Florida","Truck","1022.9199","1046.5827631","4338.3143"
"Indiana","Georgia","Truck","1832.3004","1122.16701556","7080.0802"
"Indiana","Idaho","Truck","57.3853","103.51673232","225.1633"
"Indiana","Illinois","Truck","30628.8307","4654.35565144","23197.447"
"Indiana","Indiana","Truck","281994.0637","23017.52078168","136256.9705"
"Indiana","Iowa","Truck","1874.373","777.86947496","2680.0663"
"Indiana","Kansas","Truck","940.564500000001","606.91875433","3090.083"
"Indiana","Kentucky","Truck","16150.1434","3113.70281433","14711.2036"
"Indiana","Louisiana","Truck","281.2257","244.35536144","1004.4726"
"Indiana","Maine","Truck","142.7186","157.03890935","353.2932"
"Indiana","Maryland","Truck","530.7138","334.41535334","1376.3301"
"Indiana","Massachusetts","Truck","310.4803","289.76932808","988.1391"
"Indiana","Michigan","Truck","11526.9678","2917.15624519","16561.3424"
"Indiana","Minnesota","Truck","1455.9793","836.84312151","3745.4265"
"Indiana","Mississippi","Truck","313.2793","211.00344271","854.8963"
"Indiana","Missouri","Truck","2948.928","1197.61054874","7647.01419999999"
"Indiana","Montana","Truck","40.1788","64.68708625","286.8775"
"Indiana","Nebraska","Truck","501.7299","316.09765649","881.4811"
"Indiana","Nevada","Truck","128.0732","244.86243867","569.0206"
"Indiana","New Hampshire","Truck","99.7648","93.34460086","363.8143"
"Indiana","New Jersey","Truck","655.437299999999","475.17147457","1685.9602"
"Indiana","New Mexico","Truck","102.8075","139.2158005","500.5395"
"Indiana","New York","Truck","1341.8501","869.71478087","4777.7931"
"Indiana","North Carolina","Truck","1209.6852","763.407634950001","2845.7956"
"Indiana","North Dakota","Truck","218.6464","190.47289091","286.8987"
"Indiana","Ohio","Truck","15609.5715","3616.64511055","23137.4699"
"Indiana","Oklahoma","Truck","518.8178","398.09305496","1382.4281"
"Indiana","Oregon","Truck","220.1927","500.0300793","800.5172"
"Indiana","Pennsylvania","Truck","2842.8764","1513.62180208","8249.0278"
"Indiana","Rhode Island","Truck","29.9111","27.23195168","131.7527"
"Indiana","South Carolina","Truck","544.6101","349.94620947","2119.4862"
"Indiana","South Dakota","Truck","286.8977","234.62232823","221.1441"
"Indiana","Tennessee","Truck","3693.3102","1447.490419","6935.4905"
"Indiana","Texas","Truck","2808.3469","3000.4676094","11325.0954"
"Indiana","Utah","Truck","241.5939","367.80862955","1641.1101"
"Indiana","Vermont","Truck","20.7877","18.34657451","73.3799"
"Indiana","Virginia","Truck","854.1273","520.63672585","2721.1743"
"Indiana","Washington","Truck","148.0062","328.02846425","686.7405"
"Indiana","West Virginia","Truck","421.9004","168.86501121","1242.8348"
"Indiana","Wisconsin","Truck","4546.5521","1243.1904101","5516.5358"
"Indiana","Wyoming","Truck","28.4405","37.15549148","104.95"
"Iowa","Alabama","Truck","233.031","200.24419775","759.5565"
"Iowa","Alaska","Truck","7.0012","23.67769049","16.9937"
"Iowa","Arizona","Truck","239.0422","378.9623566","670.971"
"Iowa","Arkansas","Truck","325.2503","192.83559498","742.1229"
"Iowa","California","Truck","884.4432","1581.19050063","3391.766"
"Iowa","Colorado","Truck","347.0461","269.11929488","1301.2933"
"Iowa","Connecticut","Truck","32.0763","38.23320181","177.8564"
"Iowa","Delaware","Truck","4.7042","5.072221","31.8539"
"Iowa","Washington DC","Truck","6.2142","6.35613013","53.2602"
"Iowa","Florida","Truck","662.3998","937.537650809999","1261.2984"
"Iowa","Georgia","Truck","796.9237","767.86632623","1940.4982"
"Iowa","Idaho","Truck","177.9797","245.20779285","880.3625"
"Iowa","Illinois","Truck","10893.7809","3411.75344405","10613.5565"
"Iowa","Indiana","Truck","1418.147","644.92817388","2939.3488"
"Iowa","Iowa","Truck","263323.825","25724.92625189","88897.0313"
"Iowa","Kansas","Truck","1280.6939","488.37678935","2469.2237"
"Iowa","Kentucky","Truck","384.9971","242.90698971","647.1439"
"Iowa","Louisiana","Truck","205.4314","197.58912426","405.0486"
"Iowa","Maine","Truck","31.7541","46.2539826","114.9162"
"Iowa","Maryland","Truck","281.0104","288.69362794","524.2011"
"Iowa","Massachusetts","Truck","114.4571","147.01158433","356.6595"
"Iowa","Michigan","Truck","1207.9627","662.30375018","2202.3978"
"Iowa","Minnesota","Truck","19698.5618","5770.74343405","8474.2037"
"Iowa","Mississippi","Truck","140.1849","115.8039757","365.8312"
"Iowa","Missouri","Truck","3373.777","1181.82079114","3977.2012"
"Iowa","Montana","Truck","80.4999","96.73600314","216.7405"
"Iowa","Nebraska","Truck","7436.7771","1998.36994855","5229.1298"
"Iowa","Nevada","Truck","75.8202","119.70450249","222.109"
"Iowa","New Hampshire","Truck","68.4605","88.28419436","226.4347"
"Iowa","New Jersey","Truck","282.9843","313.27738368","908.031899999999"
"Iowa","New Mexico","Truck","156.6908","179.52466676","275.9667"
"Iowa","New York","Truck","397.8092","406.03446828","859.3869"
"Iowa","North Carolina","Truck","311.7615","335.46797131","1227.7184"
"Iowa","North Dakota","Truck","436.0317","260.84875854","566.3824"
"Iowa","Ohio","Truck","1034.6875","644.00212206","3275.5449"
"Iowa","Oklahoma","Truck","468.186","284.65057235","814.7951"
"Iowa","Oregon","Truck","170.8612","320.54155644","462.1415"
"Iowa","Pennsylvania","Truck","719.5558","680.25465913","2118.3489"
"Iowa","Rhode Island","Truck","21.3697","27.32146966","48.4809"
"Iowa","South Carolina","Truck","231.0496","254.56254738","589.0366"
"Iowa","South Dakota","Truck","2540.0115","1049.27518673","1660.3527"
"Iowa","Tennessee","Truck","493.2631","363.22038052","1196.6428"
"Iowa","Texas","Truck","1469.1365","1359.6328598","4602.2825"
"Iowa","Utah","Truck","184.7385","211.1277752","435.6029"
"Iowa","Vermont","Truck","12.3066","15.30744592","41.4065"
"Iowa","Virginia","Truck","351.5863","369.0879264","569.656"
"Iowa","Washington","Truck","222.1871","396.74322161","773.5238"
"Iowa","West Virginia","Truck","9.1413","7.42796747","39.3616"
"Iowa","Wisconsin","Truck","3272.7335","1056.71086815","3596.2793"
"Iowa","Wyoming","Truck","18.7048","16.33727531","61.8265"
"Kansas","Alabama","Truck","381.5984","308.37644265","379.0435"
"Kansas","Alaska","Truck","4.9635","18.12076648","37.5374"
"Kansas","Arizona","Truck","123.9297","140.25444968","413.7343"
"Kansas","Arkansas","Truck","715.4916","302.71362959","1406.4342"
"Kansas","California","Truck","869.992999999999","1360.47057362","2521.2676"
"Kansas","Colorado","Truck","1198.0577","650.23710897","1689.2015"
"Kansas","Connecticut","Truck","86.0753000000001","118.72950039","426.0902"
"Kansas","Delaware","Truck","8.6415","10.98278237","18.6703"
"Kansas","Washington DC","Truck","0.4275","0.51363849","1.2533"
"Kansas","Florida","Truck","269.9117","376.62314013","1005.9208"
"Kansas","Georgia","Truck","551.698","529.92405067","1425.4117"
"Kansas","Idaho","Truck","38.3611","50.99982016","111.5267"
"Kansas","Illinois","Truck","1564.7146","797.41630337","3730.6648"
"Kansas","Indiana","Truck","444.4224","295.02755354","1176.8859"
"Kansas","Iowa","Truck","1347.7116","547.08107003","2863.8323"
"Kansas","Kansas","Truck","168045.0914","14745.51323784","71168.2892"
"Kansas","Kentucky","Truck","433.0371","297.2330247","738.106299999999"
"Kansas","Louisiana","Truck","127.6219","103.3114574","278.3872"
"Kansas","Maine","Truck","18.5957","31.90378738","89.6028"
"Kansas","Maryland","Truck","121.698","140.16902379","377.969599999999"
"Kansas","Massachusetts","Truck","126.6608","203.56106551","465.9143"
"Kansas","Michigan","Truck","301.2302","262.10433808","945.226099999999"
"Kansas","Minnesota","Truck","658.5406","404.6884443","1013.0789"
"Kansas","Mississippi","Truck","166.6856","127.12224445","204.5686"
"Kansas","Missouri","Truck","21610.4041","2172.85552405","16014.329"
"Kansas","Montana","Truck","31.2198","38.9602531","82.6435"
"Kansas","Nebraska","Truck","4354.4469","1163.63626389","4847.6465"
"Kansas","Nevada","Truck","73.3011","95.60270086","145.0376"
"Kansas","New Hampshire","Truck","11.2444","17.9927632","51.1996"
"Kansas","New Jersey","Truck","172.5866","225.46109514","584.2631"
"Kansas","New Mexico","Truck","265.4283","178.33168174","317.792"
"Kansas","New York","Truck","250.7914","326.27538967","558.246"
"Kansas","North Carolina","Truck","454.7148","499.82695703","796.728099999999"
"Kansas","North Dakota","Truck","79.7182","60.58381297","216.876"
"Kansas","Ohio","Truck","663.6055","551.79193971","1443.786"
"Kansas","Oklahoma","Truck","9850.6082","2518.89033864","4417.1033"
"Kansas","Oregon","Truck","86.9086000000001","155.20624451","202.3872"
"Kansas","Pennsylvania","Truck","457.3545","525.13791156","1174.1563"
"Kansas","Rhode Island","Truck","4.3055","6.72172702","5.371"
"Kansas","South Carolina","Truck","73.6719","85.68356272","411.01"
"Kansas","South Dakota","Truck","268.0453","138.03681748","486.895"
"Kansas","Tennessee","Truck","310.6125","223.54173828","849.6465"
"Kansas","Texas","Truck","3878.5572","2205.07950971","6348.4347"
"Kansas","Utah","Truck","98.1873","104.48267631","412.116"
"Kansas","Vermont","Truck","4.8358","7.3629435","11.4352"
"Kansas","Virginia","Truck","260.5072","300.38198784","555.710199999999"
"Kansas","Washington","Truck","279.5525","508.11547538","1106.3704"
"Kansas","West Virginia","Truck","25.8901","24.21153677","45.0989"
"Kansas","Wisconsin","Truck","365.8407","249.86347434","1220.4839"
"Kansas","Wyoming","Truck","49.678","41.01207276","107.4508"
"Kentucky","Alabama","Truck","1321.1066","535.64771169","2241.9051"
"Kentucky","Alaska","Truck","0.9999","3.9016284","9.7667"
"Kentucky","Arizona","Truck","89.0924","159.43804682","387.7123"
"Kentucky","Arkansas","Truck","442.6227","248.5597239","991.3673"
"Kentucky","California","Truck","788.2999","1728.57321193","3479.1105"
"Kentucky","Colorado","Truck","123.0283","144.63993951","436.691"
"Kentucky","Connecticut","Truck","72.9720000000001","62.67532994","199.8719"
"Kentucky","Delaware","Truck","30.6745","20.05435218","42.4998"
"Kentucky","Washington DC","Truck","4.3339","2.58842721","22.4807"
"Kentucky","Florida","Truck","646.2168","564.53446029","2280.1951"
"Kentucky","Georgia","Truck","4010.7734","1684.42724516","4178.2513"
"Kentucky","Idaho","Truck","34.2719","66.6535793","101.5771"
"Kentucky","Illinois","Truck","3034.5121","1126.65051816","9040.19040000001"
"Kentucky","Indiana","Truck","9449.9966","2055.00329285","12683.9167"
"Kentucky","Iowa","Truck","383.7105","233.62082923","1109.7715"
"Kentucky","Kansas","Truck","188.5659","123.07718569","446.8136"
"Kentucky","Kentucky","Truck","204386.6385","17530.81983181","78943.5625"
"Kentucky","Louisiana","Truck","184.0677","136.61078688","618.162"
"Kentucky","Maine","Truck","51.4666","58.59606044","143.3611"
"Kentucky","Maryland","Truck","331.7053","201.70985263","1498.0731"
"Kentucky","Massachusetts","Truck","164.0466","159.00063538","668.4869"
"Kentucky","Michigan","Truck","1482.3154","612.762570099999","4841.3852"
"Kentucky","Minnesota","Truck","337.7175","266.74757861","1003.265"
"Kentucky","Mississippi","Truck","485.6314","259.40000588","1375.0827"
"Kentucky","Missouri","Truck","932.8749","414.14043079","3296.6192"
"Kentucky","Montana","Truck","25.3407","45.35977521","523.2262"
"Kentucky","Nebraska","Truck","102.0696","79.85755782","309.1169"
"Kentucky","Nevada","Truck","17.882","35.46482475","90.9739"
"Kentucky","New Hampshire","Truck","23.2459","22.96155222","84.1821"
"Kentucky","New Jersey","Truck","630.9014","463.34634321","2396.6661"
