"DMS ORIG","DMS DEST","DMS_MODE","Total KTons in 1997","Total Ton-Mile in 1997","Total M$ in 1997"
"Alabama","Oklahoma","Truck","263.5508","187.89347107","591.9283"
"Alabama","Oregon","Truck","58.3446","149.85769537","166.4730"
"Alabama","Pennsylvania","Truck","626.3746","536.39802909","1430.1255"
"Alabama","Rhode Island","Truck","7.9218","9.38457308","33.0560"
"Alabama","South Carolina","Truck","1247.7402","453.80895421","2439.0135"
"Alabama","South Dakota","Truck","25.6923","31.32061187","22.5455"
"Alabama","Tennessee","Truck","18490.2931","4775.86799796","9039.0458"
"Alabama","Texas","Truck","2274.3714","1732.51867250","3902.7627"
"Alabama","Utah","Truck","42.5377","77.04739054","139.8855"
"Alabama","Vermont","Truck","12.2856","15.59126161","6.5772"
"Alabama","Virginia","Truck","542.6855","378.66066670","960.9755"
"Alabama","Washington","Truck","90.4328","231.47561227","361.7671"
"Alabama","West Virginia","Truck","121.4548","77.92662564","234.1017"
"Alabama","Wisconsin","Truck","373.1768","314.72104255","860.4900"
"Alabama","Wyoming","Truck","3.2682","5.22759673","16.0610"
"Alaska","Alabama","Truck","4.5147","18.72797693","1.2240"
"Alaska","Alaska","Truck","13771.7442","4538.56421086","5178.6589"
"Alaska","Arizona","Truck","2.3874","8.72254796","1.7307"
"Alaska","Arkansas","Truck","2.9081","10.81337993","1.0025"
"Alaska","California","Truck","387.1814","1185.11251265","73.1020"
"Alaska","Colorado","Truck","0.6423","2.07625601","1.8955"
"Alaska","Connecticut","Truck","0.2561","1.13147715","0.8321"
"Alaska","Delaware","Truck","0.0762","0.32938717","0.2178"
"Alaska","Washington DC","Truck","0.1766","0.74950539","0.5871"
"Alaska","Florida","Truck","0.7414","3.49588379","1.7804"
"Alaska","Georgia","Truck","0.3570","1.52101023","1.1216"
"Alaska","Idaho","Truck","0.1406","0.38238732","0.4468"
"Alaska","Illinois","Truck","1.7226","6.18404513","3.5713"
"Alaska","Indiana","Truck","0.3271","1.21608175","1.0873"
"Alaska","Iowa","Truck","0.4504","1.52255717","1.2721"
"Alaska","Kansas","Truck","3.3224","11.87296931","2.4700"
"Alaska","Kentucky","Truck","0.1692","0.65905596","0.5625"
"Alaska","Louisiana","Truck","48.2182","200.11634423","8.4511"
"Alaska","Maine","Truck","0.1496","0.69867045","0.2157"
"Alaska","Maryland","Truck","0.2325","0.98683975","0.7964"
"Alaska","Massachusetts","Truck","0.4726","2.14045395","1.5528"
"Alaska","Michigan","Truck","0.5461","2.08577869","1.6411"
"Alaska","Minnesota","Truck","0.2340","0.73101682","0.7817"
"Alaska","Mississippi","Truck","0.2640","1.06694715","0.2553"
"Alaska","Missouri","Truck","0.5608","2.02512212","1.8639"
"Alaska","Montana","Truck","0.1219","0.31413953","0.4052"
"Alaska","Nebraska","Truck","0.2675","0.88879643","0.8339"
"Alaska","Nevada","Truck","154.7133","443.81809822","25.5750"
"Alaska","New Hampshire","Truck","0.0664","0.30165120","0.2206"
"Alaska","New Jersey","Truck","0.5814","2.51621756","2.9531"
"Alaska","New Mexico","Truck","38.4084","129.73701736","6.5395"
"Alaska","New York","Truck","1.6128","6.97149195","5.2648"
"Alaska","North Carolina","Truck","0.2837","1.22643196","0.9374"
"Alaska","North Dakota","Truck","0.0713","0.20398495","0.2369"
"Alaska","Ohio","Truck","0.9348","3.62963616","2.6152"
"Alaska","Oklahoma","Truck","0.3494","1.33609952","0.5879"
"Alaska","Oregon","Truck","7.2482","18.99012767","8.8193"
"Alaska","Pennsylvania","Truck","1.4378","6.03169999","2.5779"
"Alaska","Rhode Island","Truck","0.1379","0.63289591","0.1919"
"Alaska","South Carolina","Truck","0.0825","0.35785408","0.2740"
"Alaska","South Dakota","Truck","0.0905","0.27728871","0.3007"
"Alaska","Tennessee","Truck","0.3127","1.25579739","1.0394"
"Alaska","Texas","Truck","75.1381","294.38928800","32.1690"
"Alaska","Utah","Truck","0.1502","0.44709117","0.4992"
"Alaska","Vermont","Truck","0.0958","0.43084108","0.1706"
"Alaska","Virginia","Truck","0.3447","1.47405454","1.1387"
"Alaska","Washington","Truck","211.9523","478.29262695","63.5037"
"Alaska","West Virginia","Truck","0.0579","0.23497386","0.1924"
"Alaska","Wisconsin","Truck","0.5964","2.04100073","1.6758"
"Alaska","Wyoming","Truck","0.4072","1.21247947","0.1741"
"Arizona","Alabama","Truck","21.0416","35.79155760","93.1360"
"Arizona","Alaska","Truck","1.1016","3.98702310","9.3873"
"Arizona","Arizona","Truck","132875.1364","11173.75259028","70284.0546"
"Arizona","Arkansas","Truck","6.9901","9.19380283","193.5608"
"Arizona","California","Truck","3179.1975","1560.19835495","8694.1777"
"Arizona","Colorado","Truck","174.4534","143.26083078","332.4695"
"Arizona","Connecticut","Truck","5.3143","13.57911618","299.1306"
"Arizona","Delaware","Truck","1.0403","2.47411723","13.7067"
"Arizona","Washington DC","Truck","73.2209","170.30557737","43.8811"
"Arizona","Florida","Truck","39.6975","83.68994338","1566.4488"
"Arizona","Georgia","Truck","381.1411","700.78016364","989.8534"
"Arizona","Idaho","Truck","7.6802","7.76703246","419.0682"
"Arizona","Illinois","Truck","101.3274","167.37920611","497.0531"
"Arizona","Indiana","Truck","12.7109","22.83591574","826.2636"
"Arizona","Iowa","Truck","45.6494","72.90586476","188.6538"
"Arizona","Kansas","Truck","18.1316","20.94461686","454.0108"
"Arizona","Kentucky","Truck","380.1094","668.66818956","692.5327"
"Arizona","Louisiana","Truck","14.6301","21.44126096","94.1816"
"Arizona","Maine","Truck","0.9166","2.60046525","86.8330"
"Arizona","Maryland","Truck","7.8672","18.26100839","307.7284"
"Arizona","Massachusetts","Truck","9.6345","25.78844551","71.2512"
"Arizona","Michigan","Truck","113.2094","221.26697277","567.1565"
"Arizona","Minnesota","Truck","22.8312","40.85825074","138.9964"
"Arizona","Mississippi","Truck","167.3115","246.28754716","314.9600"
"Arizona","Missouri","Truck","86.5700","119.84816906","461.9895"
"Arizona","Montana","Truck","42.1445","52.45483255","23.2831"
"Arizona","Nebraska","Truck","6.4780","8.62102925","90.3891"
"Arizona","Nevada","Truck","2155.3201","717.97369194","2827.4968"
"Arizona","New Hampshire","Truck","1.2175","3.26114327","4.1021"
"Arizona","New Jersey","Truck","28.9939","70.46573768","161.1391"
"Arizona","New Mexico","Truck","716.7655","328.78715553","1508.1277"
"Arizona","New York","Truck","35.8302","87.53337159","428.8712"
"Arizona","North Carolina","Truck","68.1165","146.25912621","399.3170"
"Arizona","North Dakota","Truck","1.3472","2.23273392","2.1700"
"Arizona","Ohio","Truck","59.3653","116.08869443","543.2333"
"Arizona","Oklahoma","Truck","32.2050","33.18220266","103.6247"
"Arizona","Oregon","Truck","60.6462","79.24171088","138.2972"
"Arizona","Pennsylvania","Truck","29.9397","67.63923686","842.6086"
"Arizona","Rhode Island","Truck","0.7490","1.97135519","16.7820"
"Arizona","South Carolina","Truck","113.5564","225.39099493","333.4106"
"Arizona","South Dakota","Truck","2.2603","3.22727023","54.2372"
"Arizona","Tennessee","Truck","55.9792","92.93093226","766.2922"
"Arizona","Texas","Truck","1115.8414","1131.66491344","3267.0903"
"Arizona","Utah","Truck","379.4037","244.94392983","1281.4512"
"Arizona","Vermont","Truck","2.0577","5.38914465","3.9911"
"Arizona","Virginia","Truck","35.0139","78.04819403","307.9356"
"Arizona","Washington","Truck","78.9331","117.92312396","326.2055"
"Arizona","West Virginia","Truck","3.0867","6.32847643","103.1153"
"Arizona","Wisconsin","Truck","62.8278","117.52415994","1017.4558"
"Arizona","Wyoming","Truck","19.5755","18.87463430","7.2664"
"Arkansas","Alabama","Truck","1051.6240","462.04183995","743.4002"
"Arkansas","Alaska","Truck","2.1340","8.27756393","1.5122"
"Arkansas","Arizona","Truck","149.9988","194.73555652","542.7137"
"Arkansas","Arkansas","Truck","114232.4013","10841.60585411","44108.1668"
"Arkansas","California","Truck","836.2512","1528.32044550","2317.7320"
"Arkansas","Colorado","Truck","270.6170","260.19357678","518.1808"
"Arkansas","Connecticut","Truck","56.4303","77.31667084","315.6224"
"Arkansas","Delaware","Truck","28.7156","33.58150060","78.6608"
"Arkansas","Washington DC","Truck","214.1008","224.53709555","244.6957"
"Arkansas","Florida","Truck","641.8642","627.29853520","821.4656"
"Arkansas","Georgia","Truck","889.3702","556.31775273","1497.2297"
"Arkansas","Idaho","Truck","31.7341","55.57111377","47.5408"
"Arkansas","Illinois","Truck","1391.6762","717.87128834","2828.0515"
"Arkansas","Indiana","Truck","741.5037","458.76822149","1348.6441"
"Arkansas","Iowa","Truck","690.4416","416.01727202","718.1536"
"Arkansas","Kansas","Truck","978.7717","404.80679568","1181.8929"
"Arkansas","Kentucky","Truck","640.9970","352.45906912","1113.2390"
"Arkansas","Louisiana","Truck","6032.9737","2375.31638759","2972.8714"
"Arkansas","Maine","Truck","3.9096","6.41763277","126.4627"
"Arkansas","Maryland","Truck","131.6537","142.90737730","361.2179"
"Arkansas","Massachusetts","Truck","79.2578","117.26050257","358.7535"
"Arkansas","Michigan","Truck","391.6975","328.78024138","917.5686"
"Arkansas","Minnesota","Truck","392.9688","331.10649902","607.5176"
"Arkansas","Mississippi","Truck","3829.6778","1194.70281680","3082.5699"
"Arkansas","Missouri","Truck","5134.6134","1675.05027757","5860.2058"
"Arkansas","Montana","Truck","178.9382","302.73425902","130.0143"
"Arkansas","Nebraska","Truck","352.6539","221.39928031","347.7477"
"Arkansas","Nevada","Truck","37.1674","61.86331804","193.9656"
"Arkansas","New Hampshire","Truck","18.3876","27.66990853","53.0240"
"Arkansas","New Jersey","Truck","228.5172","280.86746728","669.4295"
"Arkansas","New Mexico","Truck","54.7562","49.06254904","99.2804"
"Arkansas","New York","Truck","247.1545","301.45403442","789.4097"
"Arkansas","North Carolina","Truck","489.2275","422.98778933","1194.8261"
"Arkansas","North Dakota","Truck","10.3160","11.42345662","26.6787"
"Arkansas","Ohio","Truck","850.9229","640.24750115","1947.6828"
"Arkansas","Oklahoma","Truck","6837.5459","2189.67696724","3220.5195"
"Arkansas","Oregon","Truck","154.0046","342.21646886","332.6141"
"Arkansas","Pennsylvania","Truck","566.5959","607.49752113","1331.0889"
"Arkansas","Rhode Island","Truck","603.7161","892.73094283","11.2252"
"Arkansas","South Carolina","Truck","186.3286","141.18050945","462.7393"
"Arkansas","South Dakota","Truck","27.2957","23.70366552","43.2250"
"Arkansas","Tennessee","Truck","4140.2279","1353.07235717","5157.7750"
"Arkansas","Texas","Truck","10976.0476","5288.29679824","7042.6267"
"Arkansas","Utah","Truck","110.6951","159.91755501","342.0611"
"Arkansas","Vermont","Truck","3.3919","4.87055250","24.6871"
"Arkansas","Virginia","Truck","283.8578","286.09182107","645.3213"
"Arkansas","Washington","Truck","83.0183","181.96690273","249.4512"
"Arkansas","West Virginia","Truck","38.4075","31.66199919","78.7720"
"Arkansas","Wisconsin","Truck","283.0832","222.18011136","552.9318"
"Arkansas","Wyoming","Truck","24.9544","30.84476414","57.7467"
"California","Alabama","Truck","277.7771","570.96656888","1340.9637"
"California","Alaska","Truck","47.3531","161.48385028","443.4828"
"California","Arizona","Truck","6427.4342","2891.44927429","18125.8792"
"California","Arkansas","Truck","359.9596","611.17494337","3611.1430"
"California","California","Truck","949799.0551","87616.71478270","718285.2593"
"California","Colorado","Truck","1258.9703","1382.41437809","5406.5344"
"California","Connecticut","Truck","125.5577","366.01729106","1226.6651"
"California","Delaware","Truck","38.8618","105.62299612","487.7654"
"California","Washington DC","Truck","14.9323","40.36669024","312.8401"
"California","Florida","Truck","865.5339","2282.03417007","7507.6468"
"California","Georgia","Truck","648.0152","1492.07804694","7053.2928"
"California","Idaho","Truck","489.3212","394.84335788","1672.4496"
"California","Illinois","Truck","1629.6107","3345.91322762","7457.5552"
"California","Indiana","Truck","394.1559","846.79930040","3025.9671"
"California","Iowa","Truck","185.8657","339.92642412","969.7788"
"California","Kansas","Truck","274.7545","426.00233174","2871.7633"
"California","Kentucky","Truck","199.0132","442.58861034","5270.7345"
"California","Louisiana","Truck","271.0170","530.41226669","1439.5467"
"California","Maine","Truck","31.6173","101.07492623","157.8499"
"California","Maryland","Truck","245.5600","670.17299672","2512.1843"
"California","Massachusetts","Truck","699.0855","2127.55226693","4426.0227"
"California","Michigan","Truck","366.0271","838.32414491","2533.4172"
"California","Minnesota","Truck","482.8234","944.38137418","3525.8071"
"California","Mississippi","Truck","237.2805","485.21058033","1361.1674"
"California","Missouri","Truck","455.2354","828.58746039","2854.2593"
"California","Montana","Truck","168.1310","200.53428512","335.1274"
"California","Nebraska","Truck","199.9162","309.56979817","742.9193"
"California","Nevada","Truck","9232.7182","2826.21364838","20710.3675"
"California","New Hampshire","Truck","137.1573","412.93567846","759.7026"
"California","New Jersey","Truck","1284.3221","3624.86337406","9645.4965"
"California","New Mexico","Truck","433.1838","390.86461142","1894.2366"
"California","New York","Truck","746.3972","2107.66543451","7309.0959"
"California","North Carolina","Truck","498.8204","1279.91495965","2721.1720"
"California","North Dakota","Truck","217.7088","379.85433029","275.7004"
"California","Ohio","Truck","946.9009","2198.46827899","4934.3490"
"California","Oklahoma","Truck","736.6488","1075.03887181","1634.8821"
"California","Oregon","Truck","6706.5899","4366.37671371","13004.4306"
"California","Pennsylvania","Truck","712.6692","1913.30918417","6793.1270"
"California","Rhode Island","Truck","30.4298","91.97155771","309.2386"
"California","South Carolina","Truck","113.6829","282.57147753","1509.8222"
"California","South Dakota","Truck","31.2336","51.04102073","343.1316"
"California","Tennessee","Truck","479.2507","1013.20626633","3083.1484"
"California","Texas","Truck","3362.6812","5088.00240874","16268.9870"
"California","Utah","Truck","1496.4117","1038.59906631","5156.9891"
"California","Vermont","Truck","35.6680","107.53362400","133.9460"
"California","Virginia","Truck","243.4255","652.13643858","3390.7951"
"California","Washington","Truck","2579.2965","2579.52525636","6710.6256"
"California","West Virginia","Truck","23.2221","57.83485398","151.9070"
"California","Wisconsin","Truck","594.1621","1247.49745197","3777.8114"
"California","Wyoming","Truck","24.6807","26.47321080","150.5208"
"Colorado","Alabama","Truck","36.6643","49.55329216","146.2202"
"Colorado","Alaska","Truck","0.3758","1.20067644","1.1234"
"Colorado","Arizona","Truck","396.4967","318.59473757","838.1740"
"Colorado","Arkansas","Truck","118.3627","112.66404980","116.7198"
"Colorado","California","Truck","641.0631","709.01924189","3843.8985"
"Colorado","Colorado","Truck","122622.4122","10221.80414256","71609.4758"
"Colorado","Connecticut","Truck","17.4582","33.42171479","27.7322"
"Colorado","Delaware","Truck","1.2906","2.24378680","9.4514"
"Colorado","Washington DC","Truck","1.8180","3.08051452","27.4312"
"Colorado","Florida","Truck","114.4786","218.78757967","641.4260"
"Colorado","Georgia","Truck","125.8078","185.45244268","646.4766"
"Colorado","Idaho","Truck","261.8335","215.81839010","473.6909"
"Colorado","Illinois","Truck","275.8871","272.15249245","1845.3488"
"Colorado","Indiana","Truck","82.2434","91.24096264","253.2736"
"Colorado","Iowa","Truck","178.1428","140.42664004","592.6154"
"Colorado","Kansas","Truck","891.2589","493.48674430","1139.6720"
"Colorado","Kentucky","Truck","418.3964","541.56631115","208.9536"
"Colorado","Louisiana","Truck","28.7114","36.42583937","272.5358"
"Colorado","Maine","Truck","1.4886","3.26764776","12.0915"
"Colorado","Maryland","Truck","30.3803","51.18576359","205.1507"
"Colorado","Massachusetts","Truck","91.4977","182.47728989","433.0491"
"Colorado","Michigan","Truck","3817.6673","4665.63276048","994.7946"
"Colorado","Minnesota","Truck","91.6686","87.58565975","392.2010"
"Colorado","Mississippi","Truck","21.8125","27.17318141","56.2657"
"Colorado","Missouri","Truck","1099.0958","816.95736749","707.9976"
"Colorado","Montana","Truck","242.1059","190.20809661","534.6035"
"Colorado","Nebraska","Truck","1032.7304","548.82221360","1009.7933"
"Colorado","Nevada","Truck","71.8086","59.42781748","469.7888"
"Colorado","New Hampshire","Truck","13.0854","26.28161890","14.5127"
"Colorado","New Jersey","Truck","125.3179","223.66518423","277.2664"
"Colorado","New Mexico","Truck","1063.2065","472.70833869","1187.0513"
"Colorado","New York","Truck","105.2052","183.49423945","2707.5011"
"Colorado","North Carolina","Truck","100.8516","165.84802538","414.0486"
"Colorado","North Dakota","Truck","72.3909","63.89943088","14.7613"
"Colorado","Ohio","Truck","155.7665","201.99868381","901.7124"
"Colorado","Oklahoma","Truck","232.7540","162.79937515","352.6265"
"Colorado","Oregon","Truck","271.6975","345.84656871","316.6304"
"Colorado","Pennsylvania","Truck","74.3885","122.02580143","312.4979"
"Colorado","Rhode Island","Truck","372.2777","756.24773788","26.3338"
"Colorado","South Carolina","Truck","138.0173","221.44900953","96.7083"
"Colorado","South Dakota","Truck","130.0808","83.97452237","245.0498"
"Colorado","Tennessee","Truck","91.9022","112.03594528","314.2389"
"Colorado","Texas","Truck","1017.2611","895.63190606","2613.3977"
"Colorado","Utah","Truck","1135.9641","587.14012326","1448.4062"
"Colorado","Vermont","Truck","22.1338","44.44069953","13.0109"
"Colorado","Virginia","Truck","142.3546","232.46708261","459.0155"
"Colorado","Washington","Truck","114.9770","148.53787558","490.6588"
"Colorado","West Virginia","Truck","1.0266","1.47437601","26.7873"
"Colorado","Wisconsin","Truck","67.4094","75.07227903","261.2835"
"Colorado","Wyoming","Truck","1876.8254","634.37128558","1591.2773"
"Connecticut","Alabama","Truck","110.5687","122.47241650","253.0610"
"Connecticut","Alaska","Truck","0.3686","1.63732321","1.0286"
"Connecticut","Arizona","Truck","9.3928","24.09202355","761.9678"
"Connecticut","Arkansas","Truck","57.3591","78.26296260","113.0242"
"Connecticut","California","Truck","473.5268","1395.88009349","2437.5703"
"Connecticut","Colorado","Truck","16.9458","32.33918383","198.8442"
"Connecticut","Connecticut","Truck","42855.9446","1738.13027407","30283.1227"
"Connecticut","Delaware","Truck","113.1222","25.98618856","147.3515"
"Connecticut","Washington DC","Truck","10.5795","3.23127351","211.7316"
"Connecticut","Florida","Truck","181.6434","221.54081938","1038.9265"
"Connecticut","Georgia","Truck","212.2102","210.08935155","1224.5041"
"Connecticut","Idaho","Truck","2.8629","7.25095722","144.4297"
"Connecticut","Illinois","Truck","691.8479","685.52042958","3086.1271"
"Connecticut","Indiana","Truck","165.6026","138.11896914","732.9239"
"Connecticut","Iowa","Truck","121.2787","143.56975780","674.6089"
"Connecticut","Kansas","Truck","4.5965","6.46489810","55.2782"
"Connecticut","Kentucky","Truck","214.3165","183.40173542","499.5688"
"Connecticut","Louisiana","Truck","7.2450","10.53940010","165.4699"
"Connecticut","Maine","Truck","276.0447","78.64216370","575.3221"
"Connecticut","Maryland","Truck","365.9515","115.80710836","619.6505"
"Connecticut","Massachusetts","Truck","4532.9045","490.89023478","6899.6481"
"Connecticut","Michigan","Truck","90.4501","74.20930542","1010.6669"
"Connecticut","Minnesota","Truck","24.8795","33.23233943","373.3473"
"Connecticut","Mississippi","Truck","33.6591","43.17011213","256.5637"
"Connecticut","Missouri","Truck","61.2837","74.49061868","640.0119"
"Connecticut","Montana","Truck","0.1187","0.27396787","3.0938"
"Connecticut","Nebraska","Truck","7.5085","10.49954074","74.2988"
"Connecticut","Nevada","Truck","4.0054","10.81257440","163.4949"
"Connecticut","New Hampshire","Truck","465.6845","74.05934153","842.7874"
"Connecticut","New Jersey","Truck","3305.4743","517.47810495","5588.5411"
"Connecticut","New Mexico","Truck","1.9526","4.16572021","26.6198"
"Connecticut","New York","Truck","7913.8818","1285.06867966","15822.4229"
"Connecticut","North Carolina","Truck","422.9137","285.00922957","1439.1689"
"Connecticut","North Dakota","Truck","0.2641","0.43921140","71.9637"
"Connecticut","Ohio","Truck","660.3161","431.21293689","2313.8476"
"Connecticut","Oklahoma","Truck","206.0917","316.53999531","547.7299"
"Connecticut","Oregon","Truck","9.4307","28.49836138","76.3597"
"Connecticut","Pennsylvania","Truck","2788.3290","799.68075527","4141.7689"
"Connecticut","Rhode Island","Truck","829.2081","73.42449226","1058.3995"
"Connecticut","South Carolina","Truck","158.3273","132.10917668","290.8949"
"Connecticut","South Dakota","Truck","5.9426","9.29794058","14.3328"
"Connecticut","Tennessee","Truck","228.6962","234.42072072","646.1044"
"Connecticut","Texas","Truck","701.1144","1264.41077868","1189.8828"
"Connecticut","Utah","Truck","8.0961","18.56017547","112.2950"
"Connecticut","Vermont","Truck","206.0199","45.75405007","387.9185"
"Connecticut","Virginia","Truck","243.1167","109.00506687","1681.4387"
"Connecticut","Washington","Truck","58.8406","172.10911195","24.9559"
"Connecticut","West Virginia","Truck","8.3957","4.92828200","53.0273"
"Connecticut","Wisconsin","Truck","69.4942","72.47540946","628.5793"
"Connecticut","Wyoming","Truck","10.1440","20.58662373","2.0046"
"Delaware","Alabama","Truck","50.2148","44.26932729","121.5975"
"Delaware","Alaska","Truck","0.7672","3.30854606","0.5290"
"Delaware","Arizona","Truck","389.5304","924.34718315","397.4433"
"Delaware","Arkansas","Truck","103.1858","117.90313341","4.5318"
"Delaware","California","Truck","176.7684","494.36855398","606.8028"
"Delaware","Colorado","Truck","1.8202","3.18150232","10.8941"
"Delaware","Connecticut","Truck","136.8933","31.91780654","365.0548"
"Delaware","Delaware","Truck","10365.9715","345.06822020","4686.9890"
"Delaware","Washington DC","Truck","1164.3858","120.47118472","246.0075"
"Delaware","Florida","Truck","54.1210","53.18314701","96.6724"
"Delaware","Georgia","Truck","256.0633","189.16990520","1038.9539"
"Delaware","Idaho","Truck","2.1739","5.22280530","42.9780"
"Delaware","Illinois","Truck","82.5171","68.03688098","220.7968"
"Delaware","Indiana","Truck","22.8589","15.40381747","222.2469"
"Delaware","Iowa","Truck","7.8671","8.32994283","19.4113"
"Delaware","Kansas","Truck","269.1883","328.85130944","279.7298"
"Delaware","Kentucky","Truck","30.0208","19.81086712","80.3145"
"Delaware","Louisiana","Truck","4.1652","5.14873706","10.1933"
"Delaware","Maine","Truck","24.8645","13.09795089","93.0778"
"Delaware","Maryland","Truck","3083.3723","316.20437769","1511.8696"
"Delaware","Massachusetts","Truck","142.5364","49.89407651","633.9656"
"Delaware","Michigan","Truck","47.6035","32.83597166","83.4846"
"Delaware","Minnesota","Truck","739.1738","894.37579681","431.6502"
"Delaware","Mississippi","Truck","9.2134","9.79959090","20.2539"
"Delaware","Missouri","Truck","111.2279","113.95920607","136.9724"
"Delaware","Montana","Truck","1.8135","3.95357010","0.6143"
"Delaware","Nebraska","Truck","12.8774","16.40512279","3.7795"
"Delaware","Nevada","Truck","46.2024","118.06201626","113.7670"
"Delaware","New Hampshire","Truck","29.7716","11.42873380","75.6124"
"Delaware","New Jersey","Truck","2614.3558","241.50928531","2784.3336"
"Delaware","New Mexico","Truck","41.3264","80.59796746","6.7847"
"Delaware","New York","Truck","794.4595","178.11401363","1629.1052"
"Delaware","North Carolina","Truck","316.3977","136.09853846","790.1968"
"Delaware","North Dakota","Truck","0.7711","1.18428039","1.2327"
"Delaware","Ohio","Truck","143.5688","69.34828167","1224.6935"
"Delaware","Oklahoma","Truck","0.6500","0.88029278","2.2336"
"Delaware","Oregon","Truck","7.2417","20.97703543","20.2514"
"Delaware","Pennsylvania","Truck","5491.0256","808.59315817","3535.7947"
"Delaware","Rhode Island","Truck","16.2393","5.21563835","44.2108"
"Delaware","South Carolina","Truck","79.4157","46.09471105","164.5413"
"Delaware","South Dakota","Truck","0.8560","1.22434716","0.5858"
"Delaware","Tennessee","Truck","22.2343","17.87026071","186.7188"
"Delaware","Texas","Truck","56.3977","89.27741966","170.4154"
"Delaware","Utah","Truck","326.0094","705.59923403","44.3941"
"Delaware","Vermont","Truck","103.0536","46.35961287","3.0386"
"Delaware","Virginia","Truck","810.0185","177.73611759","688.1108"
"Delaware","Washington","Truck","1.5689","4.44090418","3.2701"
"Delaware","West Virginia","Truck","56.0136","21.64879262","13.0622"
"Delaware","Wisconsin","Truck","89.8746","81.33393048","304.0752"
"Delaware","Wyoming","Truck","1.9509","3.69406870","1.9798"
"Washington DC","Alabama","Truck","0.0213","0.01627056","0.5166"
"Washington DC","Alaska","Truck","0.1660","0.70730833","0.2231"
"Washington DC","Arizona","Truck","0.1803","0.41576768","24.2453"
"Washington DC","Arkansas","Truck","0.1908","0.20058991","0.2401"
"Washington DC","California","Truck","0.5161","1.41238311","0.5162"
"Washington DC","Colorado","Truck","0.4290","0.72425635","0.1272"
"Washington DC","Connecticut","Truck","1.1028","0.33698556","0.8932"
"Washington DC","Delaware","Truck","4.5600","0.47187549","2.3106"
"Washington DC","Washington DC","Truck","1959.1986","8.42455398","1461.1441"
"Washington DC","Florida","Truck","0.4239","0.38024068","0.3952"
"Washington DC","Georgia","Truck","28.0579","17.87442504","3.7543"
"Washington DC","Idaho","Truck","0.1711","0.40247723","0.2454"
"Washington DC","Illinois","Truck","0.5760","0.44313302","0.9998"
"Washington DC","Indiana","Truck","0.8584","0.52847534","0.6812"
"Washington DC","Iowa","Truck","0.3725","0.37330934","2.9889"
"Washington DC","Kansas","Truck","0.1711","0.19776454","0.9840"
"Washington DC","Kentucky","Truck","0.2520","0.14975503","0.8544"
"Washington DC","Louisiana","Truck","0.2295","0.25574150","0.2858"
"Washington DC","Maine","Truck","0.1530","0.09237339","1.7059"
"Washington DC","Maryland","Truck","1412.0955","47.74990678","1625.9330"
"Washington DC","Massachusetts","Truck","0.2567","0.10985931","0.3915"
"Washington DC","Michigan","Truck","0.2314","0.15058238","0.2671"
