"DMS ORIG","DMS DEST","SCTG2","DMS_MODE","Total KTons in 1997","Total Ton-Mile in 1997","Total M$ in 1997"
"Arizona","Montana","Machinery","Truck","4.9070","5.77153169","0.1251"
"Arizona","Nebraska","Nonmetal min. prods.","Truck","0.0250","0.03454632","0.2335"
"Arizona","Nebraska","Machinery","Truck","0.8360","1.10286870","0.0993"
"Arizona","Nevada","Wood prods.","Truck","70.1063","22.13767473","22.5625"
"Arizona","Nevada","Nonmetal min. prods.","Truck","126.5674","39.05771431","32.0246"
"Arizona","Nevada","Machinery","Truck","152.2157","45.16017170","623.8005"
"Arizona","New Hampshire","Machinery","Truck","0.0960","0.25797416","0.3173"
"Arizona","New Jersey","Nonmetal min. prods.","Truck","0.6450","1.56757827","2.9967"
"Arizona","New Jersey","Machinery","Truck","2.7870","6.78027834","0.3213"
"Arizona","New Mexico","Wood prods.","Truck","49.7558","23.01423964","30.6134"
"Arizona","New Mexico","Nonmetal min. prods.","Truck","131.8307","60.26936408","24.6736"
"Arizona","New Mexico","Machinery","Truck","17.4764","7.80948615","62.6083"
"Arizona","New York","Nonmetal min. prods.","Truck","0.3590","0.88297266","0.0142"
"Arizona","New York","Machinery","Truck","0.6250","1.53264015","0.1251"
"Arizona","North Carolina","Wood prods.","Truck","0.3580","0.76960277","0.9340"
"Arizona","North Carolina","Nonmetal min. prods.","Truck","0.2880","0.61870741","2.4742"
"Arizona","North Carolina","Machinery","Truck","3.4640","7.42551768","0.4386"
"Arizona","North Dakota","Machinery","Truck","0.3190","0.52836917","0.0168"
"Arizona","Ohio","Nonmetal min. prods.","Truck","0.3460","0.67317589","1.3494"
"Arizona","Ohio","Machinery","Truck","19.8430","39.40877170","3.3178"
"Arizona","Oklahoma","Wood prods.","Truck","0.3420","0.35179901","0.4140"
"Arizona","Oklahoma","Nonmetal min. prods.","Truck","0.2180","0.22598718","1.7144"
"Arizona","Oklahoma","Machinery","Truck","3.5780","3.68574203","0.3960"
"Arizona","Oregon","Wood prods.","Truck","7.9580","10.19571961","7.5852"
"Arizona","Oregon","Nonmetal min. prods.","Truck","0.2360","0.30349147","1.9273"
"Arizona","Oregon","Machinery","Truck","0.3830","0.48990093","12.1518"
"Arizona","Pennsylvania","Nonmetal min. prods.","Truck","3.2650","7.38473267","24.0030"
"Arizona","Pennsylvania","Machinery","Truck","1.2200","2.68432898","0.1445"
"Arizona","South Carolina","Nonmetal min. prods.","Truck","0.3610","0.73841288","2.3478"
"Arizona","South Carolina","Machinery","Truck","0.4140","0.84223805","0.0413"
"Arizona","South Dakota","Machinery","Truck","0.0560","0.07969847","0.0065"
"Arizona","Tennessee","Wood prods.","Truck","0.2060","0.33963161","0.0078"
"Arizona","Tennessee","Nonmetal min. prods.","Truck","0.2510","0.41340746","2.0885"
"Arizona","Tennessee","Machinery","Truck","3.3810","5.68178619","0.3986"
"Arizona","Texas","Wood prods.","Truck","0.4078","0.42481938","4.3289"
