"DMS ORIG","DMS DEST","DMS_MODE","Total KTons in 2012","Total Ton-Mile in 2012","Total M$ in 2012","Total Current M$ in 2012" 
"Missouri","Oregon","Truck","172.0075","342.04856477","705.4961","707.9288"
"Missouri","Pennsylvania","Truck","1556.9204","1418.28158889","3739.9018","3756.5682"
"Missouri","Rhode Island","Truck","6.7728","8.69700787","24.2374","24.4858"
"Missouri","South Carolina","Truck","299.0445","260.25500259","1074.3193","1081.8373"
"Missouri","South Dakota","Truck","131.2437","71.00897441","391.4806","392.4033"
"Missouri","Tennessee","Truck","2365.7798","1033.76512643","3700.8511","3707.6449"
"Missouri","Texas","Truck","2899.707","1925.67568443","6005.316","6026.0718"
"Missouri","Utah","Truck","387.3795","496.90677636","718.7799","721.7534"
"Missouri","Vermont","Truck","7.0938","9.1431697","40.4389","40.7123"
"Missouri","Virginia","Truck","356.7308","329.45146369","1052.5464","1057.505"
"Missouri","Washington","Truck","204.4881","399.76498868","589.0509","591.4628"
"Missouri","West Virginia","Truck","90.9608000000001","59.79480925","255.8029","256.774"
"Missouri","Wisconsin","Truck","1127.1236","564.86231011","1602.5393","1606.0426"
"Missouri","Wyoming","Truck","67.2836000000001","70.66218145","119.2433","119.3791"
"Montana","Alabama","Truck","8.152","16.94500686","45.5643000000001","45.7097000000001"
"Montana","Alaska","Truck","1.1108","2.8207309","11.3073","11.3663"
"Montana","Arizona","Truck","69.0508000000001","83.22948141","105.0154","105.2514"
"Montana","Arkansas","Truck","16.522","27.10720729","5.3167","5.3452"
"Montana","California","Truck","709.0682","855.46043314","598.667","599.1486"
"Montana","Colorado","Truck","111.6723","83.8611802","86.7127","86.9753"
"Montana","Connecticut","Truck","0.0284","0.06586154","0.0229","0.0229"
"Montana","Delaware","Truck","0.249","0.54353176","0.3039","0.3057"
"Montana","Washington DC","Truck","0.2045","0.44454214","0.1403","0.1412"
"Montana","Florida","Truck","19.4144","48.84302788","29.3905","29.5225"
"Montana","Georgia","Truck","22.0237","45.97184741","36.1606000000001","36.3824000000001"
"Montana","Idaho","Truck","10394.838","4906.37100004","2288.1575","2287.712"
"Montana","Illinois","Truck","76.8044","108.17903931","42.7103","42.8803"
"Montana","Indiana","Truck","42.2717","65.66020444","29.1995","29.2287"
"Montana","Iowa","Truck","107.4067","134.21875939","261.1804","256.5745"
"Montana","Kansas","Truck","47.1243","60.83442169","18.5386","18.5917"
"Montana","Kentucky","Truck","10.566","18.54046728","13.4097","13.3218"
"Montana","Louisiana","Truck","10.6534","20.85593209","5.5077","5.527"
"Montana","Maine","Truck","0.4212","1.0855185","0.3957","0.3984"
"Montana","Maryland","Truck","5.4763","11.51922401","7.2881","7.316"
"Montana","Massachusetts","Truck","2.0273","4.90443838","2.1899","2.2"
"Montana","Michigan","Truck","28.9229","47.06466641","22.6469","22.698"
"Montana","Minnesota","Truck","239.2413","234.85514848","55.5442","55.6249"
"Montana","Mississippi","Truck","4.249","8.32243426","11.4019","11.4325"
"Montana","Missouri","Truck","57.1159","78.88565557","30.51","30.6055"
"Montana","Montana","Truck","35916.89","4526.28232506","16155.7818","16172.6066"
"Montana","Nebraska","Truck","71.4421","76.57348665","29.5859","29.6815"
"Montana","Nevada","Truck","58.6294","56.14208455","47.4235","47.5372"
"Montana","New Hampshire","Truck","0.7581","1.80623305","2.3672","2.3594"
"Montana","New Jersey","Truck","8.0138","17.52069333","15.0983","15.1402"
"Montana","New Mexico","Truck","6.2816","7.01082693","17.6065","17.5982"
"Montana","New York","Truck","14.0448","29.84964754","31.5902","31.7021"
"Montana","North Carolina","Truck","12.947","28.29895478","21.7942","21.8746"
"Montana","North Dakota","Truck","697.2702","444.2302437","232.4949","233.3002"
"Montana","Ohio","Truck","47.6334000000001","82.25371179","49.7649","49.8976"
"Montana","Oklahoma","Truck","4.4712","6.40414979","6.8733","6.87800000000001"
"Montana","Oregon","Truck","209.2078","164.67063901","145.0751","145.3635"
"Montana","Pennsylvania","Truck","30.6944","61.15637897","334.5798","327.5557"
"Montana","Rhode Island","Truck","0.1853","0.44086287","0.215","0.2162"
"Montana","South Carolina","Truck","18.7363","43.76990251","9.5908","9.6148"
"Montana","South Dakota","Truck","295.6089","235.14556784","155.0635","155.9435"
"Montana","Tennessee","Truck","13.2818","24.85334844","18.491","18.4761"
"Montana","Texas","Truck","119.3018","197.65501233","57.9619000000001","58.1693000000001"
"Montana","Utah","Truck","590.1606","350.65874528","432.2561","433.9424"
"Montana","Vermont","Truck","0.1729","0.40659007","0.1577","0.1585"
"Montana","Virginia","Truck","9.6387","20.69835931","24.5717","24.6589"
"Montana","Washington","Truck","371.8007","239.73364558","595.3692","601.5904"
"Montana","West Virginia","Truck","0.4615","0.90127514","1.6531","1.6574"
"Montana","Wisconsin","Truck","68.162","86.94866349","51.2794","51.4257"
"Montana","Wyoming","Truck","2408.8948","1035.94995037","1206.1658","1209.7961"
"Nebraska","Alabama","Truck","57.7847","57.46531336","201.3733","201.9714"
"Nebraska","Alaska","Truck","0.0019","0.00638708","0.0903","0.0908"
"Nebraska","Arizona","Truck","104.5728","135.01519602","192.0689","192.5326"
"Nebraska","Arkansas","Truck","136.9327","83.79492571","320.8347","321.4212"
"Nebraska","California","Truck","696.9756","1064.69465555","2218.1639","2221.985"
"Nebraska","Colorado","Truck","3555.1792","1852.71566706","1958.3776","1959.8391"
"Nebraska","Connecticut","Truck","39.2075","55.41827832","92.1754000000001","92.3791000000001"
"Nebraska","Delaware","Truck","15.7909","20.36287762","56.7698","56.9187"
"Nebraska","Washington DC","Truck","0.1715","0.2162484","1.3058","1.3123"
"Nebraska","Florida","Truck","176.0563","270.24594251","580.5791","581.7833"
"Nebraska","Georgia","Truck","326.5945","359.05266816","1007.1897","1008.6928"
"Nebraska","Idaho","Truck","33.1286","38.16643336","96.8809","97.2775"
"Nebraska","Illinois","Truck","1098.9916","579.27609636","2849.6664","2855.7112"
"Nebraska","Indiana","Truck","457.5339","315.31953727","1734.638","1738.6522"
"Nebraska","Iowa","Truck","5839.64","1695.94611487","4679.3135","4689.8785"
"Nebraska","Kansas","Truck","7044.7758","1963.47561547","4028.3043","4034.8899"
"Nebraska","Kentucky","Truck","100.7925","80.83715086","261.1725","261.4768"
"Nebraska","Louisiana","Truck","60.0231","59.95515723","269.118","269.8133"
"Nebraska","Maine","Truck","10.1665","17.1149251","49.4411","49.5059"
"Nebraska","Maryland","Truck","51.0667","63.6569781","203.3092","203.494"
"Nebraska","Massachusetts","Truck","75.6845000000001","115.46844194","309.3914","309.9956"
"Nebraska","Michigan","Truck","273.5101","214.74160584","712.972","713.7344"
"Nebraska","Minnesota","Truck","1035.3638","460.91733893","1417.7121","1422.1804"
"Nebraska","Mississippi","Truck","30.3567","28.10524964","173.1013","172.9204"
"Nebraska","Missouri","Truck","1865.4465","712.79933685","1884.4023","1888.9163"
"Nebraska","Montana","Truck","50.5137","52.96372977","99.9918","100.0522"
"Nebraska","Nebraska","Truck","204244.2598","14387.67263048","47605.2902","47643.8022"
"Nebraska","Nevada","Truck","26.257","34.2357049","100.948","101.2099"
"Nebraska","New Hampshire","Truck","8.675","13.15741161","21.2235","21.2486"
"Nebraska","New Jersey","Truck","127.3284","167.80085328","577.7104","579.3102"
"Nebraska","New Mexico","Truck","31.5983","28.23381213","182.5543","183.1536"
"Nebraska","New York","Truck","125.0033","161.67190573","383.8506","384.3541"
"Nebraska","North Carolina","Truck","92.5161000000001","117.30273819","396.348","397.2565"
"Nebraska","North Dakota","Truck","144.2059","77.54533724","265.2344","265.0928"
"Nebraska","Ohio","Truck","536.3554","455.78984718","1096.0514","1098.5182"
"Nebraska","Oklahoma","Truck","427.1246","205.38247672","449.4069","450.7784"
"Nebraska","Oregon","Truck","137.6768","223.90883843","238.876","239.1757"
"Nebraska","Pennsylvania","Truck","398.5342","469.1021238","1089.859","1091.8224"
"Nebraska","Rhode Island","Truck","1.213","1.82981292","4.2486","4.2527"
"Nebraska","South Carolina","Truck","79.8897","99.27624182","208.2654","208.6041"
"Nebraska","South Dakota","Truck","1712.9905","480.20734023","2212.9769","2218.6803"
"Nebraska","Tennessee","Truck","148.7072","125.77840583","502.133","502.4391"
"Nebraska","Texas","Truck","1056.7233","838.79315598","3042.4666","3045.7993"
"Nebraska","Utah","Truck","149.8338","132.26095645","313.572","313.8194"
"Nebraska","Vermont","Truck","1.2491","1.82327565","3.2945","3.296"
"Nebraska","Virginia","Truck","66.6681","83.5967125","186.7836","187.2419"
"Nebraska","Washington","Truck","97.1045","154.82458328","384.3008","385.5343"
"Nebraska","West Virginia","Truck","17.887","18.60036091","92.7504","93.1228"
"Nebraska","Wisconsin","Truck","640.4374","365.41559885","1579.6181","1582.821"
"Nebraska","Wyoming","Truck","256.1785","163.29583313","519.7711","521.4643"
"Nevada","Alabama","Truck","0.0885000000000001","0.18614703","2.0731","2.0734"
"Nevada","Alaska","Truck","24.4254","75.99677009","93.9766","93.9876"
"Nevada","Arizona","Truck","1177.1156","500.22314589","1584.6132","1591.8812"
"Nevada","Arkansas","Truck","8.0446","13.68107755","45.264","45.2571"
"Nevada","California","Truck","6677.52320000001","2235.2492085","9894.2408","9941.9755"
"Nevada","Colorado","Truck","189.7671","173.32666714","704.677","708.141"
"Nevada","Connecticut","Truck","5.37","14.93184016","90.2566","90.3367"
"Nevada","Delaware","Truck","7.1055","18.62800457","60.6886","61.0027"
"Nevada","Washington DC","Truck","0.4485","1.09194055","4.4558","4.5294"
"Nevada","Florida","Truck","27.5284","68.51548875","205.3452","206.2706"
"Nevada","Georgia","Truck","83.1180000000001","177.65044739","172.8967","173.2724"
"Nevada","Idaho","Truck","195.2268","105.11329562","381.4434","383.1644"
"Nevada","Illinois","Truck","72.5121","132.57576099","329.3288","329.5957"
"Nevada","Indiana","Truck","28.7282","55.87902585","74.8505000000001","74.9663000000002"
"Nevada","Iowa","Truck","468.5199","708.04030182","116.7927","117.4047"
"Nevada","Kansas","Truck","105.2902","160.95460278","23.8411","23.9589"
"Nevada","Kentucky","Truck","11.9093","24.3750356","87.5398","87.6271"
"Nevada","Louisiana","Truck","13.4942","26.99160734","21.2901","21.373"
"Nevada","Maine","Truck","0.5513","1.61025922","1.2669","1.27"
"Nevada","Maryland","Truck","21.4304","54.57812305","78.0627000000001","77.8373000000001"
"Nevada","Massachusetts","Truck","7.6448","21.18688855","57.0054000000001","56.9883000000001"
"Nevada","Michigan","Truck","27.9805","58.06613156","269.3352","269.9931"
"Nevada","Minnesota","Truck","13.266","23.05798365","101.1606","100.9688"
"Nevada","Mississippi","Truck","2.3204","4.11200583","3.6329","3.6546"
"Nevada","Missouri","Truck","41.8527000000001","62.54363387","103.0735","103.9722"
"Nevada","Montana","Truck","114.1875","101.33247723","298.6383","300.3131"
"Nevada","Nebraska","Truck","38.3699","49.55571124","32.113","32.307"
"Nevada","Nevada","Truck","82388.2924","8216.10831237","45107.9774","45182.1315"
"Nevada","New Hampshire","Truck","2.6223","7.1592739","17.959","18.059"
"Nevada","New Jersey","Truck","35.2094","90.07996062","129.5378","130.0863"
"Nevada","New Mexico","Truck","122.7963","114.85391635","317.7547","318.8656"
"Nevada","New York","Truck","28.2708","72.14992317","217.6783","219.0054"
"Nevada","North Carolina","Truck","64.7719000000002","147.81463315","173.9382","175.6852"
"Nevada","North Dakota","Truck","9.5263","13.36945337","8.5592","8.6081"
"Nevada","Ohio","Truck","101.6385","209.73427059","317.9686","318.0427"
"Nevada","Oklahoma","Truck","57.9714","86.47374199","135.2702","135.9453"
"Nevada","Oregon","Truck","352.7976","220.01920844","1168.1664","1174.2238"
"Nevada","Pennsylvania","Truck","38.6079","94.78404933","200.7357","200.5154"
"Nevada","Rhode Island","Truck","2.411","6.54790554","59.5395","59.6013"
"Nevada","South Carolina","Truck","6.37780000000001","15.58879988","23.7649","23.8686"
"Nevada","South Dakota","Truck","2.9743","4.09304604","10.2423","10.275"
"Nevada","Tennessee","Truck","8.3665","17.05189109","13.9826","14.002"
"Nevada","Texas","Truck","183.4496","276.91158777","633.628099999999","636.022799999999"
"Nevada","Utah","Truck","2007.2639","782.37692636","3421.0641","3392.9939"
"Nevada","Vermont","Truck","0.4296","1.17324397","1.3166","1.3215"
"Nevada","Virginia","Truck","23.4352","56.962244","55.7320000000001","55.8711000000001"
"Nevada","Washington","Truck","346.7434","297.9436602","1352.2841","1359.2796"
"Nevada","West Virginia","Truck","1.8314","4.01258631","22.4653","22.5022"
"Nevada","Wisconsin","Truck","8.5561","15.75201314","103.2752","102.991"
"Nevada","Wyoming","Truck","227.8932","177.13461672","108.4917","108.7485"
"New Hampshire","Alabama","Truck","9.8459","12.35112989","189.6427","190.475"
"New Hampshire","Alaska","Truck","0","0","0","0"
"New Hampshire","Arizona","Truck","8.7946","23.53770089","144.8161","145.5088"
"New Hampshire","Arkansas","Truck","11.6235","17.4983377","207.8184","210.0382"
"New Hampshire","California","Truck","94.2158","287.17775862","857.6486","862.7568"
"New Hampshire","Colorado","Truck","18.108","35.92067239","50.7977","50.9489"
"New Hampshire","Connecticut","Truck","528.9863","87.81242093","1017.8751","1022.5867"
"New Hampshire","Delaware","Truck","31.8746","12.55897535","18.7305","18.7113"
"New Hampshire","Washington DC","Truck","3.8243","1.81797592","2.9266","2.9012"
"New Hampshire","Florida","Truck","92.6366000000001","132.44201989","378.0802","378.7202"
"New Hampshire","Georgia","Truck","40.1565","45.93505272","186.8661","187.4601"
"New Hampshire","Idaho","Truck","1.6897","4.45650591","14.7745","14.8301"
"New Hampshire","Illinois","Truck","100.6307","102.93391755","633.7384","636.5096"
"New Hampshire","Indiana","Truck","43.4824","40.80895741","245.4495","246.5921"
"New Hampshire","Iowa","Truck","20.7454","26.60965211","141.792","142.1089"
"New Hampshire","Kansas","Truck","6.4414","10.0329675","17.3765","17.4105"
"New Hampshire","Kentucky","Truck","13.8933","13.70685677","307.7744","310.9356"
"New Hampshire","Louisiana","Truck","5.5036","9.01702413","97.4659","98.0072"
"New Hampshire","Maine","Truck","1816.4051","287.43079557","1435.3879","1438.446"
"New Hampshire","Maryland","Truck","90.4767","43.31743397","186.7833","186.9631"
"New Hampshire","Massachusetts","Truck","4230.9459","363.41811358","4473.2922","4482.6387"
"New Hampshire","Michigan","Truck","61.3393","53.45304614","355.2133","355.3951"
"New Hampshire","Minnesota","Truck","30.5332","43.19463814","141.2463","141.7646"
"New Hampshire","Mississippi","Truck","5.3723","7.68989853","25.4182","25.5025"
"New Hampshire","Missouri","Truck","31.2306","42.54923903","134.5396","134.1512"
"New Hampshire","Montana","Truck","1.5271","3.6878552","19.6466","19.7405"
"New Hampshire","Nebraska","Truck","3.9063","5.88751518","48.717","49.0339"
"New Hampshire","Nevada","Truck","2.8524","7.95627765","31.219","31.342"
"New Hampshire","New Hampshire","Truck","34438.9519","1611.90470133","15103.1017","15123.6292"
"New Hampshire","New Jersey","Truck","300.3934","86.85751595","641.3991","643.3963"
"New Hampshire","New Mexico","Truck","2.6624","6.02193364","21.6812","21.727"
"New Hampshire","New York","Truck","614.8396","159.42289163","1386.8694","1391.8963"
"New Hampshire","North Carolina","Truck","68.0139","56.18722947","220.7899","221.4937"
"New Hampshire","North Dakota","Truck","1.3274","2.32333367","3.622","3.6377"
"New Hampshire","Ohio","Truck","106.5815","79.40921117","600.2912","603.344199999999"
"New Hampshire","Oklahoma","Truck","12.0973","19.44881224","66.3622","66.8477"
"New Hampshire","Oregon","Truck","5.2683","16.39162175","24.4017","24.5229"
"New Hampshire","Pennsylvania","Truck","208.2628","91.99244324","636.7521","637.3822"
"New Hampshire","Rhode Island","Truck","165.0133","20.20918688","285.2451","286.0241"
"New Hampshire","South Carolina","Truck","33.2608","32.63449471","164.6438","165.4211"
"New Hampshire","South Dakota","Truck","1.2878","2.13969032","7.1758","7.1781"
"New Hampshire","Tennessee","Truck","16.9099","18.29500923","109.5727","110.092"
"New Hampshire","Texas","Truck","68.1439","133.93381793","547.8341","549.3472"
"New Hampshire","Utah","Truck","6.7653","16.10385123","66.0896","66.5071"
"New Hampshire","Vermont","Truck","2698.2566","361.26994352","966.7485","967.6529"
"New Hampshire","Virginia","Truck","55.8999","34.14757719","186.8035","187.1539"
"New Hampshire","Washington","Truck","36.608","110.14872803","234.6969","235.926"
"New Hampshire","West Virginia","Truck","6.2016","4.52220098","34.151","34.1996"
"New Hampshire","Wisconsin","Truck","37.4987","43.78417456","144.5207","144.7852"
"New Hampshire","Wyoming","Truck","1.2591","2.68335044","12.9879","13.0219"
"New Jersey","Alabama","Truck","255.5595","247.82236582","2107.0067","2113.6681"
"New Jersey","Alaska","Truck","21.3953","92.92588667","210.9323","214.2943"
"New Jersey","Arizona","Truck","94.1574","229.35241679","1144.1679","1151.0321"
"New Jersey","Arkansas","Truck","112.6594","139.48970915","951.4534","961.0732"
"New Jersey","California","Truck","840.4152","2352.7394925","6650.3686","6692.9714"
"New Jersey","Colorado","Truck","78.1674","140.59055065","375.8907","376.6858"
"New Jersey","Connecticut","Truck","2890.73350000001","376.37437328","7085.66550000001","7106.83250000001"
"New Jersey","Delaware","Truck","2046.7466","156.36649669","2639.0423","2639.5564"
"New Jersey","Washington DC","Truck","171.5813","34.75284405","230.1999","231.6746"
"New Jersey","Florida","Truck","1263.0514","1456.40582891","6670.72710000001","6696.6926"
"New Jersey","Georgia","Truck","711.0703","587.90149393","4135.9701","4153.1006"
"New Jersey","Idaho","Truck","21.4445","52.30499222","82.2536","82.7457"
"New Jersey","Illinois","Truck","1096.5374","901.72146767","6797.75880000001","6832.97550000001"
"New Jersey","Indiana","Truck","509.9038","358.5176582","2806.39500000001","2818.6551"
"New Jersey","Iowa","Truck","197.536","214.44807852","970.2453","975.2393"
"New Jersey","Kansas","Truck","108.8125","140.20079983","770.6284","773.8353"
"New Jersey","Kentucky","Truck","323.3628","232.26044751","3304.4331","3304.36110000001"
"New Jersey","Louisiana","Truck","145.152","193.92757821","595.2893","598.6569"
"New Jersey","Maine","Truck","379.7736","162.47822451","872.877499999999","875.2106"
"New Jersey","Maryland","Truck","3332.6852","597.352213119999","19438.3496","19499.0943"
"New Jersey","Massachusetts","Truck","2269.5999","573.51078621","6935.5317","6951.1515"
"New Jersey","Michigan","Truck","654.376199999998","450.49457533","4663.13550000001","4676.28720000001"
"New Jersey","Minnesota","Truck","193.422","237.35516987","893.3521","895.9771"
"New Jersey","Mississippi","Truck","123.1989","141.07266648","599.8412","606.9058"
"New Jersey","Missouri","Truck","342.1501","365.19643153","1784.1932","1793.6405"
"New Jersey","Montana","Truck","12.478","27.61984401","81.7554","81.8904"
"New Jersey","Nebraska","Truck","88.9213","116.35337012","479.1004","479.7867"
"New Jersey","Nevada","Truck","56.4267","145.95698286","1013.2005","1018.7468"
"New Jersey","New Hampshire","Truck","438.9483","136.31935961","830.105199999999","831.888899999999"
"New Jersey","New Jersey","Truck","175834.0463","6357.41429714","156281.1613","156683.4977"
"New Jersey","New Mexico","Truck","50.26","101.26517316","152.5107","152.6268"
"New Jersey","New York","Truck","23265.2934","1713.29185149","47675.6899999999","47890.852"
"New Jersey","North Carolina","Truck","1346.2355","732.898379949999","5645.01240000001","5672.43380000002"
"New Jersey","North Dakota","Truck","4.3487","6.77856442","49.8162","49.9622"
"New Jersey","Ohio","Truck","1420.3393","732.21108135","5122.17870000001","5136.24950000002"
"New Jersey","Oklahoma","Truck","95.8301","135.36576803","375.1712","376.7977"
"New Jersey","Oregon","Truck","78.6047","228.65564396","484.1568","487.9911"
"New Jersey","Pennsylvania","Truck","20762.9965","2162.51078309","34891.0965","35019.1295"
"New Jersey","Rhode Island","Truck","421.8531","91.49380249","1173.2346","1175.1254"
"New Jersey","South Carolina","Truck","303.3321","205.93962649","1754.5364","1763.5084"
"New Jersey","South Dakota","Truck","21.3157","31.28107715","132.3474","132.2655"
"New Jersey","Tennessee","Truck","454.3423","368.96869952","3410.6116","3420.175"
"New Jersey","Texas","Truck","814.6824","1346.12839322","6173.9575","6215.08639999999"
"New Jersey","Utah","Truck","102.0716","222.77788984","886.0052","891.8872"
"New Jersey","Vermont","Truck","143.3752","46.14269036","368.3059","369.1851"
"New Jersey","Virginia","Truck","2676.44390000001","816.952959829999","8009.92130000001","8049.29040000001"
"New Jersey","Washington","Truck","160.7401","458.13281233","795.3421","797.7728"
"New Jersey","West Virginia","Truck","184.4434","80.88870576","629.178699999999","631.2116"
"New Jersey","Wisconsin","Truck","366.6026","342.57035695","1859.2813","1869.6782"
"New Jersey","Wyoming","Truck","10.8054","20.90354781","39.4805","39.6302"
"New Mexico","Alabama","Truck","37.6397","47.89461306","63.8858","63.5363"
"New Mexico","Alaska","Truck","0.0003","0.00128247","0.0002","0.0002"
"New Mexico","Arizona","Truck","762.1904","347.24566245","1315.4868","1319.6213"
"New Mexico","Arkansas","Truck","10.4853","9.36632508","24.9406","25.1676"
"New Mexico","California","Truck","439.1564","373.76104879","711.3494","714.2537"
"New Mexico","Colorado","Truck","1104.5873","510.80914843","837.5824","840.1937"
"New Mexico","Connecticut","Truck","40.3213","88.06962339","238.283","236.478"
"New Mexico","Delaware","Truck","0.2766","0.54046871","0.3069","0.3089"
"New Mexico","Washington DC","Truck","0.1538","0.29079055","0.1938","0.1949"
"New Mexico","Florida","Truck","19.0363","34.13808369","50.5421","50.6288"
"New Mexico","Georgia","Truck","30.7175","43.75549809","92.4718000000001","92.4566000000001"
"New Mexico","Idaho","Truck","44.4469","45.57673911","129.5061","130.1208"
"New Mexico","Illinois","Truck","80.0497","106.76982216","372.0576","372.0325"
"New Mexico","Indiana","Truck","68.3142","92.16521909","218.8792","218.2763"
"New Mexico","Iowa","Truck","5.1031","5.84285575","14.007","13.9956"
"New Mexico","Kansas","Truck","142.4767","104.04268694","419.8857","420.2871"
"New Mexico","Kentucky","Truck","63.1495","85.25997201","239.4536","240.5216"
"New Mexico","Louisiana","Truck","19.5593","19.50825601","37.9739","38.4893"
"New Mexico","Maine","Truck","0.5429","1.31180271","37.2585","37.4334"
"New Mexico","Maryland","Truck","15.2095","28.8102812","38.9434000000001","38.9197000000001"
"New Mexico","Massachusetts","Truck","3.702","8.18824797","39.5763","39.8692"
"New Mexico","Michigan","Truck","28.8709","44.13322048","70.9644","71.1890000000001"
"New Mexico","Minnesota","Truck","24.4622","32.54255165","73.5291","73.6379"
"New Mexico","Mississippi","Truck","5.7915","6.46755865","26.4081","26.3538"
"New Mexico","Missouri","Truck","43.1552","40.42126108","75.7975","75.871"
"New Mexico","Montana","Truck","7.2516","8.2080108","2.9482","2.9367"
"New Mexico","Nebraska","Truck","50.6618","46.09236916","36.0189","36.1639"
"New Mexico","Nevada","Truck","21.724","14.00931352","222.6093","223.713"
"New Mexico","New Hampshire","Truck","5.5253","12.36290215","17.2097","17.2432"
"New Mexico","New Jersey","Truck","14.9058","29.8527105","132.2998","132.8405"
"New Mexico","New Mexico","Truck","41485.0474","4031.56421818","25312.9636","25359.6791"
"New Mexico","New York","Truck","17.5717","34.61641036","86.468","86.6533000000001"
"New Mexico","North Carolina","Truck","6.4606","10.83039577","32.5453","32.7101"
"New Mexico","North Dakota","Truck","0.2964","0.38538692","0.3385","0.3404"
"New Mexico","Ohio","Truck","33.4788","49.19884232","102.2152","102.547"
"New Mexico","Oklahoma","Truck","48.5225","29.98800741","72.562","72.9263"
"New Mexico","Oregon","Truck","36.4351","52.71525233","183.985","185.014"
"New Mexico","Pennsylvania","Truck","42.887","79.63911917","101.2978","101.4406"
"New Mexico","Rhode Island","Truck","0.1607","0.35727946","0.1795","0.1805"
"New Mexico","South Carolina","Truck","5.6935","9.443317","18.9387","18.9526"
"New Mexico","South Dakota","Truck","3.7346","3.94007434","1.5452","1.5392"
"New Mexico","Tennessee","Truck","31.2617","40.73952891","62.4544","62.5368"
"New Mexico","Texas","Truck","3688.1427","1906.05961479","3282.8439","3293.4963"
"New Mexico","Utah","Truck","85.5229","55.22959953","94.5553","94.9594"
"New Mexico","Vermont","Truck","0.2963","0.65058221","0.1458","0.1467"
"New Mexico","Virginia","Truck","10.6032","19.24312001","44.7985","44.975"
"New Mexico","Washington","Truck","16.4318","24.38684109","79.7702","80.1326"
"New Mexico","West Virginia","Truck","1.4007","2.27259546","9.5808","9.7658"
"New Mexico","Wisconsin","Truck","64.9063","93.03176011","197.7364","197.5649"
"New Mexico","Wyoming","Truck","6.0037","4.55287414","34.9637","35.1273"
"New York","Alabama","Truck","557.354","573.50497813","1109.4124","1112.3267"
"New York","Alaska","Truck","1.0429","4.52172575","32.6632","32.8257"
"New York","Arizona","Truck","149.3217","367.02175374","1566.9829","1566.544"
"New York","Arkansas","Truck","321.9644","397.96805145","1254.777","1261.3358"
"New York","California","Truck","1355.4264","3748.39446382","8607.6651","8658.5429"
"New York","Colorado","Truck","176.2984","304.47504293","1422.9565","1431.4197"
"New York","Connecticut","Truck","5598.28440000001","914.02979328","8361.8877","8382.4299"
"New York","Delaware","Truck","216.3442","56.40345882","722.4479","727.606"
"New York","Washington DC","Truck","52.5245","18.62234498","109.9353","109.894"
"New York","Florida","Truck","1995.019","2461.37002404","5426.22320000002","5455.47990000001"
"New York","Georgia","Truck","2401.8734","2216.58134222","5873.93410000001","5912.09100000001"
"New York","Idaho","Truck","116.6209","285.52664919","786.2674","789.7787"
"New York","Illinois","Truck","1700.0442","1252.0200442","6517.77170000001","6538.40740000001"
"New York","Indiana","Truck","1074.568","685.98215957","4018.3567","4026.5942"
"New York","Iowa","Truck","363.774","356.96955965","1069.9536","1076.7514"
"New York","Kansas","Truck","222.0511","273.93438034","819.318799999999","824.656699999999"
"New York","Kentucky","Truck","368.1067","256.7692254","2877.1421","2883.4702"
"New York","Louisiana","Truck","557.326999999999","773.0291252","992.278599999999","994.332199999999"
"New York","Maine","Truck","611.6166","268.8557338","1825.9113","1831.0209"
"New York","Maryland","Truck","1696.9722","522.98083783","4414.26210000001","4438.38210000001"
"New York","Massachusetts","Truck","5745.4565","1433.46411244","9852.4571","9887.4469"
"New York","Michigan","Truck","1550.1572","865.199684249999","4027.8951","4033.6187"
"New York","Minnesota","Truck","538.8886","614.19082813","1549.5051","1551.0398"
"New York","Mississippi","Truck","1342.0377","1605.55772356","922.001999999999","922.0987"
"New York","Missouri","Truck","378.3123","385.85895863","4794.65350000001","4809.03360000001"
"New York","Montana","Truck","18.7574","40.28246904","55.2694","55.474"
"New York","Nebraska","Truck","275.5192","329.0544095","614.0235","614.9533"
"New York","Nevada","Truck","127.7745","328.88642619","1149.8846","1158.7309"
"New York","New Hampshire","Truck","989.509099999999","241.92477214","1972.0313","1983.7637"
"New York","New Jersey","Truck","16571.1139","1810.72545649","34738.1917","34867.8542"
"New York","New Mexico","Truck","58.0819","116.24325581","232.7817","233.6014"
"New York","New York","Truck","400037.7668","26689.94663413","309714.251","310173.6818"
"New York","North Carolina","Truck","1617.7712","1079.00904824","4153.36230000001","4169.33400000001"
"New York","North Dakota","Truck","77.425","112.91940424","165.6312","165.9913"
"New York","Ohio","Truck","4441.855","1941.69160847","9807.70060000001","9828.82860000002"
"New York","Oklahoma","Truck","528.401","766.16762374","1256.8693","1265.5903"
"New York","Oregon","Truck","118.775","337.27786932","664.7501","668.2948"
"New York","Pennsylvania","Truck","15739.4337","3863.69450827","23455.489","23566.8573"
"New York","Rhode Island","Truck","893.692099999999","210.77975018","1373.1903","1377.1248"
"New York","South Carolina","Truck","484.2727","385.4798269","1438.6576","1441.6661"
"New York","South Dakota","Truck","35.6199","46.01455865","83.6830000000001","83.5002"
"New York","Tennessee","Truck","1532.6943","1318.78884503","3353.0769","3360.9314"
"New York","Texas","Truck","2698.40550000001","4552.96764872","8597.42120000002","8647.39750000001"
"New York","Utah","Truck","125.2118","265.00216033","708.0916","711.7867"
"New York","Vermont","Truck","5861.3067","1205.4477548","4596.8229","4598.8727"
