"DMS ORIG","DMS DEST","DMS_MODE","Total KTons in 2012","Total Ton-Mile in 2012","Total M$ in 2012","Total Current M$ in 2012" 
"Indiana","Arkansas","Truck","716.8747","444.02738882","1844.9148","1856.3747"
"Indiana","California","Truck","1662.7476","3549.71573297","6446.2472","6463.42670000001"
"Indiana","Colorado","Truck","486.9541","533.38885863","1860.0827","1867.5976"
"Indiana","Connecticut","Truck","145.8454","121.65250872","557.3752","558.1516"
"Indiana","Delaware","Truck","117.5965","78.75962411","401.9968","401.8275"
"Indiana","Washington DC","Truck","5.2762","3.26060684","20.3513","20.315"
"Indiana","Florida","Truck","1080.2995","1104.92933877","4420.2538","4434.362"
"Indiana","Georgia","Truck","1890.7622","1162.19747694","7055.4799","7078.3873"
"Indiana","Idaho","Truck","56.8219","102.51705425","235.3381","235.8504"
"Indiana","Illinois","Truck","32697.978","5018.60013947","23931.2812","23968.3609"
"Indiana","Indiana","Truck","286957.5568","23189.18373326","136006.9155","136165.9263"
"Indiana","Iowa","Truck","1980.4721","820.91713999","2763.6347","2766.8628"
"Indiana","Kansas","Truck","1002.3974","650.08325667","3082.749","3090.5232"
"Indiana","Kentucky","Truck","17475.6278","3374.98560351","15101.5776","15119.3104"
"Indiana","Louisiana","Truck","304.5346","264.59350777","1073.6291","1074.7313"
"Indiana","Maine","Truck","152.0036","167.25597447","369.6884","370.1341"
"Indiana","Maryland","Truck","561.6426","354.43563455","1400.2879","1402.0787"
"Indiana","Massachusetts","Truck","325.1672","303.50617268","1043.5563","1045.2853"
"Indiana","Michigan","Truck","12132.0083","3063.8439814","17067.3972","17093.7286"
"Indiana","Minnesota","Truck","1519.8725","869.86306837","3760.6645","3768.614"
"Indiana","Mississippi","Truck","334.3083","225.23007842","896.4056","897.5097"
"Indiana","Missouri","Truck","3062.2899","1245.95355333","7723.3455","7742.9811"
"Indiana","Montana","Truck","41.6325","67.00209959","308.2533","308.2655"
"Indiana","Nebraska","Truck","545.3393","343.95180105","979.448","980.6603"
"Indiana","Nevada","Truck","141.0973","269.33807899","638.6063","638.8845"
"Indiana","New Hampshire","Truck","102.3748","95.77949494","369.4515","369.7868"
"Indiana","New Jersey","Truck","703.9535","510.46979841","1776.0003","1780.7709"
"Indiana","New Mexico","Truck","108.1978","146.56805494","519.9745","522.804"
"Indiana","New York","Truck","1431.4035","928.042014110001","4974.9033","4983.5086"
"Indiana","North Carolina","Truck","1248.7897","789.93172474","2924.8816","2926.8302"
"Indiana","North Dakota","Truck","249.2403","217.03706354","328.2468","328.0238"
"Indiana","Ohio","Truck","16274.1964","3769.00059335","23248.5886","23296.7552"
"Indiana","Oklahoma","Truck","564.5493","433.50616612","1458.2727","1461.8249"
"Indiana","Oregon","Truck","234.669","533.03095414","855.3352","856.9486"
"Indiana","Pennsylvania","Truck","2979.5591","1578.92550671","8331.1808","8367.1851"
"Indiana","Rhode Island","Truck","33.2241","30.24612782","148.3659","148.2392"
"Indiana","South Carolina","Truck","577.626600000001","372.48005979","2094.4074","2099.1467"
"Indiana","South Dakota","Truck","308.6938","253.05957627","235.0547","235.1069"
"Indiana","Tennessee","Truck","3918.3011","1533.52130366","6968.6184","6983.9853"
"Indiana","Texas","Truck","3033.5071","3236.41751769","11833.6303","11862.0241"
"Indiana","Utah","Truck","254.1676","386.56635973","1765.5754","1761.8569"
"Indiana","Vermont","Truck","22.2862","19.67213367","80.0748000000001","80.1061"
"Indiana","Virginia","Truck","857.3974","523.3737866","2701.6181","2710.752"
"Indiana","Washington","Truck","152.9431","339.08485257","725.8067","727.7039"
"Indiana","West Virginia","Truck","467.3463","187.25937974","1343.6517","1346.403"
"Indiana","Wisconsin","Truck","4676.27650000001","1275.42387022","5529.6412","5532.9423"
"Indiana","Wyoming","Truck","32.4287","42.35989461","119.5404","119.9228"
"Iowa","Alabama","Truck","227.5463","195.47301293","760.152","761.0565"
"Iowa","Alaska","Truck","7.867","26.60534095","19.2616","19.2383"
"Iowa","Arizona","Truck","249.9217","396.36131649","707.8289","709.3727"
"Iowa","Arkansas","Truck","336.0787","199.25562578","756.7878","757.9038"
"Iowa","California","Truck","918.216799999999","1641.91582012","3505.0009","3523.61450000001"
"Iowa","Colorado","Truck","355.6494","275.95236533","1296.3204","1300.8559"
"Iowa","Connecticut","Truck","36.1215","43.07946229","186.4256","187.3288"
"Iowa","Delaware","Truck","4.9182","5.30291026","35.3308","35.4212"
"Iowa","Washington DC","Truck","6.9847","7.14461509","60.1412","60.3023"
"Iowa","Florida","Truck","627.8262","887.80104537","1230.589","1234.7723"
"Iowa","Georgia","Truck","825.8662","797.58706493","2014.8245","2017.6036"
"Iowa","Idaho","Truck","172.741","237.99043591","969.9087","969.0765"
"Iowa","Illinois","Truck","11801.5711","3694.59249641","11040.2311","11066.5842"
"Iowa","Indiana","Truck","1426.3377","647.61579463","2966.6417","2974.1635"
"Iowa","Iowa","Truck","279067.5431","27262.97920227","93797.5421","93964.7438"
"Iowa","Kansas","Truck","1355.4245","519.08213767","2607.3031","2613.1358"
"Iowa","Kentucky","Truck","416.0132","262.81106068","690.498","692.2298"
"Iowa","Louisiana","Truck","226.4148","217.80638357","445.6425","446.3454"
"Iowa","Maine","Truck","33.6333","48.99152766","125.7933","125.9651"
"Iowa","Maryland","Truck","316.1233","324.57650079","562.979299999999","567.3452"
"Iowa","Massachusetts","Truck","123.07","158.1228765","381.6824","382.9253"
"Iowa","Michigan","Truck","1232.8552","674.5266942","2200.845","2210.3477"
"Iowa","Minnesota","Truck","18453.7261","5397.06897761","8407.5829","8428.4008"
"Iowa","Mississippi","Truck","143.5171","118.55664822","381.1362","381.6378"
"Iowa","Missouri","Truck","3553.6849","1245.71041246","4139.6055","4149.6627"
"Iowa","Montana","Truck","87.3844","105.00926823","232.9843","232.7285"
"Iowa","Nebraska","Truck","8141.729","2187.80071571","5612.9026","5622.8614"
"Iowa","Nevada","Truck","83.3747","131.67078629","244.7003","245.2171"
"Iowa","New Hampshire","Truck","76.4786","98.62398099","252.0727","252.757"
"Iowa","New Jersey","Truck","281.9849","312.29602004","913.069299999999","915.369599999999"
"Iowa","New Mexico","Truck","163.0801","186.84512742","295.4826","296.0314"
"Iowa","New York","Truck","429.4309","438.18045198","933.3864","935.6042"
"Iowa","North Carolina","Truck","314.6185","338.47957899","1254.0422","1257.3507"
"Iowa","North Dakota","Truck","483.1298","289.02438948","636.0867","637.3909"
"Iowa","Ohio","Truck","1040.4108","647.568516","3347.4848","3365.2716"
"Iowa","Oklahoma","Truck","518.7425","315.27421075","888.0173","889.7937"
"Iowa","Oregon","Truck","191.7865","359.8241264","495.5009","498.1886"
"Iowa","Pennsylvania","Truck","742.7249","702.05934502","2250.2396","2255.539"
"Iowa","Rhode Island","Truck","21.174","27.07157934","51.3569","51.3369"
"Iowa","South Carolina","Truck","236.0023","259.69535689","586.9162","587.683"
"Iowa","South Dakota","Truck","2806.3309","1159.29133354","1823.727","1828.619"
"Iowa","Tennessee","Truck","498.3374","366.1509101","1215.7487","1216.4051"
"Iowa","Texas","Truck","1595.795","1476.08640967","4900.2465","4916.53200000001"
"Iowa","Utah","Truck","192.6172","220.13484972","451.7472","452.5308"
"Iowa","Vermont","Truck","13.9368","17.33546037","47.1068","47.1994"
"Iowa","Virginia","Truck","387.6786","406.35783911","608.5895","609.6697"
"Iowa","Washington","Truck","242.6577","433.16969157","849.4127","851.1121"
"Iowa","West Virginia","Truck","10.3343","8.39760263","43.5231","43.8748"
"Iowa","Wisconsin","Truck","3286.613","1061.20721956","3673.095","3681.2358"
"Iowa","Wyoming","Truck","20.0684","17.52809699","65.8354","66.0699"
"Kansas","Alabama","Truck","426.9834","345.17960634","399.7418","397.3713"
"Kansas","Alaska","Truck","5.5773","20.36132581","42.5171","42.4952"
"Kansas","Arizona","Truck","126.788","143.24436152","432.954899999999","433.585399999999"
"Kansas","Arkansas","Truck","796.7104","337.3274555","1483.6139","1498.4249"
"Kansas","California","Truck","929.558199999999","1456.81304913","2609.5601","2618.1417"
"Kansas","Colorado","Truck","1310.9764","710.73986673","1816.4384","1824.4907"
"Kansas","Connecticut","Truck","85.0841000000001","117.7737289","473.9997","474.1445"
"Kansas","Delaware","Truck","9.4703","12.04876139","20.5084","20.5271"
"Kansas","Washington DC","Truck","0.4814","0.57883316","1.4116","1.4186"
"Kansas","Florida","Truck","290.559","406.27660102","1080.5225","1083.735"
"Kansas","Georgia","Truck","571.7173","547.78305572","1431.4279","1434.7558"
"Kansas","Idaho","Truck","41.9434","55.74987798","121.322","122.064"
"Kansas","Illinois","Truck","1691.7333","844.892248619999","3996.2074","4017.3709"
"Kansas","Indiana","Truck","476.6235","316.27559065","1186.1585","1187.8183"
"Kansas","Iowa","Truck","1314.0036","529.23002511","3044.5831","3066.4907"
"Kansas","Kansas","Truck","181569.5671","16069.69040929","78544.6752","78736.2309"
"Kansas","Kentucky","Truck","420.9277","290.51532669","729.3766","730.5673"
"Kansas","Louisiana","Truck","139.5421","113.11270884","305.2369","306.4565"
"Kansas","Maine","Truck","19.5383","33.57786151","95.5221","95.7263"
"Kansas","Maryland","Truck","137.1845","157.86011162","418.2567","419.1886"
"Kansas","Massachusetts","Truck","137.9889","221.86694123","504.8417","506.3418"
"Kansas","Michigan","Truck","308.4615","268.45773948","917.055999999999","917.524299999999"
"Kansas","Minnesota","Truck","683.2184","419.60855414","1055.563","1058.1426"
"Kansas","Mississippi","Truck","183.9206","140.28068718","219.3904","220.2862"
"Kansas","Missouri","Truck","20950.1834","2225.48469808","16645.8389","16744.6519"
"Kansas","Montana","Truck","34.777","43.39679305","91.4819","91.6424"
"Kansas","Nebraska","Truck","4642.1338","1240.25946211","5421.3122","5457.5028"
"Kansas","Nevada","Truck","77.2818","100.91250575","153.9029","154.4749"
"Kansas","New Hampshire","Truck","12.0345","19.26703492","52.175","52.1616"
"Kansas","New Jersey","Truck","181.5814","236.49380914","597.4079","599.7063"
"Kansas","New Mexico","Truck","286.5764","192.64370399","343.1238","343.4422"
"Kansas","New York","Truck","274.7665","357.43107638","610.4479","611.6232"
"Kansas","North Carolina","Truck","490.3532","537.41680637","818.3395","818.049899999999"
"Kansas","North Dakota","Truck","91.1415","69.2705916","250.6091","250.8357"
"Kansas","Ohio","Truck","694.7007","577.10879081","1498.8934","1502.1191"
"Kansas","Oklahoma","Truck","11112.814","2838.40593919","4917.8285","4932.6011"
"Kansas","Oregon","Truck","96.4705","172.2251345","223.1974","224.1663"
"Kansas","Pennsylvania","Truck","483.4212","553.646300879999","1258.735","1263.3195"
"Kansas","Rhode Island","Truck","4.8512","7.57408719","6.152","6.1821"
"Kansas","South Carolina","Truck","76.2575","88.48797887","447.0285","448.9986"
"Kansas","South Dakota","Truck","295.2907","152.04477511","544.5431","548.0168"
"Kansas","Tennessee","Truck","331.191","238.46886926","877.2096","879.6085"
"Kansas","Texas","Truck","4274.9556","2435.72058201","7046.4763","7068.20500000001"
"Kansas","Utah","Truck","104.4581","110.99228277","459.848","461.7754"
"Kansas","Vermont","Truck","5.4768","8.34036804","12.9877","12.9751"
"Kansas","Virginia","Truck","286.6395","329.76065554","587.7143","588.088599999999"
"Kansas","Washington","Truck","293.8629","533.87052361","1180.9565","1191.3808"
"Kansas","West Virginia","Truck","29.2428","27.34901479","51.8836","52.0105"
"Kansas","Wisconsin","Truck","391.0439","267.52312788","1270.1632","1272.6489"
"Kansas","Wyoming","Truck","55.3719","45.70920608","119.3476","119.6807"
"Kentucky","Alabama","Truck","1410.7812","571.6817803","2352.6759","2352.1076"
"Kentucky","Alaska","Truck","0.9845","3.84485309","11.1701","11.2962"
"Kentucky","Arizona","Truck","97.2374","174.00054696","413.8558","414.3378"
"Kentucky","Arkansas","Truck","478.0135","268.45397123","1071.1404","1071.2088"
"Kentucky","California","Truck","793.2265","1739.57716529","3498.8268","3514.5423"
"Kentucky","Colorado","Truck","129.3714","152.1276735","461.5984","463.4516"
"Kentucky","Connecticut","Truck","78.9769","67.84990257","215.8634","216.2143"
"Kentucky","Delaware","Truck","33.59","21.9562694","46.8954","46.9975"
"Kentucky","Washington DC","Truck","4.9336","2.94580233","25.9548","25.8733"
"Kentucky","Florida","Truck","677.675","590.999846849999","2339.8745","2348.1729"
"Kentucky","Georgia","Truck","4406.3677","1851.04521316","4440.8013","4446.0411"
"Kentucky","Idaho","Truck","38.3258","74.5433088","113.1627","113.197"
"Kentucky","Illinois","Truck","3257.5888","1210.20825397","9457.857","9474.5988"
"Kentucky","Indiana","Truck","9905.8685","2152.62841943","13103.9884","13118.8674"
"Kentucky","Iowa","Truck","417.1018","253.98955597","1178.7853","1181.0266"
"Kentucky","Kansas","Truck","193.3497","127.23654239","462.6746","463.5674"
"Kentucky","Kentucky","Truck","214330.3683","18619.25844345","81842.4907","81901.531"
"Kentucky","Louisiana","Truck","206.4162","153.18346923","696.5475","698.23"
"Kentucky","Maine","Truck","57.0988","65.00495711","160.0321","160.1905"
"Kentucky","Maryland","Truck","354.0287","215.20582633","1579.0975","1581.4171"
"Kentucky","Massachusetts","Truck","175.5306","170.20262435","689.3924","693.2285"
"Kentucky","Michigan","Truck","1475.7957","610.5755584","4660.1588","4665.4479"
"Kentucky","Minnesota","Truck","362.5824","286.47254005","1084.1444","1086.9674"
"Kentucky","Mississippi","Truck","519.2951","277.38078954","1485.9231","1486.8362"
"Kentucky","Missouri","Truck","986.982999999999","441.18323394","3489.561","3490.4258"
"Kentucky","Montana","Truck","25.833","46.24137446","590.7412","585.8196"
"Kentucky","Nebraska","Truck","112.9481","88.37895214","343.2036","343.2908"
"Kentucky","Nevada","Truck","18.9985","37.66492101","94.2841","94.4461"
"Kentucky","New Hampshire","Truck","25.7929","25.47781652","92.0724","92.4661"
"Kentucky","New Jersey","Truck","680.3035","499.65793875","2474.0708","2490.5739"
"Kentucky","New Mexico","Truck","35.6557","48.58720221","98.2968","98.1666"
"Kentucky","New York","Truck","684.2398","482.48732638","2824.0519","2824.3526"
"Kentucky","North Carolina","Truck","1055.7473","496.28505061","2610.4488","2621.6357"
"Kentucky","North Dakota","Truck","15.3567","17.28382992","38.7543","38.6434"
"Kentucky","Ohio","Truck","6538.8697","1542.0465449","13797.0898","13849.4793"
"Kentucky","Oklahoma","Truck","222.2289","167.85349581","589.5698","590.8027"
"Kentucky","Oregon","Truck","71.6241","171.14828391","381.8054","382.9058"
"Kentucky","Pennsylvania","Truck","1668.2161","908.086786690001","4716.2845","4721.7522"
"Kentucky","Rhode Island","Truck","32.4637","30.25703166","112.6907","113.6611"
"Kentucky","South Carolina","Truck","1084.157","487.97882277","1748.1377","1759.7041"
"Kentucky","South Dakota","Truck","30.0162","29.63343592","69.5312","69.8791"
"Kentucky","Tennessee","Truck","8697.602","1920.17155437","12995.987","13025.0007"
"Kentucky","Texas","Truck","1717.4563","1719.61386367","5323.9195","5335.7123"
"Kentucky","Utah","Truck","65.1452","106.81926312","169.1226","169.5708"
"Kentucky","Vermont","Truck","12.6533","11.73665309","31.1697","31.1909"
"Kentucky","Virginia","Truck","1476.8113","610.27635871","1886.4366","1891.8909"
"Kentucky","Washington","Truck","225.3959","538.28670628","1652.485","1669.9131"
"Kentucky","West Virginia","Truck","3973.1829","1074.25837906","2964.8654","2970.236"
"Kentucky","Wisconsin","Truck","651.872","341.8409563","2040.2888","2042.3647"
"Kentucky","Wyoming","Truck","18.3547","26.10859973","80.1919","80.0144"
"Louisiana","Alabama","Truck","1737.5347","610.728330299999","1736.6614","1745.4899"
"Louisiana","Alaska","Truck","0.0217","0.09262047","3.3361","3.3808"
"Louisiana","Arizona","Truck","142.34","200.18495939","361.824","363.659"
"Louisiana","Arkansas","Truck","2841.24","1071.94741559","2592.8016","2597.9588"
"Louisiana","California","Truck","1707.7585","3334.4042606","2281.8264","2295.3521"
"Louisiana","Colorado","Truck","194.768","248.36597652","205.3457","206.2989"
"Louisiana","Connecticut","Truck","149.8095","217.66789565","347.7389","346.86"
"Louisiana","Delaware","Truck","44.7599","55.4580765","109.5473","110.3565"
"Louisiana","Washington DC","Truck","0.3023","0.3423787","1.3767","1.3789"
"Louisiana","Florida","Truck","1163.2751","843.46130357","1408.1858","1415.2288"
"Louisiana","Georgia","Truck","1651.0503","926.762226439999","2095.6194","2115.3664"
"Louisiana","Idaho","Truck","10.7408","22.80504229","6.9567","6.9651"
"Louisiana","Illinois","Truck","719.831399999999","610.08156092","914.2036","919.5392"
"Louisiana","Indiana","Truck","523.8474","452.35617642","582.3217","585.2244"
"Louisiana","Iowa","Truck","429.84","421.02581919","503.0951","505.0426"
"Louisiana","Kansas","Truck","292.8771","222.91240493","391.2441","393.3231"
"Louisiana","Kentucky","Truck","524.218399999999","395.04805356","682.288899999999","691.090099999999"
"Louisiana","Louisiana","Truck","179429.6768","12666.62487484","84693.6027","84806.6379"
"Louisiana","Maine","Truck","6.1087","10.76383469","13.582","13.6093"
"Louisiana","Maryland","Truck","108.0601","125.00955171","114.5634","115.2072"
"Louisiana","Massachusetts","Truck","185.2043","288.62275553","205.43","205.6627"
"Louisiana","Michigan","Truck","342.8538","378.9040509","663.895799999999","665.736399999999"
"Louisiana","Minnesota","Truck","194.1497","227.96780941","193.1458","193.1904"
"Louisiana","Mississippi","Truck","13472.4369","3322.57935171","4252.9765","4265.8026"
"Louisiana","Missouri","Truck","537.7141","344.56363256","1092.8582","1097.0831"
"Louisiana","Montana","Truck","72.3691","152.939173","22.5532","22.5515"
"Louisiana","Nebraska","Truck","129.5661","129.90301563","163.0027","163.6268"
"Louisiana","Nevada","Truck","27.1676","46.03698311","41.1783","41.6351"
"Louisiana","New Hampshire","Truck","13.8847","22.48475906","45.0132","45.0359"
"Louisiana","New Jersey","Truck","255.9177","341.63302301","541.016099999999","543.484699999999"
"Louisiana","New Mexico","Truck","109.9923","123.99461166","75.7344","76.1699"
"Louisiana","New York","Truck","194.7478","271.6951493","281.1354","283.054"
"Louisiana","North Carolina","Truck","441.9657","384.18540536","735.227099999999","737.665699999998"
"Louisiana","North Dakota","Truck","3.3497","4.99502892","26.4155","26.5619"
"Louisiana","Ohio","Truck","997.449699999997","1025.54122367","1428.1343","1439.22"
"Louisiana","Oklahoma","Truck","898.3833","486.75459081","1258.0666","1262.4625"
"Louisiana","Oregon","Truck","79.016","197.03811221","130.8217","131.3962"
"Louisiana","Pennsylvania","Truck","561.138399999999","674.533264869999","1024.4187","1028.5964"
"Louisiana","Rhode Island","Truck","3.3854","5.29358713","9.3122","9.4121"
"Louisiana","South Carolina","Truck","691.374599999998","504.67406562","1401.825","1413.9686"
"Louisiana","South Dakota","Truck","110.9206","137.37011916","86.8534","86.9547"
"Louisiana","Tennessee","Truck","997.580099999999","571.993642009999","1282.9271","1285.8378"
"Louisiana","Texas","Truck","15935.3838","6107.68719795","13236.4336","13285.7924"
"Louisiana","Utah","Truck","97.5691","162.0724329","176.1278","178.3128"
"Louisiana","Vermont","Truck","1.5081","2.46187374","6.4831","6.5628"
"Louisiana","Virginia","Truck","334.6701","326.01170158","738.286899999998","742.598399999998"
"Louisiana","Washington","Truck","104.5731","267.08702532","175.4498","176.4112"
"Louisiana","West Virginia","Truck","140.7082","140.49398841","254.385","257.8042"
"Louisiana","Wisconsin","Truck","386.0754","417.57823097","496.3599","499.9932"
"Louisiana","Wyoming","Truck","37.6154","58.90148068","66.7947","66.9905"
"Maine","Alabama","Truck","43.2048","61.18430382","155.0786","155.2872"
"Maine","Alaska","Truck","0","0","0","0"
"Maine","Arizona","Truck","9.4631","26.82579089","91.4767","92.1246"
"Maine","Arkansas","Truck","20.5677","34.52904266","40.8346","40.9824"
"Maine","California","Truck","39.2501","126.43771605","147.8674","148.3064"
"Maine","Colorado","Truck","10.3172","22.39236829","18.8689","18.8148"
"Maine","Connecticut","Truck","650.1789","188.09504457","1530.0947","1534.6144"
"Maine","Delaware","Truck","7.2796","3.86025228","5.2051","5.2136"
"Maine","Washington DC","Truck","2.3508","1.38933416","3.7552","3.7283"
"Maine","Florida","Truck","95.5097","146.10009007","178.1075","178.4347"
"Maine","Georgia","Truck","101.1131","128.69639526","135.5941","136.5949"
"Maine","Idaho","Truck","1.2952","3.6274507","2.7002","2.7148"
"Maine","Illinois","Truck","216.1719","259.91154447","222.8023","222.8135"
"Maine","Indiana","Truck","79.4696","88.22921796","148.3404","149.2232"
"Maine","Iowa","Truck","77.9348","115.27814127","276.76","278.1321"
"Maine","Kansas","Truck","10.753","19.0574095","15.864","15.9381"
"Maine","Kentucky","Truck","52.4898","60.8062292","136.5873","136.8159"
"Maine","Louisiana","Truck","3.821","6.65234486","12.1376","12.2111"
"Maine","Maine","Truck","44622.0166","3165.6946635","21439.8676","21473.6111"
"Maine","Maryland","Truck","145.6872","87.73967269","126.592","126.7916"
"Maine","Massachusetts","Truck","4216.3929","792.73422309","2508.2428","2520.4109"
"Maine","Michigan","Truck","96.9672","101.91969186","237.0253","236.7072"
"Maine","Minnesota","Truck","69.8969","114.40413683","110.7734","111.0384"
"Maine","Mississippi","Truck","16.7582","26.51899742","32.1651","32.1868"
"Maine","Missouri","Truck","39.552","60.49618262","39.9541","39.9483"
"Maine","Montana","Truck","0.5884","1.516058","3.7656","3.784"
"Maine","Nebraska","Truck","3.9198","6.61517416","8.3895","8.4147"
"Maine","Nevada","Truck","11.7424","35.32914533","19.7654","19.8369"
"Maine","New Hampshire","Truck","1919.7442","306.03448589","1527.8404","1532.5051"
"Maine","New Jersey","Truck","1193.5482","506.12048995","617.9815","618.618199999999"
"Maine","New Mexico","Truck","3.5798","8.62902318","6.758","6.7821"
"Maine","New York","Truck","1883.5402","726.5618787","1442.0703","1444.3087"
"Maine","North Carolina","Truck","212.2366","205.00046054","499.8948","503.087"
"Maine","North Dakota","Truck","1.3894","2.66634849","1.4774","1.4712"
"Maine","Ohio","Truck","141.4226","129.90092761","195.2887","195.6925"
"Maine","Oklahoma","Truck","15.5777","28.51458335","33.6656","33.7471"
"Maine","Oregon","Truck","47.5496","155.6468243","29.0571","28.8205"
"Maine","Pennsylvania","Truck","960.726999999999","518.77341369","644.0672","645.2436"
"Maine","Rhode Island","Truck","472.9573","111.47800532","364.0936","365.1014"
"Maine","South Carolina","Truck","79.2706","88.20993772","117.427","117.6759"
"Maine","South Dakota","Truck","2.5777","4.76057144","7.2251","7.2466"
"Maine","Tennessee","Truck","81.6693","104.81886126","159.7885","160.9291"
"Maine","Texas","Truck","58.4335000000001","124.04379475","230.788","231.5161"
"Maine","Utah","Truck","9.9013","25.33325677","26.905","26.9674"
"Maine","Vermont","Truck","330.9085","81.5497335199999","495.619","497.6862"
"Maine","Virginia","Truck","108.1785","81.50307083","150.2745","150.6477"
"Maine","Washington","Truck","24.3674","78.05611215","83.3346","83.8765"
"Maine","West Virginia","Truck","6.2054","5.41057277","8.493","8.5374"
"Maine","Wisconsin","Truck","168.2053","226.62313445","239.3499","239.647"
"Maine","Wyoming","Truck","0.458","1.04516854","1.2981","1.3032"
"Maryland","Alabama","Truck","124.823","98.89358197","295.742","296.2642"
"Maryland","Alaska","Truck","1.1016","4.72718347","17.3281","17.4246"
"Maryland","Arizona","Truck","25.2586","58.78108985","190.8048","191.7672"
"Maryland","Arkansas","Truck","144.3613","162.91084169","95.1012","95.4032000000001"
"Maryland","California","Truck","291.875","802.314805170001","1187.8155","1194.3588"
"Maryland","Colorado","Truck","39.2082","66.38878583","310.4777","312.4511"
"Maryland","Connecticut","Truck","435.1093","129.47334111","1322.7838","1325.7872"
"Maryland","Delaware","Truck","9299.7252","1117.30866063","2926.5168","2930.3143"
"Maryland","Washington DC","Truck","7697.6854","228.31817661","9042.4382","9064.1199"
"Maryland","Florida","Truck","415.483999999999","402.72768429","963.424499999998","967.564199999998"
"Maryland","Georgia","Truck","507.120999999999","338.99914244","1575.2275","1581.5368"
"Maryland","Idaho","Truck","19.5355","46.174533","42.868","42.9899"
"Maryland","Illinois","Truck","671.208599999999","491.96517078","917.333599999999","918.873999999999"
"Maryland","Indiana","Truck","255.576","155.91754725","592.425599999999","593.210699999999"
"Maryland","Iowa","Truck","65.4468000000001","65.97860342","318.0199","320.4932"
"Maryland","Kansas","Truck","52.5748","60.97920407","224.1202","224.8784"
"Maryland","Kentucky","Truck","241.3435","145.48950399","466.6454","467.0275"
"Maryland","Louisiana","Truck","65.0992","79.4009855799999","188.3937","189.3293"
"Maryland","Maine","Truck","335.5539","192.37135475","260.3278","263.3297"
"Maryland","Maryland","Truck","122612.55","5363.82190544","80991.8014000001","81154.3497"
"Maryland","Massachusetts","Truck","735.0145","302.51410548","1337.2264","1341.4222"
"Maryland","Michigan","Truck","307.0512","182.41688724","998.695999999998","998.847599999998"
"Maryland","Minnesota","Truck","39.3573","45.41267797","141.3857","141.4748"
"Maryland","Mississippi","Truck","72.1282","71.2571694","106.0186","106.0668"
"Maryland","Missouri","Truck","119.7096","110.80607783","423.026799999999","423.599999999999"
"Maryland","Montana","Truck","3.454","7.36505047","6.7277","6.7569"
"Maryland","Nebraska","Truck","14.1258","17.51831862","21.4401","21.4273"
"Maryland","Nevada","Truck","49.532","121.65280558","173.4148","173.7018"
"Maryland","New Hampshire","Truck","143.8943","65.2159998499999","227.599","227.6663"
"Maryland","New Jersey","Truck","4077.25180000001","718.41744644","5731.54","5765.6931"
"Maryland","New Mexico","Truck","6.4962","12.25372302","21.3514","21.432"
"Maryland","New York","Truck","2995.36980000001","834.219109850001","4448.87430000001","4472.47410000001"
"Maryland","North Carolina","Truck","1188.0053","453.21968098","2731.4027","2751.7341"
"Maryland","North Dakota","Truck","1.5402","2.27434306","7.192","7.2222"
"Maryland","Ohio","Truck","1244.9199","511.53550019","1970.2104","1976.5532"
"Maryland","Oklahoma","Truck","16.9362","22.01706585","135.004","135.561"
"Maryland","Oregon","Truck","24.1698","68.50659615","272.4722","275.9504"
"Maryland","Pennsylvania","Truck","14552.0066","2382.85491802","14344.9682","14394.6649"
"Maryland","Rhode Island","Truck","68.3377","26.73634169","228.5081","230.4251"
"Maryland","South Carolina","Truck","426.462","220.026435","727.553899999998","728.285799999998"
"Maryland","South Dakota","Truck","2.2438","3.12208982","5.2531","5.284"
"Maryland","Tennessee","Truck","234.5247","158.17536867","401.2145","401.869199999999"
"Maryland","Texas","Truck","309.1474","458.15324243","1223.9339","1229.1944"
"Maryland","Utah","Truck","16.2241","34.2562605","64.449","64.4362"
"Maryland","Vermont","Truck","26.0291","12.39720652","31.8569","31.929"
"Maryland","Virginia","Truck","17091.5085","2368.00130055","16235.2963","16295.5355"
"Maryland","Washington","Truck","42.0885","116.5254143","216.1089","216.8009"
"Maryland","West Virginia","Truck","3087.4047","879.09876085","925.3847","925.5542"
"Maryland","Wisconsin","Truck","112.8494","101.21713332","308.4314","309.0665"
"Maryland","Wyoming","Truck","3.7892","7.02285502","26.2866","26.1593"
"Massachusetts","Alabama","Truck","94.0591000000001","116.2997427","616.222","618.8369"
"Massachusetts","Alaska","Truck","1.1425","5.13970646","3.7489","3.7581"
"Massachusetts","Arizona","Truck","54.2103","144.86270116","2480.7697","2493.5265"
"Massachusetts","Arkansas","Truck","35.3379","52.46655999","349.034","350.5736"
"Massachusetts","California","Truck","318.3904","961.23938835","3200.6239","3219.4345"
"Massachusetts","Colorado","Truck","75.4309","149.63347761","291.9607","293.8459"
"Massachusetts","Connecticut","Truck","6239.80110000001","562.779007980001","10168.6888","10210.5678"
"Massachusetts","Delaware","Truck","57.3746","18.83044614","463.2924","463.9065"
"Massachusetts","Washington DC","Truck","17.7562","7.75335928","111.0185","111.5519"
"Massachusetts","Florida","Truck","263.7953","363.82408092","1949.3342","1960.1994"
"Massachusetts","Georgia","Truck","342.0089","372.60454614","1152.0212","1156.0274"
"Massachusetts","Idaho","Truck","12.3355","32.53059359","199.4804","200.4925"
