"DMS ORIG","DMS DEST","SCTG2","DMS_MODE","Total KTons in 2012","Total Ton-Mile in 2012","Total M$ in 2012","Total Current M$ in 2012"
"Illinois","New Hampshire","Other ag prods.","Truck","0.0003","0.00036815","0.0001","0.0001"
"Illinois","New Jersey","Other ag prods.","Truck","13.1877","10.58101253","31.0216","30.9259"
"Illinois","New Mexico","Other ag prods.","Truck","0.0002","0.00028774","0.0001","0.0001"
"Illinois","New York","Other ag prods.","Truck","53.1167","39.01108506","276.5567","275.7035"
"Illinois","North Carolina","Other ag prods.","Truck","16.4462","13.53263966","12.1611","12.1235"
"Illinois","North Dakota","Other ag prods.","Truck","0.0008","0.00062812","0.0004","0.0004"
"Illinois","Ohio","Other ag prods.","Truck","119.1246","41.86138041","210.2244","209.576"
"Illinois","Oklahoma","Other ag prods.","Truck","2.9692","2.36025142","29.7757","29.6838"
"Illinois","Oregon","Other ag prods.","Truck","21.538","45.68386825","20.9788","20.914"
"Illinois","Pennsylvania","Other ag prods.","Truck","208.5039","125.10645855","585.1371","583.332"
"Illinois","Rhode Island","Other ag prods.","Truck","2.2625","2.2323596","5.712","5.6944"
"Illinois","South Carolina","Other ag prods.","Truck","5.9513","4.88629667","7.8479","7.8238"
"Illinois","South Dakota","Other ag prods.","Truck","0.0017","0.00119739","0.0009","0.0009"
"Illinois","Tennessee","Other ag prods.","Truck","20.5306","11.35039578","23.3613","23.2893"
"Illinois","Texas","Other ag prods.","Truck","36.137","38.63313054","46.9122","46.7673"
"Illinois","Utah","Other ag prods.","Truck","0.0565","0.07887901","0.04","0.0399"
"Illinois","Vermont","Other ag prods.","Truck","30.3536","28.50905503","20.7315","20.6676"
"Illinois","Virginia","Other ag prods.","Truck","13.1694","10.85400436","25.8732","25.7935"
"Illinois","Washington","Other ag prods.","Truck","1.3407","2.77598706","35.8349","35.7243"
"Illinois","West Virginia","Other ag prods.","Truck","1.1469","0.62023083","5.6426","5.6251"
"Illinois","Wisconsin","Other ag prods.","Truck","396.463","44.95331551","659.0234","656.9903"
"Illinois","Wyoming","Other ag prods.","Truck","0.4171","0.47894856","0.4364","0.4351"
"Indiana","Alabama","Other ag prods.","Truck","2.0333","1.01553318","4.7478","4.7331"
"Indiana","Arizona","Other ag prods.","Truck","0.0367","0.06463489","1.1101","1.1067"
"Indiana","Arkansas","Other ag prods.","Truck","0.3676","0.21725643","0.4156","0.4143"
"Indiana","California","Other ag prods.","Truck","1.1324","2.35777459","3.4193","3.4087"
"Indiana","Colorado","Other ag prods.","Truck","0.2579","0.28621308","1.1471","1.1435"
"Indiana","Connecticut","Other ag prods.","Truck","0.0012","0.00103611","0.0003","0.0003"
"Indiana","Delaware","Other ag prods.","Truck","0.01","0.00641861","0.2719","0.2711"
"Indiana","Washington DC","Other ag prods.","Truck","0.0012","0.00074675","0.0006","0.0006"
"Indiana","Florida","Other ag prods.","Truck","5.5875","5.51913812","9.0907","9.0626"
"Indiana","Georgia","Other ag prods.","Truck","50.0683","27.26257808","50.1327","49.9781"
"Indiana","Idaho","Other ag prods.","Truck","0","0","0","0"
"Indiana","Illinois","Other ag prods.","Truck","467.7284","79.56060869","357.9562","356.8517"
"Indiana","Indiana","Other ag prods.","Truck","4787.8118","427.93063743","2183.0322","2176.2974"
"Indiana","Iowa","Other ag prods.","Truck","1.0095","0.46896241","1.0038","1.0008"
"Indiana","Kansas","Other ag prods.","Truck","22.3663","15.12743366","2.3951","2.3877"
"Indiana","Kentucky","Other ag prods.","Truck","190.0006","38.59124964","141.056","140.6208"
"Indiana","Louisiana","Other ag prods.","Truck","0.0611","0.05173211","1.128","1.1246"
"Indiana","Maine","Other ag prods.","Truck","0.0002","0.00018048","0","0"
"Indiana","Maryland","Other ag prods.","Truck","17.6414","11.18645983","5.3388","5.3222"
"Indiana","Massachusetts","Other ag prods.","Truck","1.1244","1.05421039","1.1355","1.132"
"Indiana","Michigan","Other ag prods.","Truck","65.0587","15.72872969","54.0164","53.8498"
"Indiana","Minnesota","Other ag prods.","Truck","0.0068","0.00398176","0.0036","0.0036"
"Indiana","Mississippi","Other ag prods.","Truck","0.1311","0.08499822","0.2221","0.2214"
"Indiana","Missouri","Other ag prods.","Truck","30.5173","16.14579049","66.3137","66.1092"
"Indiana","Montana","Other ag prods.","Truck","0","0","0","0"
"Indiana","Nebraska","Other ag prods.","Truck","0.0015","0.00103957","0.0008","0.0008"
"Indiana","Nevada","Other ag prods.","Truck","0","0","0","0"
"Indiana","New Hampshire","Other ag prods.","Truck","0.0296","0.02795607","0.0322","0.0321"
"Indiana","New Jersey","Other ag prods.","Truck","0.0048","0.00345506","0.0027","0.0027"
"Indiana","New Mexico","Other ag prods.","Truck","0","0","0","0"
"Indiana","New York","Other ag prods.","Truck","0.8705","0.63332295","1.1373","1.1338"
"Indiana","North Carolina","Other ag prods.","Truck","1.3756","0.80790089","2.2495","2.2427"
"Indiana","North Dakota","Other ag prods.","Truck","0.0001","0.00011055","0","0"
"Indiana","Ohio","Other ag prods.","Truck","431.3272","78.60370651","355.6152","354.5182"
"Indiana","Oklahoma","Other ag prods.","Truck","0.523","0.39846406","0.3936","0.3924"
"Indiana","Oregon","Other ag prods.","Truck","0","0","0","0"
"Indiana","Pennsylvania","Other ag prods.","Truck","21.9677","9.35665277","11.364","11.329"
"Indiana","Rhode Island","Other ag prods.","Truck","0.0002","0.00022585","0.0001","0.0001"
"Indiana","South Carolina","Other ag prods.","Truck","1.0759","0.71488972","2.2231","2.2163"
"Indiana","South Dakota","Other ag prods.","Truck","0.0003","0.00021005","0.0001","0.0001"
"Indiana","Tennessee","Other ag prods.","Truck","2.2132","0.76919512","2.9612","2.9521"
"Indiana","Texas","Other ag prods.","Truck","13.8942","13.07585056","27.1154","27.0316"
"Indiana","Utah","Other ag prods.","Truck","0","0","0","0"
"Indiana","Vermont","Other ag prods.","Truck","1.0766","0.95438682","2.3196","2.3125"
"Indiana","Virginia","Other ag prods.","Truck","4.5182","2.59339435","12.3723","12.3342"
"Indiana","Washington","Other ag prods.","Truck","0.0078","0.01759163","0.2169","0.2162"
"Indiana","West Virginia","Other ag prods.","Truck","8.7087","3.33361135","1.2609","1.257"
"Indiana","Wisconsin","Other ag prods.","Truck","34.2528","12.29010451","54.2045","54.0373"
"Indiana","Wyoming","Other ag prods.","Truck","0","0","0","0"
"Iowa","Alabama","Other ag prods.","Truck","0.0026","0.00223856","0.0014","0.0014"
"Iowa","Alaska","Other ag prods.","Truck","0","0","0","0"
"Iowa","Arizona","Other ag prods.","Truck","0.0004","0.00075869","0.0001","0.0001"
"Iowa","Arkansas","Other ag prods.","Truck","0.0097","0.00572925","0.0051","0.0051"
"Iowa","California","Other ag prods.","Truck","61.4551","108.246822","48.3619","48.2128"
"Iowa","Colorado","Other ag prods.","Truck","0.0069","0.00536345","0.0036","0.0036"
"Iowa","Connecticut","Other ag prods.","Truck","1.1219","1.34595473","0.8671","0.8644"
"Iowa","Delaware","Other ag prods.","Truck","0.0002","0.00026309","0.0001","0.0001"
"Iowa","Washington DC","Other ag prods.","Truck","0.0003","0.00034479","0.0002","0.0002"
"Iowa","Florida","Other ag prods.","Truck","0.0016","0.00245961","0.0008","0.0008"
"Iowa","Georgia","Other ag prods.","Truck","42.4108","43.47720578","34.3019","34.1961"
"Iowa","Idaho","Other ag prods.","Truck","95.0481","130.95054378","42.6421","42.5106"
"Iowa","Illinois","Other ag prods.","Truck","780.4989","242.96456996","249.0875","248.3191"
"Iowa","Indiana","Other ag prods.","Truck","0.0745","0.03307908","0.0388","0.0386"
"Iowa","Iowa","Other ag prods.","Truck","11321.8557","1106.06741979","3475.1415","3464.4206"
"Iowa","Kansas","Other ag prods.","Truck","14.5155","4.33596307","8.8154","8.7882"
"Iowa","Kentucky","Other ag prods.","Truck","0.0105","0.00658345","0.0054","0.0054"
"Iowa","Louisiana","Other ag prods.","Truck","0.2575","0.2529588","0.1563","0.1558"
"Iowa","Maine","Other ag prods.","Truck","0.0002","0.00025636","0","0"
"Iowa","Maryland","Other ag prods.","Truck","0.0021","0.00210272","0.001","0.001"
"Iowa","Massachusetts","Other ag prods.","Truck","0.0009","0.00116937","0.0006","0.0006"
"Iowa","Michigan","Other ag prods.","Truck","10.7233","5.46417476","7.1768","7.1546"
"Iowa","Minnesota","Other ag prods.","Truck","1142.2265","338.29871482","294.6053","293.6964"
"Iowa","Mississippi","Other ag prods.","Truck","0.0021","0.00176362","0.0011","0.0011"
"Iowa","Missouri","Other ag prods.","Truck","127.74","44.68116773","67.8961","67.6866"
"Iowa","Montana","Other ag prods.","Truck","0.0002","0.00022712","0.0001","0.0001"
"Iowa","Nebraska","Other ag prods.","Truck","308.5929","82.92338165","123.6785","123.297"
"Iowa","Nevada","Other ag prods.","Truck","0.0002","0.00032583","0.0001","0.0001"
"Iowa","New Hampshire","Other ag prods.","Truck","0.0002","0.0002898","0.0001","0.0001"
"Iowa","New Jersey","Other ag prods.","Truck","0.0023","0.00255208","0.0011","0.0011"
"Iowa","New Mexico","Other ag prods.","Truck","0.0004","0.00051328","0.0002","0.0002"
"Iowa","New York","Other ag prods.","Truck","0.0052","0.0054074","0.0027","0.0027"
"Iowa","North Carolina","Other ag prods.","Truck","0.0027","0.00285226","0.0013","0.0013"
"Iowa","North Dakota","Other ag prods.","Truck","0.0052","0.0031138","0.0027","0.0027"
"Iowa","Ohio","Other ag prods.","Truck","31.2604","19.71725467","7.381","7.3583"
"Iowa","Oklahoma","Other ag prods.","Truck","33.1282","20.61217461","9.7995","9.7692"
"Iowa","Oregon","Other ag prods.","Truck","33.2337","62.57318979","23.8137","23.7403"
"Iowa","Pennsylvania","Other ag prods.","Truck","4.111","3.95742256","14.3175","14.2733"
"Iowa","Rhode Island","Other ag prods.","Truck","0.0001","0.00014366","0.0001","0.0001"
"Iowa","South Carolina","Other ag prods.","Truck","0.0011","0.00109742","0.0005","0.0005"
"Iowa","South Dakota","Other ag prods.","Truck","10.2287","4.22547856","3.6543","3.6431"
"Iowa","Tennessee","Other ag prods.","Truck","0.0098","0.00693573","0.0052","0.0052"
"Iowa","Texas","Other ag prods.","Truck","4.2819","3.94269698","8.6499","8.6232"
"Iowa","Utah","Other ag prods.","Truck","0.0005","0.00064268","0.0003","0.0003"
"Iowa","Vermont","Other ag prods.","Truck","0.0001","0.00017911","0","0"
"Iowa","Virginia","Other ag prods.","Truck","140.2432","141.99538991","98.0068","97.7045"
"Iowa","Washington","Other ag prods.","Truck","2.4634","4.29881878","1.7918","1.7863"
"Iowa","West Virginia","Other ag prods.","Truck","0.0012","0.00100435","0.0007","0.0007"
"Iowa","Wisconsin","Other ag prods.","Truck","63.0127","20.29293494","32.703","32.6021"
"Iowa","Wyoming","Other ag prods.","Truck","0.0006","0.00054414","0.0004","0.0004"
"Kansas","Alabama","Other ag prods.","Truck","0.9107","0.79938873","0.0608","0.0606"
"Kansas","Alaska","Other ag prods.","Truck","0","0","0","0"
"Kansas","Arizona","Other ag prods.","Truck","0.005","0.0053832","0.0025","0.0025"
"Kansas","Arkansas","Other ag prods.","Truck","3.947","1.72494121","1.2886","1.2847"
"Kansas","California","Other ag prods.","Truck","15.7265","22.82568195","10.8277","10.7943"
"Kansas","Colorado","Other ag prods.","Truck","102.4617","56.36067645","14.4869","14.4421"
"Kansas","Connecticut","Other ag prods.","Truck","0.0005","0.00085422","0.0002","0.0002"
"Kansas","Delaware","Other ag prods.","Truck","0.0002","0.00027819","0.0001","0.0001"
"Kansas","Washington DC","Other ag prods.","Truck","0.0003","0.00041678","0.0001","0.0001"
"Kansas","Florida","Other ag prods.","Truck","0.0027","0.00386652","0.0012","0.0012"
"Kansas","Georgia","Other ag prods.","Truck","0.0053","0.00537691","0.0027","0.0026"
"Kansas","Idaho","Other ag prods.","Truck","0.0007","0.00089093","0.0003","0.0003"
"Kansas","Illinois","Other ag prods.","Truck","6.6556","1.90829752","4.7346","4.72"
"Kansas","Indiana","Other ag prods.","Truck","0.0157","0.01104911","0.0081","0.008"
"Kansas","Iowa","Other ag prods.","Truck","85.0998","37.14946928","28.6525","28.5641"
"Kansas","Kansas","Other ag prods.","Truck","4582.0121","441.71798659","1486.9486","1482.3612"
"Kansas","Kentucky","Other ag prods.","Truck","0.009","0.00674928","0.0046","0.0045"
"Kansas","Louisiana","Other ag prods.","Truck","0.0072","0.00560358","0.004","0.004"
"Kansas","Maine","Other ag prods.","Truck","0.0002","0.00027731","0","0"
"Kansas","Maryland","Other ag prods.","Truck","0.0012","0.00157204","0.0007","0.0007"
"Kansas","Massachusetts","Other ag prods.","Truck","0.0008","0.00128066","0.0004","0.0004"
"Kansas","Michigan","Other ag prods.","Truck","0.0305","0.02764558","0.1757","0.1752"
"Kansas","Minnesota","Other ag prods.","Truck","20.1761","13.28247353","6.8793","6.8581"
"Kansas","Mississippi","Other ag prods.","Truck","0.0046","0.00356834","0.0024","0.0024"
"Kansas","Missouri","Other ag prods.","Truck","802.8298","156.4749877","340.2027","339.1531"
"Kansas","Montana","Other ag prods.","Truck","0.0006","0.00069813","0.0003","0.0003"
"Kansas","Nebraska","Other ag prods.","Truck","243.3542","65.45315017","60.2572","60.0714"
"Kansas","Nevada","Other ag prods.","Truck","0.0013","0.00156057","0.0007","0.0007"
"Kansas","New Hampshire","Other ag prods.","Truck","0.0001","0.00020067","0.0001","0.0001"
"Kansas","New Jersey","Other ag prods.","Truck","0.0016","0.0022287","0.0008","0.0008"
"Kansas","New Mexico","Other ag prods.","Truck","1.0032","0.65672263","0.5469","0.5452"
"Kansas","New York","Other ag prods.","Truck","3.3772","4.53940243","2.2527","2.2457"
"Kansas","North Carolina","Other ag prods.","Truck","0.0028","0.00328327","0.0014","0.0014"
"Kansas","North Dakota","Other ag prods.","Truck","0.0022","0.00167479","0.0011","0.0011"
"Kansas","Ohio","Other ag prods.","Truck","0.0126","0.01107724","0.0067","0.0066"
"Kansas","Oklahoma","Other ag prods.","Truck","61.7094","15.67225884","21.912","21.8443"
"Kansas","Oregon","Other ag prods.","Truck","0.0004","0.00076818","0.0002","0.0002"
"Kansas","Pennsylvania","Other ag prods.","Truck","0.108","0.14180991","0.0811","0.0809"
"Kansas","Rhode Island","Other ag prods.","Truck","0.0001","0.00018485","0.0001","0.0001"
"Kansas","South Carolina","Other ag prods.","Truck","0.0012","0.00144742","0.0007","0.0007"
"Kansas","South Dakota","Other ag prods.","Truck","0.0121","0.00628799","0.0062","0.0061"
"Kansas","Tennessee","Other ag prods.","Truck","6.4387","3.76881139","5.0704","5.0547"
"Kansas","Texas","Other ag prods.","Truck","81.1386","45.08985972","12.0407","12.0036"
"Kansas","Utah","Other ag prods.","Truck","0.0039","0.00398963","0.0021","0.0021"
"Kansas","Vermont","Other ag prods.","Truck","0.0001","0.00019633","0","0"
"Kansas","Virginia","Other ag prods.","Truck","0.0023","0.00278677","0.0011","0.0011"
"Kansas","Washington","Other ag prods.","Truck","0.0006","0.00123187","0.0003","0.0003"
"Kansas","West Virginia","Other ag prods.","Truck","0.0009","0.0009129","0.0005","0.0005"
"Kansas","Wisconsin","Other ag prods.","Truck","0.0143","0.0104592","0.0073","0.0073"
"Kansas","Wyoming","Other ag prods.","Truck","0.0045","0.00367318","0.0023","0.0023"
"Kentucky","Alabama","Other ag prods.","Truck","11.925","4.87053113","27.9597","27.8734"
"Kentucky","Arizona","Other ag prods.","Truck","0.0001","0.0002481","0","0"
"Kentucky","Arkansas","Other ag prods.","Truck","4.4695","2.51869761","12.2598","12.222"
"Kentucky","California","Other ag prods.","Truck","0.0001","0.00024014","0.0001","0.0001"
"Kentucky","Colorado","Other ag prods.","Truck","0.0004","0.00053397","0.0002","0.0002"
"Kentucky","Connecticut","Other ag prods.","Truck","0.0014","0.00129525","0.0007","0.0007"
"Kentucky","Delaware","Other ag prods.","Truck","0.0011","0.00071798","0.0005","0.0005"
"Kentucky","Washington DC","Other ag prods.","Truck","0.0027","0.00158935","0.0014","0.0014"
"Kentucky","Florida","Other ag prods.","Truck","0.0071","0.00600787","0.0037","0.0037"
"Kentucky","Georgia","Other ag prods.","Truck","40.7646","15.37532812","54.8985","54.7291"
"Kentucky","Idaho","Other ag prods.","Truck","0","0","0","0"
"Kentucky","Illinois","Other ag prods.","Truck","17.8644","6.83008784","38.4898","38.371"
"Kentucky","Indiana","Other ag prods.","Truck","215.8009","46.5357513","240.9855","240.2421"
"Kentucky","Iowa","Other ag prods.","Truck","0.0034","0.00211641","0.0018","0.0018"
"Kentucky","Kansas","Other ag prods.","Truck","3.0024","2.22690758","9.3421","9.3133"
"Kentucky","Kentucky","Other ag prods.","Truck","2300.5244","204.65588408","823.1085","820.5691"
"Kentucky","Louisiana","Other ag prods.","Truck","0.0037","0.00270125","0.0016","0.0016"
"Kentucky","Maine","Other ag prods.","Truck","0.0001","0.00012859","0.0001","0.0001"
"Kentucky","Maryland","Other ag prods.","Truck","0.011","0.00661247","0.0056","0.0056"
"Kentucky","Massachusetts","Other ag prods.","Truck","0.0019","0.00186261","0.0009","0.0009"
"Kentucky","Michigan","Other ag prods.","Truck","13.1341","5.68604823","21.6659","21.5991"
"Kentucky","Minnesota","Other ag prods.","Truck","0.0027","0.00210784","0.0013","0.0013"
"Kentucky","Mississippi","Other ag prods.","Truck","0.0167","0.00891527","0.0087","0.0087"
"Kentucky","Missouri","Other ag prods.","Truck","2.278","0.77296223","4.2939","4.2806"
"Kentucky","Montana","Other ag prods.","Truck","0","0","0","0"
"Kentucky","Nebraska","Other ag prods.","Truck","0.0008","0.00064703","0.0004","0.0004"
"Kentucky","Nevada","Other ag prods.","Truck","0","0","0","0"
"Kentucky","New Hampshire","Other ag prods.","Truck","0.0002","0.00023024","0.0001","0.0001"
"Kentucky","New Jersey","Other ag prods.","Truck","0.0062","0.00453249","0.0032","0.0032"
"Kentucky","New Mexico","Other ag prods.","Truck","0.0001","0.00012599","0","0"
"Kentucky","New York","Other ag prods.","Truck","0.014","0.01017113","0.0074","0.0074"
"Kentucky","North Carolina","Other ag prods.","Truck","9.6147","4.3099913","35.3599","35.2508"
"Kentucky","North Dakota","Other ag prods.","Truck","0.0001","0.00011615","0","0"
"Kentucky","Ohio","Other ag prods.","Truck","133.9627","34.15064645","210.0122","209.3645"
"Kentucky","Oklahoma","Other ag prods.","Truck","0.0023","0.00167974","0.0012","0.0012"
"Kentucky","Oregon","Other ag prods.","Truck","0","0","0","0"
"Kentucky","Pennsylvania","Other ag prods.","Truck","6.3715","2.68992888","11.6562","11.6203"
"Kentucky","Rhode Island","Other ag prods.","Truck","0.0002","0.00020633","0.0001","0.0001"
"Kentucky","South Carolina","Other ag prods.","Truck","0.0343","0.01415422","0.0176","0.0176"
"Kentucky","South Dakota","Other ag prods.","Truck","0.0001","0.00011235","0.0001","0.0001"
"Kentucky","Tennessee","Other ag prods.","Truck","2284.4605","475.45178466","224.9038","224.2099"
"Kentucky","Texas","Other ag prods.","Truck","1.1977","1.00279142","2.3884","2.381"
"Kentucky","Utah","Other ag prods.","Truck","0","0","0","0"
"Kentucky","Vermont","Other ag prods.","Truck","0.0001","0.00011235","0.0001","0.0001"
"Kentucky","Virginia","Other ag prods.","Truck","90.8356","32.51117306","93.071","92.7839"
"Kentucky","Washington","Other ag prods.","Truck","0","0","0","0"
"Kentucky","West Virginia","Other ag prods.","Truck","81.9638","22.0320975","44.2853","44.1486"
"Kentucky","Wisconsin","Other ag prods.","Truck","0.0652","0.03147101","1.1714","1.1678"
"Kentucky","Wyoming","Other ag prods.","Truck","0","0","0","0"
"Louisiana","Alabama","Other ag prods.","Truck","34.0649","12.55278365","25.691","25.6117"
"Louisiana","Arizona","Other ag prods.","Truck","0.0007","0.00100109","0.0002","0.0002"
"Louisiana","Arkansas","Other ag prods.","Truck","20.0167","9.31453756","21.6328","21.5661"
"Louisiana","California","Other ag prods.","Truck","0.0009","0.00174019","0.0006","0.0006"
"Louisiana","Colorado","Other ag prods.","Truck","6.6598","9.18878597","3.4404","3.4298"
"Louisiana","Connecticut","Other ag prods.","Truck","0.0002","0.00031764","0.0001","0.0001"
"Louisiana","Delaware","Other ag prods.","Truck","0.0001","0.00012043","0.0001","0.0001"
"Louisiana","Washington DC","Other ag prods.","Truck","0.0002","0.000273","0.0001","0.0001"
"Louisiana","Florida","Other ag prods.","Truck","6.1162","4.88386615","4.3584","4.345"
"Louisiana","Georgia","Other ag prods.","Truck","75.2673","40.88200753","60.4038","60.2174"
"Louisiana","Idaho","Other ag prods.","Truck","0","0","0","0"
"Louisiana","Illinois","Other ag prods.","Truck","48.9639","44.55595712","35.6762","35.5661"
"Louisiana","Indiana","Other ag prods.","Truck","24.7783","21.32460299","13.9218","13.8789"
"Louisiana","Iowa","Other ag prods.","Truck","176.2754","176.95661014","30.0646","29.9719"
"Louisiana","Kansas","Other ag prods.","Truck","0.0046","0.00322901","0.0023","0.0023"
"Louisiana","Kentucky","Other ag prods.","Truck","6.7539","4.80073819","4.6544","4.6401"
"Louisiana","Louisiana","Other ag prods.","Truck","1568.4854","133.55796247","807.3395","804.8489"
"Louisiana","Maine","Other ag prods.","Truck","0","0","0","0"
"Louisiana","Maryland","Other ag prods.","Truck","0.0009","0.00103132","0.0004","0.0004"
"Louisiana","Massachusetts","Other ag prods.","Truck","65.7415","100.79161759","10.2284","10.1969"
"Louisiana","Michigan","Other ag prods.","Truck","0.0022","0.00231719","0.0011","0.001"
"Louisiana","Minnesota","Other ag prods.","Truck","0.0014","0.00165069","0.0007","0.0007"
"Louisiana","Mississippi","Other ag prods.","Truck","85.8461","21.05094103","43.0079","42.8753"
"Louisiana","Missouri","Other ag prods.","Truck","26.5134","17.95092739","20.9258","20.8613"
"Louisiana","Montana","Other ag prods.","Truck","0","0","0","0"
"Louisiana","Nebraska","Other ag prods.","Truck","0.0009","0.00082553","0.0004","0.0004"
"Louisiana","Nevada","Other ag prods.","Truck","0.0001","0.0001771","0.0001","0.0001"
"Louisiana","New Hampshire","Other ag prods.","Truck","0","0","0","0"
"Louisiana","New Jersey","Other ag prods.","Truck","0.0008","0.00109645","0.0005","0.0005"
"Louisiana","New Mexico","Other ag prods.","Truck","0.0005","0.00051466","0.0003","0.0003"
"Louisiana","New York","Other ag prods.","Truck","6.8802","9.21855727","2.223","2.2162"
"Louisiana","North Carolina","Other ag prods.","Truck","7.1354","5.75813562","6.3783","6.3587"
"Louisiana","North Dakota","Other ag prods.","Truck","0.0001","0.000134","0","0"
"Louisiana","Ohio","Other ag prods.","Truck","39.3721","39.3912376","22.5703","22.5007"
"Louisiana","Oklahoma","Other ag prods.","Truck","12.4776","7.57440739","17.8434","17.7883"
"Louisiana","Oregon","Other ag prods.","Truck","0","0","0","0"
"Louisiana","Pennsylvania","Other ag prods.","Truck","1.2299","1.45288266","1.2385","1.2347"
"Louisiana","Rhode Island","Other ag prods.","Truck","0","0","0","0"
"Louisiana","South Carolina","Other ag prods.","Truck","7.0314","5.02977212","8.7662","8.7392"
"Louisiana","South Dakota","Other ag prods.","Truck","51.1573","67.67514853","5.6729","5.6554"
"Louisiana","Tennessee","Other ag prods.","Truck","49.7476","21.68557166","24.8868","24.81"
"Louisiana","Texas","Other ag prods.","Truck","80.8789","31.20602648","62.1575","61.9657"
"Louisiana","Utah","Other ag prods.","Truck","0.0001","0.00016942","0","0"
"Louisiana","Vermont","Other ag prods.","Truck","0","0","0","0"
"Louisiana","Virginia","Other ag prods.","Truck","0.0021","0.00227178","0.0008","0.0008"
"Louisiana","Washington","Other ag prods.","Truck","0","0","0","0"
"Louisiana","West Virginia","Other ag prods.","Truck","0.0005","0.00052906","0.0002","0.0002"
"Louisiana","Wisconsin","Other ag prods.","Truck","0.002","0.00219673","0.001","0.001"
"Louisiana","Wyoming","Other ag prods.","Truck","0","0","0","0"
"Maine","Alabama","Other ag prods.","Truck","5.6166","7.7854634","4.4407","4.427"
"Maine","Alaska","Other ag prods.","Truck","0","0","0","0"
"Maine","Arizona","Other ag prods.","Truck","0.0001","0.00026227","0","0"
"Maine","Arkansas","Other ag prods.","Truck","0.0004","0.00075455","0.0002","0.0002"
"Maine","California","Other ag prods.","Truck","1.0014","3.22131891","0.5085","0.507"
"Maine","Colorado","Other ag prods.","Truck","0.0003","0.0006389","0.0001","0.0001"
"Maine","Connecticut","Other ag prods.","Truck","15.0083","4.12960861","3.4476","3.4369"
"Maine","Delaware","Other ag prods.","Truck","0.0106","0.00560081","0.0056","0.0055"
"Maine","Washington DC","Other ag prods.","Truck","0.0053","0.00312364","0.0027","0.0027"
"Maine","Florida","Other ag prods.","Truck","3.1174","4.96879364","2.8637","2.8549"
"Maine","Georgia","Other ag prods.","Truck","19.7363","25.04096127","6.5993","6.579"
"Maine","Idaho","Other ag prods.","Truck","0","0","0","0"
"Maine","Illinois","Other ag prods.","Truck","2.1965","2.57175188","2.3872","2.3799"
"Maine","Indiana","Other ag prods.","Truck","0.0049","0.00549721","0.0026","0.0026"
"Maine","Iowa","Other ag prods.","Truck","0.0009","0.00132964","0.0005","0.0005"
"Maine","Kansas","Other ag prods.","Truck","1.1111","1.77200333","0.3421","0.3411"
"Maine","Kentucky","Other ag prods.","Truck","0.0027","0.0031274","0.0014","0.0014"
"Maine","Louisiana","Other ag prods.","Truck","0.0005","0.00092746","0.0003","0.0003"
"Maine","Maine","Other ag prods.","Truck","662.7793","47.02066502","397.1869","395.9616"
"Maine","Maryland","Other ag prods.","Truck","17.7344","10.69897267","9.1513","9.1231"
"Maine","Massachusetts","Other ag prods.","Truck","33.7038","6.9861559","15.9632","15.9139"
"Maine","Michigan","Other ag prods.","Truck","4.481","4.84337953","5.4214","5.4047"
"Maine","Minnesota","Other ag prods.","Truck","0.0012","0.00199957","0.0006","0.0006"
"Maine","Mississippi","Other ag prods.","Truck","0.0004","0.00071123","0.0002","0.0002"
"Maine","Missouri","Other ag prods.","Truck","5.8109","7.90530993","3.2909","3.2807"
"Maine","Montana","Other ag prods.","Truck","0","0","0","0"
"Maine","Nebraska","Other ag prods.","Truck","0.0003","0.00056886","0.0001","0.0001"
"Maine","Nevada","Other ag prods.","Truck","0.9262","2.70115099","1.1338","1.1303"
"Maine","New Hampshire","Other ag prods.","Truck","7.9482","1.26705938","16.8675","16.8155"
"Maine","New Jersey","Other ag prods.","Truck","43.526","17.94409869","24.4928","24.4173"
"Maine","New Mexico","Other ag prods.","Truck","0.0001","0.00014944","0","0"
"Maine","New York","Other ag prods.","Truck","116.0948","41.8108981","67.1715","66.9643"
"Maine","North Carolina","Other ag prods.","Truck","1.0666","1.02757056","2.5291","2.5213"
"Maine","North Dakota","Other ag prods.","Truck","0.0001","0.00013049","0","0"
"Maine","Ohio","Other ag prods.","Truck","0.9666","0.78905133","2.0106","2.0044"
"Maine","Oklahoma","Other ag prods.","Truck","0.0003","0.00056177","0.0002","0.0002"
"Maine","Oregon","Other ag prods.","Truck","0","0","0","0"
"Maine","Pennsylvania","Other ag prods.","Truck","11.6025","6.1655278","7.8082","7.7842"
"Maine","Rhode Island","Other ag prods.","Truck","4.6011","1.08449909","1.9542","1.9482"
"Maine","South Carolina","Other ag prods.","Truck","0.003","0.00337386","0.0016","0.0016"
"Maine","South Dakota","Other ag prods.","Truck","0.0001","9.973E-05","0","0"
"Maine","Tennessee","Other ag prods.","Truck","1.7162","2.0564437","0.7853","0.7829"
"Maine","Texas","Other ag prods.","Truck","0.0016","0.00316527","0.0007","0.0007"
"Maine","Utah","Other ag prods.","Truck","0.0001","0.00019437","0","0"
"Maine","Vermont","Other ag prods.","Truck","0.7907","0.19486387","0.7076","0.7054"
"Maine","Virginia","Other ag prods.","Truck","0.7671","0.64547629","2.076","2.0696"
"Maine","Washington","Other ag prods.","Truck","0.0001","0.00025466","0","0"
"Maine","West Virginia","Other ag prods.","Truck","1.1258","0.98159928","0.1664","0.1658"
