"DMS ORIG","DMS DEST","DMS_MODE","Total KTons in 2002","Total Ton-Mile in 2002","Total M$ in 2002"
"Washington DC","Kentucky","Truck","3.6402","2.13628856","12.2157"
"Washington DC","Louisiana","Truck","2.2411","2.53986826","6.9070"
"Washington DC","Maine","Truck","1.1610","0.70968857","3.7388"
"Washington DC","Maryland","Truck","441.2976","12.92784012","1664.8516"
"Washington DC","Massachusetts","Truck","8.5857","3.72756594","26.1258"
"Washington DC","Michigan","Truck","8.7542","5.17452773","29.3841"
"Washington DC","Minnesota","Truck","2.4712","2.83994764","7.5765"
"Washington DC","Mississippi","Truck","1.5871","1.51137971","5.2144"
"Washington DC","Missouri","Truck","3.1145","2.92596605","10.3847"
"Washington DC","Montana","Truck","0.2843","0.60279985","0.7803"
"Washington DC","Nebraska","Truck","0.7647","0.94353042","2.4196"
"Washington DC","Nevada","Truck","0.5778","1.42167865","1.5912"
"Washington DC","New Hampshire","Truck","1.3794","0.66477852","4.5346"
"Washington DC","New Jersey","Truck","28.7249","5.66763174","85.0873"
"Washington DC","New Mexico","Truck","0.6312","1.18760950","1.7761"
"Washington DC","New York","Truck","44.6528","12.05517092","129.8092"
"Washington DC","North Carolina","Truck","27.7609","9.19469310","267.6735"
"Washington DC","North Dakota","Truck","0.2275","0.33222815","0.7329"
"Washington DC","Ohio","Truck","14.7237","6.05884194","48.7618"
"Washington DC","Oklahoma","Truck","1.4835","1.91835609","4.7167"
"Washington DC","Oregon","Truck","0.9319","2.63866465","2.3448"
"Washington DC","Pennsylvania","Truck","51.4858","9.06100459","149.2155"
"Washington DC","Rhode Island","Truck","1.4452","0.58868767","4.5734"
"Washington DC","South Carolina","Truck","5.1956","2.50492728","15.2955"
"Washington DC","South Dakota","Truck","0.2902","0.40356507","0.9350"
"Washington DC","Tennessee","Truck","5.4527","3.43687983","96.0639"
"Washington DC","Texas","Truck","8.7531","12.72485411","45.6579"
"Washington DC","Utah","Truck","0.6260","1.31639601","1.9342"
"Washington DC","Vermont","Truck","0.7366","0.37540598","2.1746"
"Washington DC","Virginia","Truck","1553.9332","273.18697937","2065.4832"
"Washington DC","Washington","Truck","1.7502","4.83801279","4.2029"
"Washington DC","West Virginia","Truck","5.7242","1.68571258","20.4937"
"Washington DC","Wisconsin","Truck","3.1879","2.81195791","10.6066"
"Washington DC","Wyoming","Truck","0.1433","0.26424833","0.4751"
"Florida","Alabama","Truck","4422.5746","2243.71507854","5242.1165"
"Florida","Alaska","Truck","33.1865","155.18582117","6.1096"
"Florida","Arizona","Truck","139.2044","295.21889839","494.2085"
"Florida","Arkansas","Truck","765.3631","744.30571865","830.1059"
"Florida","California","Truck","1426.1903","3709.77092177","5592.1211"
"Florida","Colorado","Truck","108.0008","204.26127516","301.8988"
"Florida","Connecticut","Truck","318.7734","404.96350915","939.4905"
"Florida","Delaware","Truck","110.6097","103.03759230","56.4799"
"Florida","Washington DC","Truck","6.9959","6.42424315","17.5467"
"Florida","Florida","Truck","484590.4944","47511.20986551","320522.5397"
"Florida","Georgia","Truck","12900.2594","4734.38241130","12835.4031"
"Florida","Idaho","Truck","6.1575","16.21898178","23.5307"
"Florida","Illinois","Truck","818.6271","927.25422692","2349.0024"
"Florida","Indiana","Truck","695.1116","737.94852804","1351.8121"
"Florida","Iowa","Truck","70.2160","94.53777211","209.6288"
"Florida","Kansas","Truck","116.7763","152.99656066","757.2239"
"Florida","Kentucky","Truck","502.7624","422.97394996","1068.2074"
"Florida","Louisiana","Truck","1035.1674","725.51056167","1667.2660"
"Florida","Maine","Truck","32.9301","51.25116685","132.1986"
"Florida","Maryland","Truck","376.8484","348.13240770","972.6686"
"Florida","Massachusetts","Truck","312.0352","423.55108665","876.0716"
"Florida","Michigan","Truck","325.2700","403.99585584","942.9801"
"Florida","Minnesota","Truck","149.6246","232.90499715","509.6569"
"Florida","Mississippi","Truck","717.1641","459.39018201","1227.9533"
"Florida","Missouri","Truck","313.5934","348.04089148","877.9284"
"Florida","Montana","Truck","8.1666","20.73063375","32.6042"
"Florida","Nebraska","Truck","33.8567","50.14381805","99.1189"
"Florida","Nevada","Truck","76.1585","204.08893032","1845.4493"
"Florida","New Hampshire","Truck","50.0815","68.66310633","154.7977"
"Florida","New Jersey","Truck","868.1328","994.99530494","2785.0778"
"Florida","New Mexico","Truck","48.7175","85.22527799","73.0340"
"Florida","New York","Truck","900.6500","1121.28394306","1808.4652"
"Florida","North Carolina","Truck","2095.6873","1232.79609979","6004.4534"
"Florida","North Dakota","Truck","3.1498","6.03877272","6.9100"
"Florida","Ohio","Truck","1305.7657","1356.77343735","2463.8571"
"Florida","Oklahoma","Truck","116.2798","143.25650723","484.2338"
"Florida","Oregon","Truck","147.2686","453.94529173","337.5660"
"Florida","Pennsylvania","Truck","917.1191","1002.05316253","2240.6741"
"Florida","Rhode Island","Truck","56.4876","71.11443099","166.9693"
"Florida","South Carolina","Truck","1631.1111","824.26095065","3010.8937"
"Florida","South Dakota","Truck","7.0949","12.73860175","49.4117"
"Florida","Tennessee","Truck","978.6055","675.68764167","2544.8416"
"Florida","Texas","Truck","1768.8648","1994.72341316","4749.1785"
"Florida","Utah","Truck","18.4944","42.80184228","218.3132"
"Florida","Vermont","Truck","28.2443","40.05557780","12.6578"
"Florida","Virginia","Truck","712.9366","560.75156427","2236.2224"
"Florida","Washington","Truck","201.7525","627.08095135","679.7879"
"Florida","West Virginia","Truck","66.5769","57.87528991","188.7793"
"Florida","Wisconsin","Truck","469.7778","628.85922885","1137.7865"
"Florida","Wyoming","Truck","5.2491","11.00528564","18.3253"
"Georgia","Alabama","Truck","12600.4630","2906.17653830","13267.9036"
"Georgia","Alaska","Truck","159.9406","690.94343893","10.4494"
"Georgia","Arizona","Truck","183.3589","346.16905968","581.3640"
"Georgia","Arkansas","Truck","685.5896","464.33086879","1532.4717"
"Georgia","California","Truck","1435.1071","3341.16772070","5726.8556"
"Georgia","Colorado","Truck","362.5818","528.79631510","879.3167"
"Georgia","Connecticut","Truck","171.1821","169.71759786","385.5717"
"Georgia","Delaware","Truck","112.0178","83.71793219","692.4470"
"Georgia","Washington DC","Truck","7.6621","4.88171091","48.3376"
"Georgia","Florida","Truck","15703.5957","6545.95730680","30197.4382"
"Georgia","Georgia","Truck","318589.2717","23580.27246110","153842.3922"
"Georgia","Idaho","Truck","62.3373","143.62731244","69.5488"
"Georgia","Illinois","Truck","1532.3417","1161.84311381","4416.6386"
"Georgia","Indiana","Truck","969.7013","607.09501312","2736.6049"
"Georgia","Iowa","Truck","495.6331","488.95876056","797.2056"
"Georgia","Kansas","Truck","175.8180","168.60292731","337.3845"
"Georgia","Kentucky","Truck","1452.7645","671.19964225","3373.9865"
"Georgia","Louisiana","Truck","914.8811","499.79686292","3828.4606"
"Georgia","Maine","Truck","51.6997","66.88328324","249.0129"
"Georgia","Maryland","Truck","1162.5221","779.02309300","1987.1290"
"Georgia","Massachusetts","Truck","550.3528","605.68424073","1184.7390"
"Georgia","Michigan","Truck","698.8019","599.70583814","2123.8428"
"Georgia","Minnesota","Truck","850.1731","1048.32546628","1805.4401"
"Georgia","Mississippi","Truck","1849.7759","756.23518902","3226.8957"
"Georgia","Missouri","Truck","1065.7169","713.67919629","1846.4100"
"Georgia","Montana","Truck","25.3219","55.04884914","101.6563"
"Georgia","Nebraska","Truck","783.2541","880.48928457","259.8674"
"Georgia","Nevada","Truck","135.3647","282.67477829","106.5314"
"Georgia","New Hampshire","Truck","117.7422","134.30572811","528.6352"
"Georgia","New Jersey","Truck","1202.0383","1031.89777813","4271.6832"
"Georgia","New Mexico","Truck","14.8918","22.24565449","66.3294"
"Georgia","New York","Truck","2332.7450","2170.17134286","3092.9437"
"Georgia","North Carolina","Truck","8677.3992","2898.58006462","16240.1886"
"Georgia","North Dakota","Truck","1.6110","2.42690125","50.7947"
"Georgia","Ohio","Truck","2305.5625","1491.04961314","5471.1498"
"Georgia","Oklahoma","Truck","1372.0935","1293.35036485","2020.1803"
"Georgia","Oregon","Truck","192.1259","516.32078982","785.3853"
"Georgia","Pennsylvania","Truck","1817.0222","1386.56917045","3701.1569"
"Georgia","Rhode Island","Truck","22.6457","24.67983693","80.6889"
"Georgia","South Carolina","Truck","12305.8752","2859.33790111","13412.5653"
"Georgia","South Dakota","Truck","21.4061","29.86235409","71.0206"
"Georgia","Tennessee","Truck","6561.3653","1941.05627969","13782.0909"
"Georgia","Texas","Truck","2607.1545","2299.03527857","7810.4980"
"Georgia","Utah","Truck","720.4513","1431.51831608","338.6757"
"Georgia","Vermont","Truck","71.6291","82.26592947","157.6239"
"Georgia","Virginia","Truck","2125.4027","1164.26263528","3243.9675"
"Georgia","Washington","Truck","146.5407","401.16935876","869.1643"
"Georgia","West Virginia","Truck","394.5286","226.91675360","948.4698"
"Georgia","Wisconsin","Truck","541.8588","510.84802036","1784.3781"
"Georgia","Wyoming","Truck","19.3958","33.82625612","12.0181"
"Hawaii","Hawaii","Truck","17752.8018","445.05974872","15675.6969"
"Idaho","Alabama","Truck","91.3489","191.11352235","47.7280"
"Idaho","Alaska","Truck","2.3067","6.31622084","32.4312"
"Idaho","Arizona","Truck","315.5262","327.80644101","259.9826"
"Idaho","Arkansas","Truck","23.2431","40.16219708","23.1768"
"Idaho","California","Truck","1146.6885","954.13693560","1580.4145"
"Idaho","Colorado","Truck","505.8021","425.12558650","432.0807"
"Idaho","Connecticut","Truck","7.3111","18.45769294","21.9602"
"Idaho","Delaware","Truck","0.2393","0.57243741","0.7574"
"Idaho","Washington DC","Truck","0.1979","0.46209104","3.7794"
"Idaho","Florida","Truck","249.7577","654.40009263","369.0947"
"Idaho","Georgia","Truck","313.3766","674.75591467","269.6587"
"Idaho","Idaho","Truck","70722.4183","7540.60920315","31860.0948"
"Idaho","Illinois","Truck","334.6129","548.67790371","365.7906"
"Idaho","Indiana","Truck","136.6420","240.89217702","114.6686"
"Idaho","Iowa","Truck","59.7707","83.29804740","120.0485"
"Idaho","Kansas","Truck","57.6327","75.95919580","59.5414"
"Idaho","Kentucky","Truck","97.7569","183.72371269","48.5971"
"Idaho","Louisiana","Truck","32.2004","69.13986620","46.0498"
"Idaho","Maine","Truck","20.8660","57.80265781","17.7789"
"Idaho","Maryland","Truck","34.3793","80.78161070","60.1857"
"Idaho","Massachusetts","Truck","39.6477","103.93226145","71.0670"
"Idaho","Michigan","Truck","91.7383","170.48389929","158.3580"
"Idaho","Minnesota","Truck","96.4395","132.01401424","190.9199"
"Idaho","Mississippi","Truck","39.5901","82.11303660","31.6462"
"Idaho","Missouri","Truck","119.1750","176.04555828","350.4080"
"Idaho","Montana","Truck","1114.7263","494.20606679","529.3884"
"Idaho","Nebraska","Truck","49.3558","56.70348179","37.0267"
"Idaho","Nevada","Truck","692.4652","403.28782463","495.6777"
"Idaho","New Hampshire","Truck","5.7799","15.27395744","12.2898"
"Idaho","New Jersey","Truck","23.8817","57.73539983","58.2387"
"Idaho","New Mexico","Truck","22.5089","23.43840780","31.9785"
"Idaho","New York","Truck","139.8036","331.40907424","231.1397"
"Idaho","North Carolina","Truck","71.9580","171.13939372","76.1078"
"Idaho","North Dakota","Truck","50.0528","53.39793679","24.9214"
"Idaho","Ohio","Truck","327.7505","637.74489335","202.7637"
"Idaho","Oklahoma","Truck","67.3862","102.18377996","172.3230"
"Idaho","Oregon","Truck","2299.2921","1229.18691029","1126.1475"
"Idaho","Pennsylvania","Truck","224.1505","503.28517718","316.9384"
"Idaho","Rhode Island","Truck","4.1881","10.82107270","5.7960"
"Idaho","South Carolina","Truck","67.2179","159.65006516","84.1724"
"Idaho","South Dakota","Truck","11.7317","13.12169856","7.5024"
"Idaho","Tennessee","Truck","18.9912","38.53609468","109.0864"
"Idaho","Texas","Truck","549.1430","932.61271843","888.0707"
"Idaho","Utah","Truck","2435.3382","931.03866934","2877.8786"
"Idaho","Vermont","Truck","2.5107","6.37661944","3.1560"
"Idaho","Virginia","Truck","51.9329","124.22873082","329.3855"
"Idaho","Washington","Truck","6694.7918","3154.53198535","3832.0206"
"Idaho","West Virginia","Truck","9.3684","19.82606636","6.5126"
"Idaho","Wisconsin","Truck","187.7901","303.27701442","368.1720"
"Idaho","Wyoming","Truck","598.3539","346.29134916","454.3573"
"Illinois","Alabama","Truck","1251.9590","814.14721337","2879.6665"
"Illinois","Alaska","Truck","28.8247","102.49810613","41.9046"
"Illinois","Arizona","Truck","474.2672","836.10381053","1697.0261"
"Illinois","Arkansas","Truck","1098.4174","630.24522046","2170.3320"
"Illinois","California","Truck","3374.3360","6861.69875653","10946.6865"
"Illinois","Colorado","Truck","831.0844","831.77855327","2739.4181"
"Illinois","Connecticut","Truck","198.9367","188.84470463","1324.4333"
"Illinois","Delaware","Truck","18.6731","14.77786231","262.2946"
"Illinois","Washington DC","Truck","8.8400","6.45226271","28.7915"
"Illinois","Florida","Truck","1627.0589","1995.25806575","4968.9319"
"Illinois","Georgia","Truck","2658.9290","1916.92945083","7124.1138"
"Illinois","Idaho","Truck","206.4675","340.47519613","232.1643"
"Illinois","Illinois","Truck","661513.5184","41667.49553650","530019.0746"
"Illinois","Indiana","Truck","49312.4248","7532.79230480","56284.1710"
"Illinois","Iowa","Truck","14804.2235","4792.98377549","14622.4863"
"Illinois","Kansas","Truck","1400.6266","702.96436098","2646.6528"
"Illinois","Kentucky","Truck","6403.6107","2243.00103288","9336.7264"
"Illinois","Louisiana","Truck","1668.8932","1456.02592545","2064.8989"
"Illinois","Maine","Truck","207.8049","246.18630959","367.8602"
"Illinois","Maryland","Truck","863.9034","644.18845250","2060.1158"
"Illinois","Massachusetts","Truck","687.3900","709.37011220","2999.4264"
"Illinois","Michigan","Truck","14093.5281","4021.76167138","23907.0991"
"Illinois","Minnesota","Truck","3804.3147","1759.13313462","9074.9836"
"Illinois","Mississippi","Truck","920.8469","637.31112817","1978.1854"
"Illinois","Missouri","Truck","27603.5346","4794.10567429","41121.7388"
"Illinois","Montana","Truck","77.2415","110.18664846","476.6985"
"Illinois","Nebraska","Truck","817.2212","428.48523787","2400.7898"
"Illinois","Nevada","Truck","222.3738","397.12628742","1230.5694"
"Illinois","New Hampshire","Truck","173.2377","176.73174234","420.9069"
"Illinois","New Jersey","Truck","2135.4735","1763.36350033","4452.3689"
"Illinois","New Mexico","Truck","144.9389","192.86439503","393.5730"
"Illinois","New York","Truck","1368.6934","1059.70128419","6375.3503"
"Illinois","North Carolina","Truck","1633.2213","1291.41588954","5052.8333"
"Illinois","North Dakota","Truck","808.3910","757.89384097","732.1797"
"Illinois","Ohio","Truck","10783.6267","3987.16338142","19449.0701"
"Illinois","Oklahoma","Truck","615.1181","402.32801555","1852.3667"
"Illinois","Oregon","Truck","622.8068","1329.02894788","1168.9488"
"Illinois","Pennsylvania","Truck","4811.6512","3192.23613193","9047.5475"
"Illinois","Rhode Island","Truck","11.6329","11.64318830","42.0703"
"Illinois","South Carolina","Truck","614.2116","509.34207491","1314.9819"
"Illinois","South Dakota","Truck","207.1600","140.17993055","585.2220"
"Illinois","Tennessee","Truck","3184.1141","1503.51484762","8328.5994"
"Illinois","Texas","Truck","4173.0646","4019.94738754","13479.6339"
"Illinois","Utah","Truck","313.7691","437.45626561","781.7455"
"Illinois","Vermont","Truck","43.2266","42.24486836","116.6943"
"Illinois","Virginia","Truck","637.5560","499.41360972","1646.8318"
"Illinois","Washington","Truck","297.8469","617.30958399","995.1016"
"Illinois","West Virginia","Truck","143.8977","77.92554274","759.9767"
"Illinois","Wisconsin","Truck","39706.7504","7900.76809866","43780.2045"
"Illinois","Wyoming","Truck","152.8090","175.25281064","291.5631"
"Indiana","Alabama","Truck","594.6172","347.90118923","996.1010"
"Indiana","Alaska","Truck","0.9754","3.65096272","4.6596"
"Indiana","Arizona","Truck","206.4056","366.59743081","826.7653"
"Indiana","Arkansas","Truck","896.7733","561.50081193","1315.9467"
"Indiana","California","Truck","1889.6320","4064.75852371","5551.1087"
"Indiana","Colorado","Truck","381.7385","429.14447082","1453.6242"
"Indiana","Connecticut","Truck","254.7931","214.03659425","1146.3568"
"Indiana","Delaware","Truck","114.5210","77.25118764","520.9570"
"Indiana","Washington DC","Truck","3.2188","1.95800289","8.1384"
"Indiana","Florida","Truck","886.3526","891.23145125","4924.1393"
"Indiana","Georgia","Truck","1179.2143","748.82356547","4624.5288"
"Indiana","Idaho","Truck","56.4411","102.58400126","494.9408"
"Indiana","Illinois","Truck","24920.1105","3774.17248758","27543.4688"
"Indiana","Indiana","Truck","263787.8948","21776.65278086","103316.6363"
"Indiana","Iowa","Truck","1573.0777","674.62362206","3331.9740"
"Indiana","Kansas","Truck","1133.3156","719.34694114","2422.4911"
"Indiana","Kentucky","Truck","13116.3722","2788.42408708","20861.6719"
"Indiana","Louisiana","Truck","140.7095","123.79900690","477.5317"
"Indiana","Maine","Truck","89.1373","97.45510468","550.6359"
"Indiana","Maryland","Truck","617.0130","390.68646170","2255.4142"
"Indiana","Massachusetts","Truck","486.8185","448.16141365","2473.2492"
"Indiana","Michigan","Truck","11605.4487","2994.66810758","17684.7353"
"Indiana","Minnesota","Truck","1152.9160","644.72441235","2392.6943"
"Indiana","Mississippi","Truck","166.3574","109.35146822","1167.7321"
"Indiana","Missouri","Truck","2603.7977","1022.67391081","6247.7453"
"Indiana","Montana","Truck","56.7428","91.90090401","800.1632"
"Indiana","Nebraska","Truck","913.9393","602.05061092","1923.0650"
"Indiana","Nevada","Truck","43.3453","85.43817968","279.5369"
"Indiana","New Hampshire","Truck","22.3323","20.97280931","119.6100"
"Indiana","New Jersey","Truck","1166.8435","834.24307997","3935.6506"
"Indiana","New Mexico","Truck","17.1197","23.21081122","271.8198"
"Indiana","New York","Truck","1649.6683","1042.27030063","4021.1386"
"Indiana","North Carolina","Truck","810.3881","503.53051477","2658.4866"
"Indiana","North Dakota","Truck","17.0419","14.86073219","313.8785"
"Indiana","Ohio","Truck","16140.6681","3876.19120768","26325.8217"
"Indiana","Oklahoma","Truck","572.6585","456.34480598","2049.1326"
"Indiana","Oregon","Truck","286.1402","646.98597144","1043.5019"
"Indiana","Pennsylvania","Truck","2269.4842","1217.17427406","5735.7637"
"Indiana","Rhode Island","Truck","111.2126","101.13456355","347.2803"
"Indiana","South Carolina","Truck","628.5130","411.51613587","1634.7459"
"Indiana","South Dakota","Truck","63.2945","51.68695274","403.3878"
"Indiana","Tennessee","Truck","4339.8109","1706.04476762","6310.1999"
"Indiana","Texas","Truck","2373.2109","2416.21367260","8540.2390"
"Indiana","Utah","Truck","82.2759","127.09128495","635.9261"
"Indiana","Vermont","Truck","12.3168","10.93611409","41.0085"
"Indiana","Virginia","Truck","925.2826","586.06096205","3436.6842"
"Indiana","Washington","Truck","407.5019","905.44065683","1004.8780"
"Indiana","West Virginia","Truck","834.5102","334.06558678","1246.6159"
"Indiana","Wisconsin","Truck","3775.3251","1113.22097969","4504.5999"
"Indiana","Wyoming","Truck","3.7018","4.78119384","11.9108"
"Iowa","Alabama","Truck","400.8370","352.75877494","861.9625"
"Iowa","Alaska","Truck","20.6982","70.37228145","84.3688"
"Iowa","Arizona","Truck","376.1926","588.21966014","665.2189"
"Iowa","Arkansas","Truck","240.4773","143.13758938","977.3565"
"Iowa","California","Truck","1094.4409","2024.59304962","3835.7696"
"Iowa","Colorado","Truck","598.4792","465.02624357","1126.4467"
"Iowa","Connecticut","Truck","142.5153","170.53233951","452.2085"
"Iowa","Delaware","Truck","10.6793","11.40299223","46.9956"
"Iowa","Washington DC","Truck","2.6443","2.68418384","17.0314"
"Iowa","Florida","Truck","474.4708","655.93042945","1709.3752"
"Iowa","Georgia","Truck","751.6137","729.60746278","1838.8128"
"Iowa","Idaho","Truck","84.0030","117.15365706","201.6241"
"Iowa","Illinois","Truck","16712.2680","5325.61421294","13643.2683"
"Iowa","Indiana","Truck","1138.9679","516.09703615","2476.9602"
"Iowa","Iowa","Truck","164376.1129","14991.15651970","47405.1538"
"Iowa","Kansas","Truck","2030.2538","742.40501948","2386.8300"
"Iowa","Kentucky","Truck","649.5936","402.87100347","971.2770"
"Iowa","Louisiana","Truck","229.7855","231.93236730","352.3808"
"Iowa","Maine","Truck","39.4116","57.66310723","119.1908"
"Iowa","Maryland","Truck","347.2271","353.65636114","2296.2094"
"Iowa","Massachusetts","Truck","159.3196","205.86237352","735.4350"
"Iowa","Michigan","Truck","1455.0328","803.03587000","3125.3607"
"Iowa","Minnesota","Truck","6504.8345","1870.85932235","6251.8719"
"Iowa","Mississippi","Truck","236.0003","196.51216695","663.7113"
"Iowa","Missouri","Truck","3381.6738","1145.99844139","4819.1659"
"Iowa","Montana","Truck","130.4602","157.11064776","539.4251"
"Iowa","Nebraska","Truck","9651.5110","2584.99866569","5921.0287"
"Iowa","Nevada","Truck","105.8638","161.46716099","109.0439"
"Iowa","New Hampshire","Truck","20.3213","26.33952167","148.7360"
"Iowa","New Jersey","Truck","586.2196","647.15332366","1212.3194"
"Iowa","New Mexico","Truck","250.3766","285.63527604","233.2784"
"Iowa","New York","Truck","337.4282","350.41991137","1177.7688"
"Iowa","North Carolina","Truck","372.6626","401.18705020","1816.5765"
"Iowa","North Dakota","Truck","189.6918","111.57573787","832.9150"
"Iowa","Ohio","Truck","4735.4834","3055.71877576","2888.6110"
"Iowa","Oklahoma","Truck","847.7681","517.53224722","1484.3532"
"Iowa","Oregon","Truck","209.7337","395.09344140","633.4621"
"Iowa","Pennsylvania","Truck","909.6060","893.01568787","2411.8140"
"Iowa","Rhode Island","Truck","32.9905","42.25948146","39.1903"
"Iowa","South Carolina","Truck","294.4119","330.43971113","781.4223"
"Iowa","South Dakota","Truck","1647.8337","707.01091814","1278.4735"
"Iowa","Tennessee","Truck","693.2722","501.07210928","1938.6866"
"Iowa","Texas","Truck","2037.3328","1945.77069844","4573.5697"
"Iowa","Utah","Truck","54.9207","63.09653253","223.1264"
"Iowa","Vermont","Truck","17.5604","21.80214287","45.6284"
"Iowa","Virginia","Truck","186.8973","209.58813081","516.3801"
"Iowa","Washington","Truck","181.8501","325.96894775","800.3622"
"Iowa","West Virginia","Truck","116.4639","96.15794439","121.0194"
"Iowa","Wisconsin","Truck","7178.9418","2290.75197807","5708.0975"
"Iowa","Wyoming","Truck","74.1840","63.96347425","46.5521"
"Kansas","Alabama","Truck","113.2015","92.46540280","456.7711"
"Kansas","Alaska","Truck","32.3860","117.16759338","2.1489"
"Kansas","Arizona","Truck","284.3320","319.52196924","1483.0617"
"Kansas","Arkansas","Truck","1754.4401","779.76239801","971.6766"
"Kansas","California","Truck","917.9924","1447.52985181","3801.9495"
"Kansas","Colorado","Truck","2011.4588","1065.30713459","1511.7211"
"Kansas","Connecticut","Truck","40.5077","57.05416557","97.9502"
"Kansas","Delaware","Truck","8.3741","10.16392653","27.2268"
"Kansas","Washington DC","Truck","0.7904","0.94112775","3.2203"
"Kansas","Florida","Truck","329.8937","457.93875247","1206.2618"
"Kansas","Georgia","Truck","425.4047","401.50798048","1021.9366"
"Kansas","Idaho","Truck","59.7486","80.02680248","205.1018"
"Kansas","Illinois","Truck","1288.7065","751.78915499","2956.8531"
"Kansas","Indiana","Truck","385.8703","261.06693518","850.9804"
"Kansas","Iowa","Truck","2128.5829","876.42837346","1833.7759"
"Kansas","Kansas","Truck","186312.6191","15614.15081325","54862.4626"
"Kansas","Kentucky","Truck","137.9908","98.13392215","337.6793"
"Kansas","Louisiana","Truck","469.2806","407.76006283","988.5296"
"Kansas","Maine","Truck","22.3330","38.15171005","93.4590"
"Kansas","Maryland","Truck","282.6639","345.96013723","1060.0278"
"Kansas","Massachusetts","Truck","104.1223","162.12492325","550.2988"
"Kansas","Michigan","Truck","250.6891","209.66633277","1640.5876"
"Kansas","Minnesota","Truck","500.9692","296.84694241","946.9260"
"Kansas","Mississippi","Truck","179.1297","131.90620799","419.9382"
"Kansas","Missouri","Truck","19978.6136","2807.23741915","15926.3196"
"Kansas","Montana","Truck","36.9051","44.92545259","160.3127"
"Kansas","Nebraska","Truck","4235.0474","1151.07533794","3089.6971"
"Kansas","Nevada","Truck","64.8137","90.51178888","210.0775"
"Kansas","New Hampshire","Truck","78.4241","115.92143544","104.5998"
"Kansas","New Jersey","Truck","310.0537","406.10528686","1060.4335"
"Kansas","New Mexico","Truck","163.4874","114.30656361","329.2024"
"Kansas","New York","Truck","331.0111","436.43908337","1819.7458"
"Kansas","North Carolina","Truck","472.2813","517.11047325","1190.9881"
"Kansas","North Dakota","Truck","24.1666","18.28662903","142.7719"
"Kansas","Ohio","Truck","568.8263","471.06878740","1798.6191"
"Kansas","Oklahoma","Truck","10102.9085","2615.29605251","4027.7313"
"Kansas","Oregon","Truck","893.3611","1572.98807081","237.0043"
"Kansas","Pennsylvania","Truck","339.4301","388.56216722","1113.6040"
"Kansas","Rhode Island","Truck","12.4004","18.27658407","15.1714"
"Kansas","South Carolina","Truck","98.3443","112.91129189","280.2270"
"Kansas","South Dakota","Truck","163.3209","83.47138519","530.9661"
"Kansas","Tennessee","Truck","464.1007","336.32480460","754.6126"
"Kansas","Texas","Truck","5536.8371","3071.45491372","4872.6361"
"Kansas","Utah","Truck","141.6709","144.45068353","478.3590"
"Kansas","Vermont","Truck","0.9264","1.40237111","4.1298"
"Kansas","Virginia","Truck","177.6193","205.93789764","762.6173"
"Kansas","Washington","Truck","194.3055","346.22126506","793.3255"
"Kansas","West Virginia","Truck","14.1077","12.28088937","33.6828"
"Kansas","Wisconsin","Truck","523.9552","361.86167876","829.5381"
"Kansas","Wyoming","Truck","96.4363","77.08133299","76.4027"
"Kentucky","Alabama","Truck","911.3609","383.47463100","1937.3899"
"Kentucky","Alaska","Truck","1.4483","5.63107787","15.5378"
"Kentucky","Arizona","Truck","165.2412","296.67602315","483.8742"
"Kentucky","Arkansas","Truck","1137.3245","655.08083633","3421.3143"
"Kentucky","California","Truck","1217.2145","2683.99246437","6475.5199"
"Kentucky","Colorado","Truck","147.8592","175.83911286","798.8929"
"Kentucky","Connecticut","Truck","190.0287","159.35815422","456.6100"
"Kentucky","Delaware","Truck","23.8366","15.90240969","70.4652"
"Kentucky","Washington DC","Truck","2.0203","1.22161976","26.2681"
"Kentucky","Florida","Truck","956.9242","845.78375950","3028.1012"
"Kentucky","Georgia","Truck","2896.5742","1203.02684977","6095.1489"
"Kentucky","Idaho","Truck","4.1119","7.91028211","26.7368"
"Kentucky","Illinois","Truck","5314.3078","2025.96447009","8727.2221"
"Kentucky","Indiana","Truck","9937.3040","2201.03074532","13030.2190"
"Kentucky","Iowa","Truck","221.9108","135.70473717","753.9910"
"Kentucky","Kansas","Truck","239.6910","164.26206629","2573.7872"
"Kentucky","Kentucky","Truck","129536.5035","11234.23434419","61969.0321"
"Kentucky","Louisiana","Truck","312.8115","233.03561486","909.6959"
"Kentucky","Maine","Truck","48.8373","55.57575244","142.7230"
"Kentucky","Maryland","Truck","309.2247","185.40106105","1227.2451"
"Kentucky","Massachusetts","Truck","350.8376","339.09539599","1496.4860"
"Kentucky","Michigan","Truck","2484.8094","1032.95152449","8236.4424"
"Kentucky","Minnesota","Truck","418.2724","332.33686561","1713.8982"
"Kentucky","Mississippi","Truck","537.5608","312.44145175","1766.8111"
"Kentucky","Missouri","Truck","2246.2424","952.05317108","4946.2842"
"Kentucky","Montana","Truck","16.8579","30.12782133","79.1873"
"Kentucky","Nebraska","Truck","92.5462","73.12771635","265.1234"
"Kentucky","Nevada","Truck","48.8413","99.59229619","299.9488"
"Kentucky","New Hampshire","Truck","56.1681","55.42482127","1038.9652"
"Kentucky","New Jersey","Truck","909.7664","650.10990160","4334.7257"
"Kentucky","New Mexico","Truck","21.7802","29.87865129","56.9486"
"Kentucky","New York","Truck","1341.5239","931.97664007","7628.7861"
"Kentucky","North Carolina","Truck","1184.4808","543.36531340","3566.3519"
