1,0.579701742,0.574884517,0.866810184,0.62110287,0.488659313,0.792423434,0.815463255,0.67281084,0.919558578,0.779438471,0.50115253,0.719422824,0.747309671,0.607452914,0.6391327,0.845547166,0.897508875,0.707421483,0.800099184,0.788237593,0.620503107,0.527194161,0.947628106,0.751903407,0.455403126,0.558645287,0.46884085,0.72444923,0.80288736,0.527576104,0.716886931,0.862174432,0.447161605,0.728585378,0.735320683,0.643762077,0.748865591,0.804882515,0.879262756,0.504339769,0.900420346,0.724546318,0.493131545,0.694578009,0.8081151,0.655809444,0.426068597,0.790953835,0.583283454,0.437131145
0.579701742,1,0.494438319,0.623263131,0.520222556,0.624566649,0.736924641,0.704183026,0.44416675,0.618106177,0.49151248,0.633438587,0.690584082,0.692014858,0.652144605,0.606442959,0.65896228,0.542250211,0.80592474,0.706748783,0.751612948,0.758681913,0.689296938,0.561068,0.662763164,0.617733922,0.617206568,0.524723689,0.788260528,0.719285799,0.560776856,0.775957433,0.663913925,0.634593039,0.705129004,0.618441941,0.634258858,0.742870871,0.726872831,0.64090435,0.627478187,0.622626526,0.596270703,0.593713454,0.79870666,0.698344337,0.654478551,0.617061129,0.693657408,0.712971345,0.610862953
0.574884517,0.494438319,1,0.593436568,0.73629619,0.799163373,0.541423192,0.627657577,0.469688547,0.626739114,0.452270835,0.766937154,0.63570355,0.614977578,0.613902318,0.694313921,0.600163068,0.512366196,0.529830745,0.641289611,0.547141897,0.658100913,0.624249646,0.548463672,0.617722204,0.747838554,0.700997796,0.839763181,0.535680082,0.59179961,0.878038202,0.592824433,0.617677677,0.695633746,0.641334083,0.694524374,0.585661001,0.601739165,0.556226018,0.649029371,0.706952924,0.563756329,0.757831414,0.828740039,0.543272885,0.647470792,0.565161727,0.255249195,0.597840899,0.623211996,0.758899367
0.866810184,0.623263131,0.593436568,1,0.635005089,0.544250921,0.842855915,0.851719109,0.618801476,0.840367201,0.736946679,0.561953233,0.7864959,0.811333553,0.663602472,0.700786278,0.894141627,0.826928739,0.775927359,0.848822463,0.841378289,0.68302052,0.582652162,0.874169419,0.824292438,0.516123583,0.620335033,0.525150136,0.781748266,0.844877436,0.576045736,0.772976532,0.848564623,0.504812312,0.785062045,0.815272875,0.684831426,0.798859587,0.849650711,0.829472987,0.566575216,0.910984686,0.755801649,0.553298999,0.745017617,0.84418912,0.697642992,0.46189233,0.823226383,0.639568328,0.499528067
0.62110287,0.520222556,0.73629619,0.635005089,1,0.641174225,0.579023239,0.638278061,0.417558194,0.644316949,0.561473189,0.715054032,0.610226793,0.610925586,0.530142822,0.598670311,0.639997012,0.554902178,0.561048395,0.651752146,0.595680006,0.606232378,0.511867405,0.600745167,0.596839611,0.613656546,0.584888787,0.708892625,0.55718072,0.611248955,0.679366255,0.593917544,0.628307914,0.545027609,0.63138461,0.641205353,0.778079464,0.607094147,0.620982478,0.63537004,0.575579006,0.626033019,0.689677509,0.703249738,0.544584012,0.654254126,0.741002259,0.288243236,0.617448766,0.537648503,0.616696541
0.488659313,0.624566649,0.799163373,0.544250921,0.641174225,1,0.644127122,0.645229999,0.391063917,0.538799237,0.366374159,0.898417785,0.720222198,0.69833356,0.756630229,0.763697553,0.615508852,0.425935512,0.679426473,0.668782782,0.661061852,0.811226562,0.793283109,0.462494847,0.665013394,0.928296937,0.84605828,0.854452008,0.685105535,0.649639337,0.89331047,0.726745592,0.585237281,0.872526805,0.733594979,0.6800478,0.631803476,0.708782516,0.63912064,0.565281749,0.884692222,0.546167944,0.691457235,0.907203206,0.693779966,0.663076793,0.618817274,0.403285596,0.674023412,0.787856066,0.926751893
0.792423434,0.736924641,0.541423192,0.842855915,0.579023239,0.644127122,1,0.896259719,0.607683855,0.807919095,0.651251829,0.644040198,0.858146357,0.882482518,0.769957723,0.742733008,0.880300177,0.757929227,0.893971569,0.887692293,0.966116947,0.798288608,0.698752287,0.780473992,0.856535649,0.611507943,0.714508369,0.575680894,0.917568284,0.937611192,0.614743039,0.901822441,0.858328576,0.606976806,0.871002192,0.772658731,0.698212007,0.921307002,0.933489648,0.815309439,0.666818206,0.845924329,0.699941257,0.634611167,0.881706953,0.877020218,0.71620459,0.580879361,0.899475395,0.759462755,0.593438297
0.815463255,0.704183026,0.627657577,0.851719109,0.638278061,0.645229999,0.896259719,1,0.657622575,0.855656227,0.660229451,0.639336975,0.87924917,0.896144434,0.771285284,0.799150782,0.919322511,0.76269675,0.842671319,0.967524897,0.890097712,0.792305147,0.698082296,0.79118202,0.901009543,0.60981367,0.723628623,0.609950997,0.864615417,0.952569923,0.677752879,0.885767974,0.916697263,0.608058323,0.886724825,0.841974163,0.686471509,0.916514309,0.883008235,0.874769268,0.668391089,0.867696263,0.777187937,0.640313545,0.850114852,0.965150359,0.694309131,0.591243277,0.917925903,0.75628995,0.591471014
0.67281084,0.44416675,0.469688547,0.618801476,0.417558194,0.391063917,0.607683855,0.657622575,1,0.722080719,0.621378627,0.35518588,0.596030702,0.599350969,0.563592209,0.577263971,0.621620503,0.719304377,0.531417877,0.637067983,0.582740751,0.521438489,0.488200473,0.656039327,0.634491012,0.356824468,0.491806121,0.344799217,0.566459466,0.63811752,0.445242688,0.585669579,0.719400871,0.375280216,0.588353343,0.630517217,0.385439504,0.609211583,0.579199306,0.746399438,0.430487381,0.62079564,0.646018057,0.366693168,0.56955032,0.652935027,0.395933249,0.280840682,0.61910712,0.532459427,0.33232559
0.919558578,0.618106177,0.626739114,0.840367201,0.644316949,0.538799237,0.807919095,0.855656227,0.722080719,1,0.739964658,0.540008872,0.754611547,0.775219648,0.653524958,0.685769697,0.84623916,0.864009816,0.732447691,0.837494281,0.803834178,0.669106312,0.581148899,0.883239804,0.77904974,0.502506031,0.607121342,0.513314875,0.755736569,0.835256847,0.582077763,0.759480416,0.913442716,0.498625948,0.765938737,0.770856041,0.638089738,0.788588895,0.81134848,0.946077001,0.553793201,0.855947122,0.774690946,0.537701957,0.736098011,0.850230214,0.646910739,0.467679099,0.819218315,0.634965443,0.483360337
